pop,depth,cell.type,cell.type.idx,batch
4_1,1.34002509410289,4_1_2,5,2
4_1,1.33249686323714,4_1_2,5,2
5_3,1.32663316582915,5_3,3,2
5_3,1.32160804020101,5_3,3,2
5_3,1.31658291457286,5_3,3,2
5_2,1.31407035175879,5_2,2,2
5_3,1.30150753768844,5_3,3,2
4_1,1.30238393977415,4_1_2,5,2
5_3,1.2964824120603,5_3,3,2
5_2,1.29396984924623,5_2,2,2
4_1,1.29234629861982,4_1_2,5,2
5_3,1.27889447236181,5_3,3,2
5_3,1.26633165829146,5_3,3,2
5_3,1.25879396984925,5_3,3,2
4_1,1.25721455457967,4_1_2,5,2
5_2,1.25125628140704,5_2,2,2
5_2,1.24874371859296,5_2,2,2
5_3,1.24120603015075,5_3,3,2
4_1,1.24215809284818,4_1_2,5,2
4_1,1.22710163111669,4_1_2,5,2
4_1,1.22208281053952,4_1_2,5,2
4_1,1.21706398996236,4_1_2,5,2
5_3,1.20854271356784,5_3,3,2
5_3,1.20603015075377,5_3,3,2
5_3,1.19849246231156,5_3,3,2
5_2,1.19346733668342,5_2,2,2
4_1,1.18946047678795,4_1_2,5,2
5_2,1.17587939698492,5_2,2,2
4_1,1.17189460476788,4_1_2,5,2
5_2,1.16582914572864,5_2,2,2
4_1,1.16185696361355,4_1_2,5,2
5_2,1.15577889447236,5_2,2,2
5_2,1.15075376884422,5_2,2,2
4_1,1.14930991217064,4_1_2,5,2
4_1,1.14178168130489,4_1_2,5,2
4_1,1.13927227101631,4_1_2,5,2
4_1,1.13676286072773,4_1_2,5,2
5_2,1.12814070351759,5_2,2,2
5_3,1.12562814070352,5_3,3,2
4_1,1.12170639899624,4_1_2,5,2
5_3,1.10552763819095,5_3,3,2
5_2,1.10050251256281,5_2,2,2
4_1,1.10163111668758,4_1_2,5,2
5_3,1.09547738693467,5_3,3,2
5_3,1.08040201005025,5_3,3,2
4_1,1.08155583437892,4_1_2,5,2
5_3,1.07035175879397,5_3,3,2
5_3,1.0678391959799,5_3,3,2
5_3,1.06281407035176,5_3,3,2
5_3,1.06030150753769,5_3,3,2
5_3,1.04773869346734,5_3,3,2
4_1,1.04391468005019,4_1_2,5,2
4_1,1.04140526976161,4_1_2,5,2
5_2,1.03517587939698,5_2,2,2
4_1,1.02885821831869,4_1_2,5,2
5_3,1.01005025125628,5_3,3,2
5_2,1,5_2,2,2
4_5,0.99748743718593,4_5,1,2
4_1,0.993726474278544,4_1_1,4,2
4_5,0.977386934673367,4_5,1,2
4_1,0.971141781681305,4_1_1,4,2
4_5,0.949748743718593,4_5,1,2
4_1,0.946047678795483,4_1_1,4,2
4_5,0.944723618090452,4_5,1,2
4_1,0.941028858218319,4_1_1,4,2
4_1,0.938519447929736,4_1_1,4,2
4_5,0.907035175879397,4_5,1,2
4_5,0.896984924623116,4_5,1,2
4_5,0.894472361809045,4_5,1,2
4_1,0.890840652446675,4_1_1,4,2
4_5,0.889447236180904,4_5,1,2
4_1,0.875784190715182,4_1_1,4,2
4_5,0.874371859296482,4_5,1,2
4_5,0.866834170854271,4_5,1,2
4_5,0.861809045226131,4_5,1,2
4_5,0.85427135678392,4_5,1,2
4_1,0.85069008782936,4_1_1,4,2
4_5,0.829145728643216,4_5,1,2
4_1,0.825595984943538,4_1_1,4,2
4_5,0.809045226130653,4_5,1,2
4_5,0.804020100502513,4_5,1,2
4_5,0.801507537688442,4_5,1,2
4_5,0.78643216080402,4_5,1,2
4_1,0.777917189460477,4_1_1,4,2
4_5,0.776381909547739,4_5,1,2
4_5,0.773869346733668,4_5,1,2
4_5,0.766331658291457,4_5,1,2
4_1,0.752823086574655,4_1_1,4,2
4_5,0.751256281407035,4_5,1,2
4_1,0.742785445420326,4_1_1,4,2
4_1,0.737766624843162,4_1_1,4,2
4_5,0.736180904522613,4_5,1,2
4_5,0.733668341708543,4_5,1,2
4_1,0.725219573400251,4_1_1,4,2
4_5,0.723618090452261,4_5,1,2
4_5,0.718592964824121,4_5,1,2
4_5,0.71356783919598,4_5,1,2
4_5,0.71105527638191,4_5,1,2
4_5,0.706030150753769,4_5,1,2
4_1,0.700125470514429,4_1_1,4,2
4_1,0.692597239648682,4_1_1,4,2
4_5,0.685929648241206,4_5,1,2
4_5,0.683417085427136,4_5,1,2
4_5,0.680904522613065,4_5,1,2
4_5,0.670854271356784,4_5,1,2
4_5,0.655778894472362,4_5,1,2
4_1,0.639899623588457,4_1_1,4,2
4_5,0.630653266331658,4_5,1,2
4_5,0.628140703517588,4_5,1,2
4_5,0.618090452261307,4_5,1,2
4_1,0.614805520702635,4_1_1,4,2
4_1,0.612296110414053,4_1_1,4,2
4_5,0.603015075376884,4_5,1,2
4_1,0.589711417816813,4_1_1,4,2
4_5,0.582914572864322,4_5,1,2
4_1,0.57465495608532,4_1_1,4,2
4_5,0.565326633165829,4_5,1,2
4_5,0.557788944723618,4_5,1,2
4_5,0.547738693467337,4_5,1,2
4_1,0.537013801756587,4_1_1,4,2
4_5,0.530150753768844,4_5,1,2
4_5,0.522613065326633,4_5,1,2
4_1,0.511919698870765,4_1_1,4,2
4_1,0.509410288582183,4_1_1,4,2
4_1,0.504391468005019,4_1_1,4,2
4_5,0.50251256281407,4_5,1,2
4_5,0.474874371859296,4_5,1,2
4_5,0.469849246231156,4_5,1,2
4_5,0.467336683417085,4_5,1,2
4_5,0.464824120603015,4_5,1,2
4_5,0.459798994974874,4_5,1,2
4_1,0.456712672521957,4_1_1,4,2
4_1,0.431618569636135,4_1_1,4,2
4_5,0.424623115577889,4_5,1,2
4_1,0.416562107904642,4_1_1,4,2
4_5,0.412060301507538,4_5,1,2
4_5,0.407035175879397,4_5,1,2
4_5,0.402010050251256,4_5,1,2
4_5,0.394472361809045,4_5,1,2
4_1,0.388958594730238,4_1_1,4,2
4_5,0.386934673366834,4_5,1,2
4_1,0.383939774153074,4_1_1,4,2
4_1,0.37892095357591,4_1_1,4,2
4_5,0.374371859296482,4_5,1,2
4_5,0.366834170854271,4_5,1,2
4_5,0.364321608040201,4_5,1,2
4_1,0.348808030112923,4_1_1,4,2
4_1,0.341279799247177,4_1_1,4,2
4_1,0.338770388958595,4_1_1,4,2
4_5,0.336683417085427,4_5,1,2
4_1,0.326223337515684,4_1_1,4,2
4_5,0.321608040201005,4_5,1,2
4_5,0.319095477386935,4_5,1,2
4_1,0.311166875784191,4_1_1,4,2
4_1,0.308657465495609,4_1_1,4,2
4_5,0.306532663316583,4_5,1,2
4_5,0.301507537688442,4_5,1,2
4_5,0.298994974874372,4_5,1,2
4_1,0.286072772898369,4_1_1,4,2
4_1,0.27603513174404,4_1_1,4,2
4_5,0.271356783919598,4_5,1,2
4_5,0.263819095477387,4_5,1,2
4_1,0.258469259723965,4_1_1,4,2
4_5,0.256281407035176,4_5,1,2
4_5,0.241206030150754,4_5,1,2
4_5,0.238693467336683,4_5,1,2
4_5,0.233668341708543,4_5,1,2
4_5,0.226130653266332,4_5,1,2
4_1,0.213299874529486,4_1_1,4,2
4_5,0.208542713567839,4_5,1,2
4_5,0.195979899497487,4_5,1,2
4_1,0.188205771643664,4_1_1,4,2
4_1,0.185696361355082,4_1_1,4,2
4_1,0.183186951066499,4_1_1,4,2
4_5,0.178391959798995,4_5,1,2
4_5,0.170854271356784,4_5,1,2
4_5,0.165829145728643,4_5,1,2
4_1,0.163111668757842,4_1_1,4,2
4_1,0.153074027603513,4_1_1,4,2
4_1,0.148055207026349,4_1_1,4,2
4_5,0.14572864321608,4_5,1,2
4_5,0.14321608040201,4_5,1,2
4_5,0.135678391959799,4_5,1,2
4_5,0.125628140703518,4_5,1,2
4_5,0.123115577889447,4_5,1,2
4_1,0.100376411543287,4_1_1,4,2
4_5,0.0979899497487437,4_5,1,2
4_1,0.095357590966123,4_1_1,4,2
4_5,0.0879396984924623,4_5,1,2
4_5,0.085427135678392,4_5,1,2
4_1,0.0752823086574655,4_1_1,4,2
4_5,0.0728643216080402,4_5,1,2
4_5,0.0703517587939698,4_5,1,2
4_5,0.0628140703517588,4_5,1,2
4_5,0.0527638190954774,4_5,1,2
4_1,0.0501882057716437,4_1_1,4,2
4_5,0.0351758793969849,4_5,1,2
4_1,0.0326223337515684,4_1_1,4,2
4_1,0.0301129234629862,4_1_1,4,2
4_5,0.0276381909547739,4_5,1,2
4_5,0.0201005025125628,4_5,1,2
4_1,0.0175658720200753,4_1_1,4,2
4_5,0.0125628140703518,4_5,1,2
4_5,0.0100502512562814,4_5,1,2
