"","ENSMUSG00000023043","ENSMUSG00000031972","ENSMUSG00000032085","ERCC-00116","ERCC-00108","ERCC-00009","ERCC-00111","ENSMUSG00000032231","ENSMUSG00000049382","ERCC-00043","ERCC-00003","ERCC-00145","ERCC-00042","ENSMUSG00000032366","ERCC-00113","ERCC-00092","ERCC-00136","ENSMUSG00000029484","ENSMUSG00000079029","ERCC-00171","ENSMUSG00000024659","ERCC-00112","ERCC-00022","ENSMUSG00000040152","ERCC-00076","ENSMUSG00000072905","ERCC-00004","ENSMUSG00000035783","ERCC-00046","ENSMUSG00000005892","ENSMUSG00000010592","ENSMUSG00000096221","ENSMUSG00000097581","ENSMUSG00000097213","ENSMUSG00000083538","ERCC-00060","ENSMUSG00000074818","ENSMUSG00000078566","ENSMUSG00000029761","ENSMUSG00000005983","ENSMUSG00000000805","ENSMUSG00000060441","ENSMUSG00000078380","ERCC-00025","ENSMUSG00000022753","ENSMUSG00000079034","ERCC-00035","ENSMUSG00000069475","ENSMUSG00000085774","ENSMUSG00000089940","ENSMUSG00000074472","ENSMUSG00000029861","ENSMUSG00000033306","ENSMUSG00000032060","ERCC-00044","ERCC-00165","ENSMUSG00000047793","ENSMUSG00000079505","ENSMUSG00000020258","ENSMUSG00000054517","ENSMUSG00000098235","ENSMUSG00000093847","ENSMUSG00000086799","ENSMUSG00000031910","ENSMUSG00000095905","ENSMUSG00000025867","ENSMUSG00000095180","ENSMUSG00000097467","ENSMUSG00000097136","ENSMUSG00000092181","ERCC-00131","ENSMUSG00000022425","ENSMUSG00000022875","ENSMUSG00000037593","ENSMUSG00000079906","ENSMUSG00000085399","ENSMUSG00000087338","ENSMUSG00000003378","ENSMUSG00000082604","ENSMUSG00000087480","ENSMUSG00000093606","ENSMUSG00000048163","ENSMUSG00000032726","ENSMUSG00000038793","ENSMUSG00000033615","ENSMUSG00000000184","ENSMUSG00000034730","ENSMUSG00000060550","ENSMUSG00000044703","ENSMUSG00000027562","ENSMUSG00000089861","ENSMUSG00000097737","ENSMUSG00000025993","ENSMUSG00000042386","ENSMUSG00000079662","ENSMUSG00000090210","ENSMUSG00000028128","ENSMUSG00000097879","ENSMUSG00000095799","ENSMUSG00000097229"
"ola_mES_2i_2_19.counts",0,0.209113739616358,0,0,0,0,0,3.01655706899522,0,2.01655301336382,0,0,0,2.00095182952326,3.80832538260516,0,0.458350343198063,0,0,0.209113739616358,4.36838446129812,0,0,1.0510598742768,0,0.11001300895264,0.209113739616358,0.11001300895264,1.64606551982123,0.529307115789083,6.66603682936712,0,0,0,0,0,0,3.17913379897401,0.529307115789083,0,0,0,0.11001300895264,0,0.209113739616358,0.209113739616358,0,0,0.11001300895264,0,0.381971528299733,0,0,0.11001300895264,0,0,0,0,0.209113739616358,0.11001300895264,0.209113739616358,0,0,0,0,0,0.381971528299733,1.20172583475079,0.657696535155323,0,0,0,0.11001300895264,0,0,0,0,0,0.11001300895264,0,0,0,0.209113739616358,0.29927297007098,0,0,0,0,0.11001300895264,3.15463465843869,0.209113739616358,0,0,0.11001300895264,0,0,0,0.11001300895264,0,0
"ola_mES_2i_2_2.counts",0,0,0,0,0,0,0,0,1.24250138735009,0,0,0.685975145365533,0,4.1905131336027,0,0,0,0,0,2.00243860710828,0,0,0,0,0,0,0,0,1.93358355489296,4.99966354477922,0.685975145365533,0,0,0.400689471201423,0,0,0,4.44012000640877,5.55400396545742,0,0,0,0.400689471201423,0,0.400689471201423,0,0,0,0,0,0.400689471201423,0,3.97485664875442,0,0,0,0,0,0,0,0,0.685975145365533,0,0,0,0,4.94855014343708,0.400689471201423,0,0,0,0,0.400689471201423,0,0.685975145365533,0,0,0,0.400689471201423,0.400689471201423,0,0,0,2.98206113058472,0,0,2.4292112304222,0.400689471201423,0.685975145365533,5.1155886297754,1.08903809866359,0,3.54136638112733,0,0,0,0,0,0,0
"ola_mES_2i_2_20.counts",0,0.804275304903279,0,0,0,0,0,3.76102776463318,3.52445766672599,0,0,0,0,5.23156203577301,0,0,0.804275304903279,0,0,0.344789023460748,3.90358071763904,0,0,0,0,0,0,0.600694174921026,0.973339355139514,5.57309594059753,2.4599301009124,0,0,3.01305764646502,0.344789023460748,0,0,0.973339355139514,5.49506199238143,0.344789023460748,0,0,0,0,0.344789023460748,0,0,0,0,0,0.344789023460748,0,4.19658576749477,0,0,0,0,0.344789023460748,0,0.600694174921026,0,0,0,0.344789023460748,0.600694174921026,0.600694174921026,0.600694174921026,0,0.344789023460748,0,0,0,0,0.344789023460748,0.344789023460748,0.344789023460748,0,0,0,0.344789023460748,0.600694174921026,0,0.804275304903279,0.344789023460748,0.600694174921026,0,0,0,0.600694174921026,4.11262707941143,0,0,0,0,0,0,0,2.42412119783036,0,0.600694174921026
"ola_mES_2i_2_21.counts",0,0.724782792446439,0,0.493823668624833,0.192978349838996,0,0,5.48345353388714,0,0,0,0,0,4.95369922800911,0,0,0,0,0,1.2063964294679,3.03474420177342,0,0.493823668624833,0,0,0,0,0,1.9401770277165,0,1.32631475260844,0.192978349838996,0.192978349838996,0,0.192978349838996,0,0,5.80125628861061,4.70418493931987,0.192978349838996,0,0,0,0,0,0,0,0,0,0,0.354672088135292,0,0,0,0,0,1.3812796800324,0,0.192978349838996,0,0.192978349838996,0,0,0.354672088135292,0,0,1.65958538245891,0,0,0.822919921872337,0,0,0,0,0,0,0,0,0,0.354672088135292,0,0,0,0.493823668624833,0,0,0,0.192978349838996,0.354672088135292,3.85417920914503,0.354672088135292,0,0,0,0,0.192978349838996,0,0,0,4.4876217971295
"ola_mES_2i_2_22.counts",0,0.59018398309544,0,0,0,0,0,1.63637281965406,0,0,0,0,0,0.378170392233947,0,0.206856282194862,0.524383760788143,0,0,0,1.26069257588121,0,0,0,0,0,0,0,1.12110812483753,4.03826632800369,6.49132071178568,0,0,0,0,0,0,4.19192410890823,4.20057164473603,0,0,0,0,0,0.206856282194862,0.108767322235786,0,1.89164137142268,0,0,0.108767322235786,0,0.453946993156687,0,0,0,0,0,0.108767322235786,0.108767322235786,0.108767322235786,0,0.296177425385252,2.70157942754821,0,0.108767322235786,0.296177425385252,0.296177425385252,0,0,0,0,0,0,0,0.108767322235786,0,0.108767322235786,0,0,0.108767322235786,0.296177425385252,0.108767322235786,4.3371758313236,0,0,0,0,0.206856282194862,3.83204521578987,0.108767322235786,0.108767322235786,0,0,0,0,0,0,0.108767322235786,0
"ola_mES_2i_2_23.counts",0,0.336615155015053,0,0,0,0,0,0,0.0953556560543611,0,0,0,0,2.38921704166501,0.0953556560543611,0.26247970014109,0.336615155015053,0,0,0.26247970014109,0,0,0,0,0,0,0,0,1.66811260152685,2.93963559173088,5.58999158483362,0,0,0,0,0,1.98830597769958,0,4.20816593206692,0,0,0,0.0953556560543611,0,0,0.0953556560543611,0,0.0953556560543611,0,0,0.0953556560543611,0,2.66072469666129,0,0,0,0,0,0,0,0.0953556560543611,0,0,0,0.0953556560543611,0,6.32682757877948,0.405631844248609,0.0953556560543611,0.0953556560543611,0,0,0.336615155015053,0.0953556560543611,0.0953556560543611,0,0,0,0,0,0.0953556560543611,0,0.0953556560543611,0.182404928339295,0.26247970014109,0,0,0,0.26247970014109,3.61140452408108,2.39834994226151,1.94633884297443,0,0,0,0.336615155015053,0,0,0,0
"ola_mES_2i_2_24.counts",0,0.27277960872265,0,0,0,0,0,0,3.76660196952808,0.0994261534840189,0,0,0,3.18664978482793,0.0994261534840189,0,0.349351517265783,0,0,0.549137256917967,0,0,0,0,0,0,0,0.189854614477921,0.943148227858798,4.56568667435064,5.88894745413507,0,0,0,0,0,0,2.16742159354367,2.14319736321561,0,0,0,0.0994261534840189,0,3.19952185292203,0.0994261534840189,0,0,0.0994261534840189,0,0.0994261534840189,0,3.35332776376241,0,0,0,0,0,0.420474900537618,0,0,0,0.765424081548894,0,0.0994261534840189,0,5.79075395259913,0,0.0994261534840189,0,0,0,0,0,0,0.27277960872265,0,0,0,0.0994261534840189,0.27277960872265,0,0,4.3586074504234,0.549137256917967,0,0,0,0.0994261534840189,0,0,0,0,0,0,0,0,0,0,1.19386544671862
"ola_mES_2i_2_25.counts",0,0,0,0,1.42558018762469,0,0,0,0,0,0,0,0,2.39171987235809,0,0,0.856286684955637,0,0,0.372574954192484,0,0,0.64339718795672,0,0,0,0,0.64339718795672,2.30551533289077,2.92354986426809,5.5733034970312,0,0,0.64339718795672,0,0,1.62199976447507,3.89806601301769,2.64564634501661,0,0,0,0,0,0,0,0,0,0,0,0,0.64339718795672,3.82199456371644,0,0,0,0,0,0,0,0,0,1.03171332146558,0.372574954192484,0,0,5.62019637593888,0.64339718795672,0,2.544601347924,0,0,0.64339718795672,0,0,0.372574954192484,0,0,0,0,0,0,0,4.21681519769078,0.372574954192484,0,0,0.372574954192484,0.372574954192484,5.3010562759658,0,0,0,3.19770521942705,0,0,0,0,0,0
"ola_mES_2i_2_26.counts",0,0,0,0,0,0,0,3.72337847036975,0,0,0,0,0,0.514857887293929,0.370827963375833,0,1.02809508779137,0,0.202505558362262,0.202505558362262,0,0,0,0,0,0,0,0,1.78141811543332,5.0913925871077,0.202505558362262,0,0,0,0,0,0.514857887293929,5.25291958986803,4.10607866492944,0.202505558362262,0,0,0.202505558362262,0,0,0,0,0,0,0,0,0,1.1053237232561,0,0,0,0,0,0.202505558362262,0,0,0,0,0.202505558362262,0,0,0.514857887293929,0,0,0.202505558362262,0,0,0,0,0,0.202505558362262,0,0,0.202505558362262,0,0.202505558362262,0.370827963375833,0,5.84969343281586,0,0,0,0,0.202505558362262,5.23753385163738,0.370827963375833,0,0,0,0,0,0,0,0,0
"ola_mES_2i_2_27.counts",0,0.497585554965273,0,0,0.497585554965273,0,0,0,0,0,0,0.497585554965273,0,3.07416678503841,0,0,0.497585554965273,0,0,0.497585554965273,0,0,0,0,2.09090045948391,0,1.0764471048401,0.497585554965273,2.23875983558374,3.40164860157505,5.04818074672707,0.497585554965273,0,0,0,0,0,4.60162425476072,1.58278012062689,0.497585554965273,0,0,0,0,0.828329369766549,0,0,0,0.497585554965273,0,0,0.497585554965273,6.09132301029001,0,0,0,0,0,0,0.497585554965273,0.497585554965273,0,0,0.828329369766549,0,0.497585554965273,0.497585554965273,1.0764471048401,0,0,0,0,0.828329369766549,0,0,0,0,0,0,0,1.58278012062689,0,0,4.82146116950928,1.44071782555534,0,0,0.828329369766549,1.27507820751362,4.44049472493538,0.828329369766549,0.497585554965273,0,0,0,0,0,0,0,0
"ola_mES_2i_2_28.counts",0,0.248055871694106,0,0.44664739807458,0,0,0,4.7740573089443,0,0,0,0,0,4.42807817449775,0,0,0,0,0,0,1.65306677482331,0,0,0,0,0,0,0,2.3034855883273,2.27495461052848,4.55716687433117,0.612259521420845,0.248055871694106,0,0,0,0,2.63551179810092,5.22858822021627,0,0,0,4.22781964695506,0,0.612259521420845,0,0,0,0.248055871694106,0,0.44664739807458,0,4.26013890248142,3.01679272101534,0,0,0,0,0,0.87865434859282,0.248055871694106,0,0,0.248055871694106,0,0,0,0.248055871694106,0,0,0,0,0,0,0.248055871694106,0.44664739807458,0.248055871694106,0,0,0,0,0.248055871694106,3.92295403443864,0.248055871694106,0,0,0,0,0,5.60622427445089,0,0,0,0,0,0,0,0,0,0
"ola_mES_2i_2_29.counts",0,0.947381318944186,0,0,0,0,0,5.02768214975521,0,0,0.422856850820033,0,0,4.33418996315424,0,0,1.91537342519523,0,0,0,0,0,0,0,0,0,0.422856850820033,0.719122666963206,3.46737928854346,0,0.422856850820033,0,0,0,0,0,0,5.99658300437492,4.9107180267149,0.422856850820033,0,0,0.422856850820033,0,0,0,0,0.422856850820033,0,0.422856850820033,0,0,0,0,0,0,0,0,0,0,0.422856850820033,0,0,0.422856850820033,0,0,0,0.422856850820033,0,0,0,0,0,3.46737928854346,0,0,0.422856850820033,0,0,0,0.422856850820033,0,0,5.06159519958257,0.719122666963206,0,0,0,0.422856850820033,0.422856850820033,0.422856850820033,0,0,0,0,0,0,0,0.719122666963206,0
"ola_mES_2i_2_3.counts",0,1.26176392935434,0,0,0,0,0,3.39087708083142,0.611873053960459,0,0,0,0,3.36204417677866,0,0,0.988709514437032,0,0,0.611873053960459,2.61434211279111,0,0,0,0,0,0.988709514437032,0.611873053960459,0.611873053960459,5.06235465804083,5.74964826789546,0,0,0,0,0,0,4.55040651972465,5.09390550442565,0,0,0,0,0,3.16904714694644,0.611873053960459,0,0,0,0,0,0,4.13681919881566,0,0,0,0,0,0,0,0.611873053960459,0,0,0,0,0,0.611873053960459,0.611873053960459,0,0,0,0.611873053960459,0,0,0.988709514437032,0,0,0,0.611873053960459,0,0.611873053960459,0,0,4.00748660652765,0,0,1.4760270670944,0,0.611873053960459,3.80403362711653,0.988709514437032,0,0,0,0,0,0,0,0,0
"ola_mES_2i_2_30.counts",0,0.917251808353706,0,0,0,0,0,0.262734018585218,0,0,0,0.262734018585218,0,4.55756441630037,0,0,0.642612707506391,0,0,0.642612707506391,2.91386498567924,0,0,0,0,0,0,0.262734018585218,2.06826148868208,5.17999933203605,0.262734018585218,0,0,0,0.470604410279126,0,0,4.9076046831838,4.09258018611277,0,0,0,0,0,4.36722410621518,0,0,0,0,0.642612707506391,0,0,3.56260190839248,0,0,0,0,0,0.470604410279126,0,0,0,0,0.470604410279126,4.05161770973953,0,5.12793388194241,0.470604410279126,0.262734018585218,0,0,0,0,0,0.642612707506391,0,0.262734018585218,0,0.262734018585218,0,0.642612707506391,0,0.642612707506391,4.61868422781868,0,0,0,0.262734018585218,0,4.14153087680956,0.262734018585218,0,0,0.262734018585218,0,0,0,0,0,0.470604410279126
"ola_mES_2i_2_31.counts",0,0.970530500811152,0,0,1.11487280953989,0,0,0,0,0,0,0,0,3.81247434775684,0,0,1.45364654314938,0,0,0,0,0,0,0,0,0,0,0.801781021562741,2.45579856562993,5.35108089109278,5.43314914281534,0,0,0,0,0,0,2.21884704134939,3.33395940971888,0,0,0.343473432080196,0.343473432080196,0,0,0.343473432080196,0,0,0,0,5.62779800569853,0.343473432080196,0,0,0,0,0,0,0,0,0,0,0.343473432080196,0.343473432080196,0,0.343473432080196,0.598656337139023,0.801781021562741,0.343473432080196,0,0,0,0,0,0.343473432080196,0.343473432080196,0.343473432080196,0,0,0,0,0.343473432080196,0,1.3529579408523,0.343473432080196,0,0,0.343473432080196,0.343473432080196,5.17280990202708,0,0,0,0,0,0.343473432080196,0,0,0,0
"ola_mES_2i_2_32.counts",0,0.936056890105215,0,0,0,0,0,0,0,0,0,0,0,2.27000810141631,0,0,0.806442653022431,0,0,0.270012939490848,3.35299910676783,0,0,0,0,0,2.09550830540622,0.270012939490848,2.27000810141631,5.56836106751558,5.91233444726641,0,0,0,0,0,0.270012939490848,4.82328187986822,3.69802842291584,0.482403187395404,0,0,0,0,0,0,0,0.270012939490848,0,0,0.270012939490848,0,4.54652786655529,0,0,0,0,0,0,0,0.270012939490848,0,0,0.270012939490848,0,0,2.57179316536287,0.482403187395404,0.270012939490848,0,0,0,0,0.482403187395404,3.52217615050571,0,0,0,0,0,0,0.270012939490848,0,1.48382829660831,0.270012939490848,0,0,0,0.270012939490848,1.67517689066396,0.657491092316399,0.270012939490848,0,0,0,0,0,0.270012939490848,0,0
"ola_mES_2i_2_33.counts",0,0.821489976431331,0,0,0,0,0,0,0,0,0,0,0,3.6019259793275,0.492830279546912,1.80755758610465,0,0,0,1.26631943457898,0,0,0,0,0,0.492830279546912,0.821489976431331,0.492830279546912,3.25195325785814,0.821489976431331,5.48268036260234,0,0,0,0,0,0,4.02136285417392,0.821489976431331,0,0,0,0,0,0.492830279546912,0.492830279546912,0,0,0.492830279546912,0,0,0,0.492830279546912,0,0,0,0,0.492830279546912,0,1.57311744808914,1.4314382131363,0,0,0.492830279546912,0,0,0.492830279546912,0,0,0,0,0,0,0.492830279546912,0,0.492830279546912,3.71667428727816,0,0,0,0,0,0.821489976431331,0.821489976431331,0,0,0,0.492830279546912,0.492830279546912,6.34750075206455,0.821489976431331,0,0,0,0,0,0,1.26631943457898,0,0
"ola_mES_2i_2_34.counts",0,1.99954516216742,0,0,2.15904206495528,0,0,4.24800250983934,0,0,0,0,0,1.99954516216742,0.822919921872337,0,2.15904206495528,0,0,0,2.71128039772254,0,2.41744061792631,0,0,0,0.822919921872337,0,3.56904690584758,5.15568060618549,0.822919921872337,0,0.822919921872337,0,0,0,1.26815206553509,1.57513992864223,4.77488601634704,0,0,0,0.822919921872337,0,0,0,0,3.12286552775286,0,0,0,0,5.28016510079369,0,0,0,0,0,0,0,0.822919921872337,0,0,0.822919921872337,0,0,3.82209550328092,0.822919921872337,0.822919921872337,0,0,0,0.822919921872337,0,0.822919921872337,0.822919921872337,0.822919921872337,0,0.822919921872337,0,1.26815206553509,0,1.26815206553509,3.06498905231738,0.822919921872337,4.21081175216321,0,0.822919921872337,0,5.15568060618549,0,0,0.822919921872337,0,0,0,0,0,0,0
"ola_mES_2i_2_35.counts",0,0.325636217279934,0,0,0,0,0,0.176014823746269,0.853218930317655,0,0,0,0,1.49609075120584,0,0,0.176014823746269,0,0.325636217279934,0.932024654557982,3.50074426411177,0,0,0,0,0,0,0,1.65518080485586,5.19286703418039,0.570879508092582,0,0,0,0,0,0,5.26504872754557,2.63149554389365,0,0,0,0.176014823746269,0,0.176014823746269,0,0,0,0,0,0.176014823746269,0,5.4588776817529,0,0,0,0,0,0,0,0,0,0,3.10738932160904,0,0,0,0.325636217279934,0,0,0,0,0.325636217279934,0,0,0,0,0,0,0,0,0,0.176014823746269,4.75600954979791,0,0,0,0,0.570879508092582,4.11163078053235,0.4557571315683,0,0,0.176014823746269,0,0.176014823746269,4.8948652425745,0.176014823746269,0,1.69129102510328
