pop,depth,cell.type,cell.type.idx,batch
5_3,1.30904522613065,5_3,3,2
5_3,1.29899497487437,5_3,3,2
4_1,1.29485570890841,4_1_2,5,2
5_3,1.26884422110553,5_3,3,2
5_3,1.26381909547739,5_3,3,2
4_1,1.26474278544542,4_1_2,5,2
5_2,1.25879396984925,5_2,2,2
5_2,1.25376884422111,5_2,2,2
4_1,1.24717691342534,4_1_2,5,2
4_1,1.24215809284818,4_1_2,5,2
5_3,1.23115577889447,5_3,3,2
5_2,1.22361809045226,5_2,2,2
5_2,1.22110552763819,5_2,2,2
4_1,1.22208281053952,4_1_2,5,2
5_2,1.20854271356784,5_2,2,2
4_1,1.20953575909661,4_1_2,5,2
4_1,1.1969887076537,4_1_2,5,2
4_1,1.19447929736512,4_1_2,5,2
5_2,1.18341708542714,5_2,2,2
5_2,1.18090452261307,5_2,2,2
5_3,1.17839195979899,5_3,3,2
5_3,1.17085427135678,5_3,3,2
5_3,1.16834170854271,5_3,3,2
4_1,1.16436637390213,4_1_2,5,2
5_3,1.15577889447236,5_3,3,2
4_1,1.1543287327478,4_1_2,5,2
4_1,1.14680050188206,4_1_2,5,2
5_2,1.13065326633166,5_2,2,2
4_1,1.13174404015056,4_1_2,5,2
4_1,1.12421580928482,4_1_2,5,2
4_1,1.12170639899624,4_1_2,5,2
5_2,1.11557788944724,5_2,2,2
5_3,1.10050251256281,5_3,3,2
5_2,1.09547738693467,5_2,2,2
5_3,1.08040201005025,5_3,3,2
5_2,1.07788944723618,5_2,2,2
5_3,1.07286432160804,5_3,3,2
5_3,1.05276381909548,5_3,3,2
5_2,1.05025125628141,5_2,2,2
5_2,1.04020100502513,5_2,2,2
5_3,1.03768844221106,5_3,3,2
5_2,1.03517587939698,5_2,2,2
5_2,1.01758793969849,5_2,2,2
5_2,1.00502512562814,5_2,2,2
4_5,0.992462311557789,4_5,1,2
4_1,0.98870765370138,4_1_1,4,2
4_5,0.987437185929648,4_5,1,2
4_1,0.981179422835634,4_1_1,4,2
4_1,0.978670012547051,4_1_1,4,2
4_5,0.972361809045226,4_5,1,2
4_1,0.963613550815558,4_1_1,4,2
4_5,0.954773869346734,4_5,1,2
4_5,0.949748743718593,4_5,1,2
4_5,0.934673366834171,4_5,1,2
4_5,0.922110552763819,4_5,1,2
4_1,0.913425345043915,4_1_1,4,2
4_1,0.903387703889586,4_1_1,4,2
4_5,0.902010050251256,4_5,1,2
4_5,0.899497487437186,4_5,1,2
4_5,0.894472361809045,4_5,1,2
4_5,0.891959798994975,4_5,1,2
4_5,0.874371859296482,4_5,1,2
4_5,0.869346733668342,4_5,1,2
4_5,0.85678391959799,4_5,1,2
4_1,0.853199498117942,4_1_1,4,2
4_1,0.85069008782936,4_1_1,4,2
4_5,0.839195979899497,4_5,1,2
4_5,0.834170854271357,4_5,1,2
4_5,0.831658291457286,4_5,1,2
4_5,0.829145728643216,4_5,1,2
4_5,0.826633165829146,4_5,1,2
4_5,0.824120603015075,4_5,1,2
4_5,0.821608040201005,4_5,1,2
4_5,0.816582914572864,4_5,1,2
4_5,0.801507537688442,4_5,1,2
4_5,0.798994974874372,4_5,1,2
4_5,0.796482412060302,4_5,1,2
4_1,0.782936010037641,4_1_1,4,2
4_5,0.773869346733668,4_5,1,2
4_5,0.748743718592965,4_5,1,2
4_5,0.746231155778894,4_5,1,2
4_5,0.743718592964824,4_5,1,2
4_5,0.741206030150754,4_5,1,2
4_5,0.733668341708543,4_5,1,2
4_5,0.708542713567839,4_5,1,2
4_1,0.705144291091593,4_1_1,4,2
4_5,0.688442211055276,4_5,1,2
4_5,0.685929648241206,4_5,1,2
4_5,0.675879396984925,4_5,1,2
4_5,0.668341708542714,4_5,1,2
4_5,0.663316582914573,4_5,1,2
4_5,0.653266331658292,4_5,1,2
4_5,0.64070351758794,4_5,1,2
4_5,0.633165829145729,4_5,1,2
4_5,0.630653266331658,4_5,1,2
4_5,0.615577889447236,4_5,1,2
4_5,0.603015075376884,4_5,1,2
4_1,0.594730238393977,4_1_1,4,2
4_5,0.585427135678392,4_5,1,2
4_5,0.580402010050251,4_5,1,2
4_5,0.575376884422111,4_5,1,2
4_5,0.560301507537688,4_5,1,2
4_5,0.550251256281407,4_5,1,2
4_1,0.544542032622334,4_1_1,4,2
4_5,0.535175879396985,4_5,1,2
4_5,0.532663316582915,4_5,1,2
4_1,0.526976160602258,4_1_1,4,2
4_5,0.525125628140704,4_5,1,2
4_5,0.522613065326633,4_5,1,2
4_5,0.520100502512563,4_5,1,2
4_1,0.511919698870765,4_1_1,4,2
4_5,0.510050251256281,4_5,1,2
4_5,0.49748743718593,4_5,1,2
4_5,0.494974874371859,4_5,1,2
4_5,0.489949748743719,4_5,1,2
4_1,0.476787954830615,4_1_1,4,2
4_5,0.472361809045226,4_5,1,2
4_5,0.464824120603015,4_5,1,2
4_5,0.452261306532663,4_5,1,2
4_1,0.444165621079046,4_1_1,4,2
4_5,0.442211055276382,4_5,1,2
4_5,0.439698492462312,4_5,1,2
4_5,0.42713567839196,4_5,1,2
4_1,0.406524466750314,4_1_1,4,2
4_1,0.404015056461731,4_1_1,4,2
4_5,0.396984924623116,4_5,1,2
4_1,0.386449184441656,4_1_1,4,2
4_1,0.383939774153074,4_1_1,4,2
4_5,0.376884422110553,4_5,1,2
4_5,0.361809045226131,4_5,1,2
4_5,0.35929648241206,4_5,1,2
4_5,0.35678391959799,4_5,1,2
4_5,0.35427135678392,4_5,1,2
4_1,0.351317440401506,4_1_1,4,2
4_1,0.346298619824341,4_1_1,4,2
4_1,0.341279799247177,4_1_1,4,2
4_5,0.339195979899498,4_5,1,2
4_5,0.321608040201005,4_5,1,2
4_1,0.306148055207026,4_1_1,4,2
4_1,0.29861982434128,4_1_1,4,2
4_5,0.28894472361809,4_5,1,2
4_5,0.273869346733668,4_5,1,2
4_1,0.263488080301129,4_1_1,4,2
4_1,0.258469259723965,4_1_1,4,2
4_5,0.256281407035176,4_5,1,2
4_1,0.2534504391468,4_1_1,4,2
4_1,0.238393977415307,4_1_1,4,2
4_5,0.236180904522613,4_5,1,2
4_5,0.233668341708543,4_5,1,2
4_5,0.231155778894472,4_5,1,2
4_5,0.228643216080402,4_5,1,2
4_5,0.226130653266332,4_5,1,2
4_1,0.21831869510665,4_1_1,4,2
4_1,0.208281053952321,4_1_1,4,2
4_5,0.206030150753769,4_5,1,2
4_5,0.203517587939698,4_5,1,2
4_5,0.195979899497487,4_5,1,2
4_5,0.193467336683417,4_5,1,2
4_5,0.188442211055276,4_5,1,2
4_5,0.185929648241206,4_5,1,2
4_5,0.180904522613065,4_5,1,2
4_1,0.178168130489335,4_1_1,4,2
4_5,0.175879396984925,4_5,1,2
4_5,0.173366834170854,4_5,1,2
4_1,0.168130489335006,4_1_1,4,2
4_5,0.163316582914573,4_5,1,2
4_5,0.150753768844221,4_5,1,2
4_5,0.148241206030151,4_5,1,2
4_1,0.143036386449184,4_1_1,4,2
4_5,0.14070351758794,4_5,1,2
4_5,0.135678391959799,4_5,1,2
4_1,0.130489335006274,4_1_1,4,2
4_5,0.128140703517588,4_5,1,2
4_1,0.125470514429109,4_1_1,4,2
4_5,0.120603015075377,4_5,1,2
4_1,0.117942283563363,4_1_1,4,2
4_5,0.113065326633166,4_5,1,2
4_5,0.110552763819095,4_5,1,2
4_1,0.105395232120452,4_1_1,4,2
4_1,0.095357590966123,4_1_1,4,2
4_5,0.085427135678392,4_5,1,2
4_5,0.0728643216080402,4_5,1,2
4_1,0.0702634880803011,4_1_1,4,2
4_5,0.0628140703517588,4_5,1,2
4_1,0.0577164366373902,4_1_1,4,2
4_5,0.042713567839196,4_5,1,2
4_5,0.0402010050251256,4_5,1,2
4_5,0.0376884422110553,4_5,1,2
4_1,0.0250941028858218,4_1_1,4,2
