pop,depth,cell.type,cell.type.idx,batch
5_2,1.58291457286432,5_2,2,3
5_2,1.57286432160804,5_2,2,3
5_3,1.56532663316583,5_3,3,3
5_3,1.56030150753769,5_3,3,3
4_1,1.56085319949812,4_1_2,5,3
5_2,1.55276381909548,5_2,2,3
4_1,1.55332496863237,4_1_2,5,3
5_2,1.53768844221106,5_2,2,3
5_3,1.51256281407035,5_3,3,3
4_1,1.49811794228356,4_1_2,5,3
4_1,1.48808030112923,4_1_2,5,3
5_2,1.47989949748744,5_2,2,3
4_1,1.47553324968632,4_1_2,5,3
5_2,1.46984924623116,5_2,2,3
4_1,1.45545796737767,4_1_2,5,3
5_2,1.44472361809045,5_2,2,3
5_2,1.43969849246231,5_2,2,3
5_3,1.42211055276382,5_3,3,3
4_1,1.42032622333752,4_1_2,5,3
5_3,1.40201005025126,5_3,3,3
5_3,1.39195979899498,5_3,3,3
5_3,1.3894472361809,5_3,3,3
5_2,1.37185929648241,5_2,2,3
5_3,1.3643216080402,5_3,3,3
5_2,1.35175879396985,5_2,2,3
4_1,1.34755332496863,4_1_2,5,3
5_3,1.33417085427136,5_3,3,3
5_2,1.33165829145729,5_2,2,3
4_1,1.32998745294856,4_1_2,5,3
4_1,1.29987452948557,4_1_2,5,3
4_1,1.29736511919699,4_1_2,5,3
4_1,1.29234629861982,4_1_2,5,3
4_1,1.28732747804266,4_1_2,5,3
4_1,1.27478042659975,4_1_2,5,3
4_1,1.26976160602258,4_1_2,5,3
5_2,1.23618090452261,5_2,2,3
4_1,1.23713927227102,4_1_2,5,3
4_1,1.23212045169385,4_1_2,5,3
5_2,1.22613065326633,5_2,2,3
4_1,1.21455457967378,4_1_2,5,3
5_2,1.19849246231156,5_2,2,3
5_3,1.16582914572864,5_3,3,3
4_1,1.16185696361355,4_1_2,5,3
5_3,1.15326633165829,5_3,3,3
4_1,1.14429109159348,4_1_2,5,3
5_2,1.13316582914573,5_2,2,3
5_2,1.12562814070352,5_2,2,3
5_3,1.12311557788945,5_3,3,3
5_3,1.10804020100503,5_3,3,3
5_2,1.10552763819095,5_2,2,3
5_3,1.10301507537688,5_3,3,3
5_3,1.08793969849246,5_3,3,3
5_2,1.07537688442211,5_2,2,3
5_2,1.06532663316583,5_2,2,3
5_2,1.05527638190955,5_2,2,3
4_1,1.05144291091593,4_1_2,5,3
5_2,1.03015075376884,5_2,2,3
4_1,1.03136762860728,4_1_2,5,3
5_3,1.0251256281407,5_3,3,3
5_2,1.02261306532663,5_2,2,3
5_2,1.01256281407035,5_2,2,3
5_3,1.01005025125628,5_3,3,3
4_5,0.99748743718593,4_5,1,3
4_1,0.993726474278544,4_1_1,4,3
4_1,0.983688833124216,4_1_1,4,3
4_5,0.977386934673367,4_5,1,3
4_1,0.973651191969887,4_1_1,4,3
4_5,0.969849246231156,4_5,1,3
4_1,0.946047678795483,4_1_1,4,3
4_1,0.941028858218319,4_1_1,4,3
4_5,0.939698492462312,4_5,1,3
4_5,0.9321608040201,4_5,1,3
4_5,0.92964824120603,4_5,1,3
4_1,0.910915934755332,4_1_1,4,3
4_5,0.884422110552764,4_5,1,3
4_5,0.881909547738693,4_5,1,3
4_5,0.879396984924623,4_5,1,3
4_1,0.870765370138017,4_1_1,4,3
4_5,0.866834170854271,4_5,1,3
4_5,0.861809045226131,4_5,1,3
4_1,0.858218318695107,4_1_1,4,3
4_1,0.848180677540778,4_1_1,4,3
4_5,0.814070351758794,4_5,1,3
4_1,0.803011292346299,4_1_1,4,3
4_5,0.793969849246231,4_5,1,3
4_5,0.791457286432161,4_5,1,3
4_5,0.776381909547739,4_5,1,3
4_5,0.771356783919598,4_5,1,3
4_5,0.768844221105528,4_5,1,3
4_1,0.760351317440401,4_1_1,4,3
4_5,0.758793969849246,4_5,1,3
4_5,0.756281407035176,4_5,1,3
4_5,0.753768844221106,4_5,1,3
4_5,0.736180904522613,4_5,1,3
4_5,0.726130653266332,4_5,1,3
4_5,0.723618090452261,4_5,1,3
4_5,0.721105527638191,4_5,1,3
4_1,0.715181932245922,4_1_1,4,3
4_5,0.71356783919598,4_5,1,3
4_5,0.698492462311558,4_5,1,3
4_5,0.693467336683417,4_5,1,3
4_5,0.690954773869347,4_5,1,3
4_5,0.680904522613065,4_5,1,3
4_1,0.664993726474278,4_1_1,4,3
4_5,0.658291457286432,4_5,1,3
4_1,0.649937264742785,4_1_1,4,3
4_5,0.648241206030151,4_5,1,3
4_5,0.64321608040201,4_5,1,3
4_5,0.635678391959799,4_5,1,3
4_5,0.628140703517588,4_5,1,3
4_1,0.624843161856964,4_1_1,4,3
4_5,0.620603015075377,4_5,1,3
4_5,0.618090452261307,4_5,1,3
4_5,0.613065326633166,4_5,1,3
4_1,0.60978670012547,4_1_1,4,3
4_1,0.589711417816813,4_1_1,4,3
4_1,0.587202007528231,4_1_1,4,3
4_5,0.57286432160804,4_5,1,3
4_5,0.5678391959799,4_5,1,3
4_5,0.565326633165829,4_5,1,3
4_1,0.562107904642409,4_1_1,4,3
4_1,0.55207026348808,4_1_1,4,3
4_5,0.540201005025126,4_5,1,3
4_5,0.530150753768844,4_5,1,3
4_5,0.517587939698492,4_5,1,3
4_5,0.515075376884422,4_5,1,3
4_1,0.506900878293601,4_1_1,4,3
4_5,0.505025125628141,4_5,1,3
4_5,0.5,4_5,1,3
4_5,0.469849246231156,4_5,1,3
4_1,0.466750313676286,4_1_1,4,3
4_1,0.461731493099122,4_1_1,4,3
4_1,0.456712672521957,4_1_1,4,3
4_5,0.447236180904523,4_5,1,3
4_5,0.437185929648241,4_5,1,3
4_5,0.422110552763819,4_5,1,3
4_5,0.417085427135678,4_5,1,3
4_5,0.412060301507538,4_5,1,3
4_1,0.401505646173149,4_1_1,4,3
4_5,0.399497487437186,4_5,1,3
4_1,0.391468005018821,4_1_1,4,3
4_1,0.381430363864492,4_1_1,4,3
4_1,0.371392722710163,4_1_1,4,3
4_1,0.368883312421581,4_1_1,4,3
4_5,0.366834170854271,4_5,1,3
4_5,0.364321608040201,4_5,1,3
4_1,0.336260978670013,4_1_1,4,3
4_5,0.331658291457286,4_5,1,3
4_1,0.328732747804266,4_1_1,4,3
4_1,0.323713927227102,4_1_1,4,3
4_5,0.311557788944724,4_5,1,3
4_1,0.308657465495609,4_1_1,4,3
4_5,0.304020100502513,4_5,1,3
4_1,0.301129234629862,4_1_1,4,3
4_1,0.296110414052698,4_1_1,4,3
4_1,0.293601003764115,4_1_1,4,3
4_5,0.291457286432161,4_5,1,3
4_5,0.28643216080402,4_5,1,3
4_5,0.281407035175879,4_5,1,3
4_1,0.271016311166876,4_1_1,4,3
4_5,0.268844221105528,4_5,1,3
4_5,0.266331658291457,4_5,1,3
4_5,0.261306532663317,4_5,1,3
4_5,0.251256281407035,4_5,1,3
4_5,0.243718592964824,4_5,1,3
4_5,0.223618090452261,4_5,1,3
4_5,0.21356783919598,4_5,1,3
4_5,0.21105527638191,4_5,1,3
4_5,0.198492462311558,4_5,1,3
4_1,0.183186951066499,4_1_1,4,3
4_5,0.170854271356784,4_5,1,3
4_5,0.165829145728643,4_5,1,3
4_1,0.155583437892095,4_1_1,4,3
4_5,0.153266331658291,4_5,1,3
4_1,0.13801756587202,4_1_1,4,3
4_1,0.132998745294856,4_1_1,4,3
4_5,0.108040201005025,4_5,1,3
4_5,0.103015075376884,4_5,1,3
4_1,0.100376411543287,4_1_1,4,3
4_5,0.0979899497487437,4_5,1,3
4_5,0.092964824120603,4_5,1,3
4_5,0.0904522613065327,4_5,1,3
4_5,0.0678391959798995,4_5,1,3
4_5,0.0653266331658292,4_5,1,3
4_5,0.050251256281407,4_5,1,3
4_5,0.0477386934673367,4_5,1,3
4_1,0.0451693851944793,4_1_1,4,3
4_5,0.0351758793969849,4_5,1,3
4_1,0.027603513174404,4_1_1,4,3
4_1,0.0175658720200753,4_1_1,4,3
4_5,0,4_5,1,3
