,pop,depth,cell.type,cell.type.idx,batch
cell159,5_3,1.60552763819095,5_3,3,1
cell160,4_1,1.6060225846926,4_1_2,5,3
cell161,5_2,1.60050251256281,5_2,2,2
cell162,4_1,1.60100376411543,4_1_2,5,3
cell163,4_1,1.59849435382685,4_1_2,5,2
cell164,4_1,1.59598494353827,4_1_2,5,2
cell165,5_2,1.59045226130653,5_2,2,1
cell166,5_3,1.58793969849246,5_3,3,2
cell167,5_3,1.58542713567839,5_3,3,1
cell168,5_2,1.58291457286432,5_2,2,3
cell169,5_2,1.58040201005025,5_2,2,2
cell170,4_1,1.58092848180678,4_1_2,5,2
cell171,5_2,1.57537688442211,5_2,2,3
cell172,4_1,1.57590966122961,4_1_2,5,2
cell173,5_2,1.57035175879397,5_2,2,1
cell174,5_3,1.5678391959799,5_3,3,1
cell175,5_2,1.56532663316583,5_2,2,1
cell176,4_1,1.56587202007528,4_1_2,5,3
cell177,5_3,1.56030150753769,5_3,3,1
cell178,4_1,1.56085319949812,4_1_2,5,3
cell179,4_1,1.55834378920954,4_1_2,5,2
cell180,5_3,1.55276381909548,5_3,3,2
cell181,4_1,1.55332496863237,4_1_2,5,2
cell182,5_2,1.54773869346734,5_2,2,1
cell183,5_2,1.54522613065327,5_2,2,3
cell184,4_1,1.54579673776662,4_1_2,5,1
cell185,5_2,1.54020100502513,5_2,2,2
cell186,5_3,1.53768844221106,5_3,3,3
cell187,5_2,1.53517587939698,5_2,2,1
cell188,5_3,1.53266331658291,5_3,3,1
cell189,5_2,1.53015075376884,5_2,2,1
cell190,5_3,1.52763819095477,5_3,3,2
cell191,5_2,1.5251256281407,5_2,2,3
cell192,4_1,1.52572145545797,4_1_2,5,3
cell193,5_2,1.52010050251256,5_2,2,3
cell194,4_1,1.5207026348808,4_1_2,5,3
cell195,4_1,1.51819322459222,4_1_2,5,3
cell196,4_1,1.51568381430364,4_1_2,5,3
cell197,4_1,1.51317440401506,4_1_2,5,3
cell198,5_2,1.50753768844221,5_2,2,2
cell199,5_3,1.50502512562814,5_3,3,3
cell200,5_3,1.50251256281407,5_3,3,3
cell201,5_2,1.5,5_2,2,1
cell202,4_1,1.50062735257215,4_1_2,5,1
cell203,4_1,1.49811794228356,4_1_2,5,2
cell204,5_3,1.49246231155779,5_3,3,2
cell205,4_1,1.4930991217064,4_1_2,5,2
cell206,5_3,1.48743718592965,5_3,3,3
cell207,4_1,1.48808030112923,4_1_2,5,2
cell208,5_3,1.48241206030151,5_3,3,1
cell209,5_3,1.47989949748744,5_3,3,1
cell210,5_3,1.47738693467337,5_3,3,2
cell211,5_2,1.4748743718593,5_2,2,3
cell212,5_3,1.47236180904523,5_3,3,3
cell213,5_3,1.46984924623116,5_3,3,2
cell214,5_2,1.46733668341709,5_2,2,3
cell215,5_3,1.46482412060302,5_3,3,3
cell216,4_1,1.46549560853199,4_1_2,5,3
cell217,4_1,1.46298619824341,4_1_2,5,3
cell218,5_3,1.4572864321608,5_3,3,3
cell219,5_3,1.45477386934673,5_3,3,1
cell220,5_2,1.45226130653266,5_2,2,2
cell221,4_1,1.45294855708908,4_1_2,5,2
cell222,5_3,1.44723618090452,5_3,3,2
cell223,5_3,1.44472361809045,5_3,3,1
cell224,5_3,1.44221105527638,5_3,3,1
cell225,5_2,1.43969849246231,5_2,2,2
cell226,4_1,1.44040150564617,4_1_2,5,1
cell227,5_2,1.43467336683417,5_2,2,2
cell228,5_3,1.4321608040201,5_3,3,1
cell229,4_1,1.43287327478043,4_1_2,5,3
cell230,5_3,1.42713567839196,5_3,3,1
cell231,4_1,1.42785445420326,4_1_2,5,2
cell232,4_1,1.42534504391468,4_1_2,5,2
cell233,4_1,1.4228356336261,4_1_2,5,3
cell234,5_3,1.41708542713568,5_3,3,1
cell235,5_2,1.41457286432161,5_2,2,2
cell236,5_2,1.41206030150754,5_2,2,2
cell237,4_1,1.41279799247177,4_1_2,5,2
cell238,4_1,1.41028858218319,4_1_2,5,2
cell239,5_2,1.40452261306533,5_2,2,3
cell240,5_3,1.40201005025126,5_3,3,3
cell241,5_2,1.39949748743719,5_2,2,3
cell242,5_2,1.39698492462312,5_2,2,3
cell243,4_1,1.39774153074028,4_1_2,5,3
cell244,4_1,1.39523212045169,4_1_2,5,3
cell245,4_1,1.39272271016311,4_1_2,5,3
cell246,5_2,1.38693467336683,5_2,2,1
cell247,5_3,1.38442211055276,5_3,3,1
cell248,5_3,1.38190954773869,5_3,3,3
cell249,5_3,1.37939698492462,5_3,3,2
cell250,5_3,1.37688442211055,5_3,3,3
cell251,5_2,1.37437185929648,5_2,2,2
cell252,5_3,1.37185929648241,5_3,3,2
cell253,5_3,1.36934673366834,5_3,3,1
cell254,5_3,1.36683417085427,5_3,3,1
cell255,5_2,1.3643216080402,5_2,2,1
cell256,5_3,1.36180904522613,5_3,3,2
cell257,5_3,1.35929648241206,5_3,3,1
cell258,5_2,1.35678391959799,5_2,2,3
cell259,5_2,1.35427135678392,5_2,2,3
cell260,5_3,1.35175879396985,5_3,3,2
cell261,5_3,1.34924623115578,5_3,3,3
cell262,5_2,1.34673366834171,5_2,2,3
cell263,5_3,1.34422110552764,5_3,3,2
cell264,4_1,1.34504391468005,4_1_2,5,2
cell265,5_2,1.3391959798995,5_2,2,2
cell266,5_2,1.33668341708543,5_2,2,3
cell267,4_1,1.3375156838143,4_1_2,5,3
cell268,5_3,1.33165829145729,5_3,3,1
cell269,4_1,1.33249686323714,4_1_2,5,3
cell270,5_2,1.32663316582915,5_2,2,3
cell271,5_2,1.32412060301508,5_2,2,3
cell272,5_3,1.32160804020101,5_3,3,3
cell273,5_2,1.31909547738693,5_2,2,2
cell274,5_3,1.31658291457286,5_3,3,2
cell275,5_3,1.31407035175879,5_3,3,2
cell276,5_2,1.31155778894472,5_2,2,3
cell277,4_1,1.31242158092848,4_1_2,5,1
cell278,5_3,1.30653266331658,5_3,3,2
cell279,5_2,1.30402010050251,5_2,2,2
cell280,5_3,1.30150753768844,5_3,3,1
cell281,5_2,1.29899497487437,5_2,2,1
cell282,5_3,1.2964824120603,5_3,3,2
cell283,5_3,1.29396984924623,5_3,3,1
cell284,5_3,1.29145728643216,5_3,3,3
cell285,5_2,1.28894472361809,5_2,2,2
cell286,4_1,1.28983688833124,4_1_2,5,3
cell287,5_2,1.28391959798995,5_2,2,2
cell288,4_1,1.28481806775408,4_1_2,5,2
cell289,5_3,1.27889447236181,5_3,3,3
cell290,5_3,1.27638190954774,5_3,3,2
cell291,5_3,1.27386934673367,5_3,3,1
cell292,4_1,1.27478042659975,4_1_2,5,2
cell293,5_2,1.26884422110553,5_2,2,1
cell294,4_1,1.26976160602258,4_1_2,5,1
cell295,5_3,1.26381909547739,5_3,3,3
cell296,5_3,1.26130653266332,5_3,3,1
cell297,5_2,1.25879396984925,5_2,2,3
cell298,5_3,1.25628140703518,5_3,3,3
cell299,5_2,1.25376884422111,5_2,2,1
cell300,5_3,1.25125628140704,5_3,3,2
cell301,5_2,1.24874371859296,5_2,2,1
cell302,4_1,1.24968632371393,4_1_2,5,2
cell303,5_2,1.24371859296482,5_2,2,3
cell304,5_2,1.24120603015075,5_2,2,3
cell305,5_3,1.23869346733668,5_3,3,2
cell306,5_2,1.23618090452261,5_2,2,1
cell307,5_3,1.23366834170854,5_3,3,3
cell308,4_1,1.23462986198243,4_1_2,5,3
cell309,5_3,1.2286432160804,5_3,3,3
cell310,5_3,1.22613065326633,5_3,3,2
cell311,5_2,1.22361809045226,5_2,2,2
cell312,4_1,1.22459222082811,4_1_2,5,1
cell313,4_1,1.22208281053952,4_1_2,5,3
cell314,4_1,1.21957340025094,4_1_2,5,3
cell315,5_3,1.21356783919598,5_3,3,2
cell316,5_3,1.21105527638191,5_3,3,1
cell317,5_2,1.20854271356784,5_2,2,3
cell318,5_3,1.20603015075377,5_3,3,2
cell319,4_1,1.20702634880803,4_1_2,5,3
cell320,5_2,1.20100502512563,5_2,2,2
cell321,5_3,1.19849246231156,5_3,3,3
cell322,5_3,1.19597989949749,5_3,3,2
cell323,5_2,1.19346733668342,5_2,2,2
cell324,5_2,1.19095477386935,5_2,2,1
cell325,5_2,1.18844221105528,5_2,2,1
cell326,5_2,1.18592964824121,5_2,2,2
cell327,4_1,1.18695106649937,4_1_2,5,3
cell328,5_2,1.18090452261307,5_2,2,1
cell329,5_2,1.17839195979899,5_2,2,2
cell330,5_3,1.17587939698492,5_3,3,2
cell331,5_2,1.17336683417085,5_2,2,1
cell332,4_1,1.17440401505646,4_1_2,5,3
cell333,4_1,1.17189460476788,4_1_2,5,2
cell334,4_1,1.1693851944793,4_1_2,5,1
cell335,4_1,1.16687578419072,4_1_2,5,2
cell336,5_2,1.1608040201005,5_2,2,3
cell337,5_3,1.15829145728643,5_3,3,3
cell338,5_2,1.15577889447236,5_2,2,3
cell339,5_3,1.15326633165829,5_3,3,1
cell340,5_3,1.15075376884422,5_3,3,2
cell341,5_3,1.14824120603015,5_3,3,3
cell342,5_2,1.14572864321608,5_2,2,2
cell343,4_1,1.14680050188206,4_1_2,5,3
cell344,5_2,1.14070351758794,5_2,2,1
cell345,5_3,1.13819095477387,5_3,3,1
cell346,5_2,1.1356783919598,5_2,2,2
cell347,5_2,1.13316582914573,5_2,2,3
cell348,4_1,1.13425345043915,4_1_2,5,1
cell349,4_1,1.13174404015056,4_1_2,5,1
cell350,5_2,1.12562814070352,5_2,2,1
cell351,5_2,1.12311557788945,5_2,2,1
cell352,5_2,1.12060301507538,5_2,2,3
cell353,5_3,1.11809045226131,5_3,3,1
cell354,5_2,1.11557788944724,5_2,2,2
cell355,4_1,1.11668757841907,4_1_2,5,1
cell356,4_1,1.11417816813049,4_1_2,5,1
cell357,5_3,1.10804020100503,5_3,3,3
cell358,5_3,1.10552763819095,5_3,3,1
cell359,5_2,1.10301507537688,5_2,2,2
cell360,4_1,1.10414052697616,4_1_2,5,1
cell361,5_2,1.09798994974874,5_2,2,2
cell362,5_2,1.09547738693467,5_2,2,3
cell363,4_1,1.09661229611041,4_1_2,5,2
cell364,5_3,1.09045226130653,5_3,3,3
cell365,4_1,1.09159347553325,4_1_2,5,1
cell366,5_3,1.08542713567839,5_3,3,3
cell367,5_2,1.08291457286432,5_2,2,3
cell368,5_2,1.08040201005025,5_2,2,1
cell369,5_2,1.07788944723618,5_2,2,2
cell370,4_1,1.07904642409034,4_1_2,5,3
cell371,5_3,1.07286432160804,5_3,3,1
cell372,4_1,1.07402760351317,4_1_2,5,3
cell373,4_1,1.07151819322459,4_1_2,5,3
cell374,4_1,1.06900878293601,4_1_2,5,2
cell375,5_3,1.06281407035176,5_3,3,1
cell376,5_2,1.06030150753769,5_2,2,1
cell377,4_1,1.06148055207026,4_1_2,5,3
cell378,5_3,1.05527638190955,5_3,3,3
cell379,4_1,1.0564617314931,4_1_2,5,2
cell380,5_3,1.05025125628141,5_3,3,3
cell381,4_1,1.05144291091593,4_1_2,5,1
cell382,5_3,1.04522613065327,5_3,3,1
cell383,4_1,1.04642409033877,4_1_2,5,1
cell384,5_3,1.04020100502513,5_3,3,1
cell385,5_2,1.03768844221106,5_2,2,1
cell386,5_2,1.03517587939698,5_2,2,1
cell387,5_2,1.03266331658291,5_2,2,3
cell388,5_2,1.03015075376884,5_2,2,3
cell389,5_3,1.02763819095477,5_3,3,2
cell390,5_3,1.0251256281407,5_3,3,3
cell391,4_1,1.02634880803011,4_1_2,5,1
cell392,5_2,1.02010050251256,5_2,2,3
cell393,4_1,1.02132998745295,4_1_2,5,3
cell394,5_3,1.01507537688442,5_3,3,3
cell395,5_3,1.01256281407035,5_3,3,2
cell396,5_3,1.01005025125628,5_3,3,2
cell397,5_2,1.00753768844221,5_2,2,3
cell398,5_2,1.00502512562814,5_2,2,2
cell399,4_1,1.00627352572146,4_1_2,5,3
cell400,5_2,1,5_2,2,1
cell401,4_1,1.00125470514429,4_1_2,5,2
cell402,4_1,0.998745294855709,4_1_2,5,3
cell403,4_5,0.99748743718593,4_5,1,3
cell404,4_5,0.994974874371859,4_5,1,2
cell405,4_1,0.991217063989962,4_1_1,4,2
cell406,4_5,0.989949748743719,4_5,1,3
cell407,4_5,0.987437185929648,4_5,1,2
cell408,4_5,0.984924623115578,4_5,1,3
cell409,4_5,0.982412060301508,4_5,1,1
cell410,4_1,0.978670012547051,4_1_1,4,2
cell411,4_1,0.976160602258469,4_1_1,4,2
cell412,4_5,0.974874371859296,4_5,1,1
cell413,4_1,0.971141781681305,4_1_1,4,3
cell414,4_5,0.969849246231156,4_5,1,1
cell415,4_5,0.967336683417085,4_5,1,2
cell416,4_5,0.964824120603015,4_5,1,1
cell417,4_5,0.962311557788945,4_5,1,3
cell418,4_5,0.959798994974874,4_5,1,3
cell419,4_1,0.956085319949812,4_1_1,4,1
cell420,4_1,0.95357590966123,4_1_1,4,3
cell421,4_1,0.951066499372647,4_1_1,4,3
cell422,4_5,0.949748743718593,4_5,1,1
cell423,4_5,0.947236180904523,4_5,1,1
cell424,4_5,0.944723618090452,4_5,1,3
cell425,4_5,0.942211055276382,4_5,1,2
cell426,4_5,0.939698492462312,4_5,1,3
cell427,4_1,0.936010037641154,4_1_1,4,3
cell428,4_5,0.934673366834171,4_5,1,3
cell429,4_5,0.9321608040201,4_5,1,3
cell430,4_1,0.928481806775408,4_1_1,4,2
cell431,4_1,0.925972396486825,4_1_1,4,3
cell432,4_5,0.924623115577889,4_5,1,1
cell433,4_5,0.922110552763819,4_5,1,1
cell434,4_1,0.918444165621079,4_1_1,4,2
cell435,4_5,0.917085427135678,4_5,1,3
cell436,4_5,0.914572864321608,4_5,1,3
cell437,4_5,0.912060301507538,4_5,1,1
cell438,4_5,0.909547738693467,4_5,1,2
cell439,4_5,0.907035175879397,4_5,1,1
cell440,4_1,0.903387703889586,4_1_1,4,3
cell441,4_5,0.902010050251256,4_5,1,3
cell442,4_5,0.899497487437186,4_5,1,3
cell443,4_5,0.896984924623116,4_5,1,1
cell444,4_5,0.894472361809045,4_5,1,3
cell445,4_5,0.891959798994975,4_5,1,3
cell446,4_5,0.889447236180904,4_5,1,1
cell447,4_1,0.885821831869511,4_1_1,4,1
cell448,4_5,0.884422110552764,4_5,1,1
cell449,4_1,0.880803011292346,4_1_1,4,3
cell450,4_5,0.879396984924623,4_5,1,1
cell451,4_5,0.876884422110553,4_5,1,2
cell452,4_1,0.8732747804266,4_1_1,4,1
cell453,4_5,0.871859296482412,4_5,1,1
cell454,4_5,0.869346733668342,4_5,1,1
cell455,4_1,0.865746549560853,4_1_1,4,2
cell456,4_5,0.864321608040201,4_5,1,2
cell457,4_1,0.860727728983689,4_1_1,4,3
cell458,4_5,0.85929648241206,4_5,1,2
cell459,4_1,0.855708908406524,4_1_1,4,1
cell460,4_5,0.85427135678392,4_5,1,3
cell461,4_5,0.851758793969849,4_5,1,1
cell462,4_5,0.849246231155779,4_5,1,2
cell463,4_5,0.846733668341709,4_5,1,2
cell464,4_5,0.844221105527638,4_5,1,3
cell465,4_5,0.841708542713568,4_5,1,3
cell466,4_5,0.839195979899497,4_5,1,2
cell467,4_1,0.835633626097867,4_1_1,4,2
cell468,4_5,0.834170854271357,4_5,1,3
cell469,4_1,0.830614805520703,4_1_1,4,3
cell470,4_1,0.82810539523212,4_1_1,4,2
cell471,4_5,0.826633165829146,4_5,1,1
cell472,4_5,0.824120603015075,4_5,1,3
cell473,4_1,0.820577164366374,4_1_1,4,1
cell474,4_5,0.819095477386935,4_5,1,2
cell475,4_5,0.816582914572864,4_5,1,2
cell476,4_5,0.814070351758794,4_5,1,1
cell477,4_5,0.811557788944724,4_5,1,1
cell478,4_5,0.809045226130653,4_5,1,3
cell479,4_5,0.806532663316583,4_5,1,2
cell480,4_5,0.804020100502513,4_5,1,2
cell481,4_1,0.800501882057716,4_1_1,4,2
cell482,4_5,0.798994974874372,4_5,1,2
cell483,4_1,0.795483061480552,4_1_1,4,3
cell484,4_5,0.793969849246231,4_5,1,2
cell485,4_5,0.791457286432161,4_5,1,2
cell486,4_5,0.78894472361809,4_5,1,1
cell487,4_5,0.78643216080402,4_5,1,3
cell488,4_5,0.78391959798995,4_5,1,1
cell489,4_5,0.781407035175879,4_5,1,2
cell490,4_1,0.777917189460477,4_1_1,4,3
cell491,4_5,0.776381909547739,4_5,1,1
cell492,4_5,0.773869346733668,4_5,1,2
cell493,4_1,0.77038895859473,4_1_1,4,2
cell494,4_5,0.768844221105528,4_5,1,2
cell495,4_5,0.766331658291457,4_5,1,2
cell496,4_1,0.762860727728984,4_1_1,4,2
cell497,4_5,0.761306532663317,4_5,1,1
cell498,4_5,0.758793969849246,4_5,1,1
cell499,4_1,0.755332496863237,4_1_1,4,3
cell500,4_5,0.753768844221106,4_5,1,2
cell501,4_5,0.751256281407035,4_5,1,2
cell502,4_5,0.748743718592965,4_5,1,1
cell503,4_5,0.746231155778894,4_5,1,2
cell504,4_1,0.742785445420326,4_1_1,4,2
cell505,4_1,0.740276035131744,4_1_1,4,2
cell506,4_5,0.738693467336683,4_5,1,3
cell507,4_5,0.736180904522613,4_5,1,1
cell508,4_5,0.733668341708543,4_5,1,1
cell509,4_1,0.730238393977415,4_1_1,4,2
cell510,4_1,0.727728983688833,4_1_1,4,1
cell511,4_5,0.726130653266332,4_5,1,3
cell512,4_1,0.722710163111669,4_1_1,4,2
cell513,4_1,0.720200752823086,4_1_1,4,1
cell514,4_5,0.718592964824121,4_5,1,3
cell515,4_5,0.71608040201005,4_5,1,2
cell516,4_5,0.71356783919598,4_5,1,1
cell517,4_5,0.71105527638191,4_5,1,1
cell518,4_5,0.708542713567839,4_5,1,2
cell519,4_5,0.706030150753769,4_5,1,2
cell520,4_5,0.703517587939699,4_5,1,1
cell521,4_1,0.700125470514429,4_1_1,4,2
cell522,4_5,0.698492462311558,4_5,1,3
cell523,4_5,0.695979899497487,4_5,1,1
cell524,4_5,0.693467336683417,4_5,1,2
cell525,4_5,0.690954773869347,4_5,1,1
cell526,4_5,0.688442211055276,4_5,1,1
cell527,4_5,0.685929648241206,4_5,1,1
cell528,4_5,0.683417085427136,4_5,1,3
cell529,4_1,0.680050188205772,4_1_1,4,1
cell530,4_5,0.678391959798995,4_5,1,2
cell531,4_1,0.675031367628607,4_1_1,4,2
cell532,4_5,0.673366834170854,4_5,1,2
cell533,4_5,0.670854271356784,4_5,1,2
cell534,4_5,0.668341708542714,4_5,1,3
cell535,4_5,0.665829145728643,4_5,1,3
cell536,4_1,0.662484316185696,4_1_1,4,2
cell537,4_1,0.659974905897114,4_1_1,4,1
cell538,4_5,0.658291457286432,4_5,1,3
cell539,4_5,0.655778894472362,4_5,1,2
cell540,4_5,0.653266331658292,4_5,1,3
cell541,4_5,0.650753768844221,4_5,1,2
cell542,4_5,0.648241206030151,4_5,1,2
cell543,4_5,0.64572864321608,4_5,1,3
cell544,4_1,0.642409033877039,4_1_1,4,3
cell545,4_5,0.64070351758794,4_5,1,3
cell546,4_5,0.638190954773869,4_5,1,1
cell547,4_1,0.634880803011292,4_1_1,4,2
cell548,4_1,0.63237139272271,4_1_1,4,3
cell549,4_5,0.630653266331658,4_5,1,2
cell550,4_5,0.628140703517588,4_5,1,2
cell551,4_5,0.625628140703518,4_5,1,3
cell552,4_1,0.622333751568381,4_1_1,4,3
cell553,4_5,0.620603015075377,4_5,1,3
cell554,4_5,0.618090452261307,4_5,1,1
cell555,4_5,0.615577889447236,4_5,1,2
cell556,4_5,0.613065326633166,4_5,1,3
cell557,4_5,0.610552763819096,4_5,1,2
cell558,4_5,0.608040201005025,4_5,1,1
cell559,4_1,0.604767879548306,4_1_1,4,1
cell560,4_5,0.603015075376884,4_5,1,3
cell561,4_5,0.600502512562814,4_5,1,2
cell562,4_1,0.59723964868256,4_1_1,4,1
cell563,4_1,0.594730238393977,4_1_1,4,2
cell564,4_5,0.592964824120603,4_5,1,3
cell565,4_5,0.590452261306533,4_5,1,2
cell566,4_5,0.587939698492462,4_5,1,1
cell567,4_5,0.585427135678392,4_5,1,2
cell568,4_1,0.582183186951066,4_1_1,4,2
