orig.ident,nCount_ATAC,nFeature_ATAC,pop,depth,cell.type,cell.type.idx,batch,predicted.l1.score,predicted.l1
IntegTest,492,73,4_1,1.67377666248432,4_1_2,5,2,0.475464335572824,4_1
IntegTest,434,80,4_1,1.66122961104141,4_1_2,5,2,0.500080478028754,4_1
IntegTest,429,72,4_1,1.65872020075282,4_1_2,5,2,0.545149811730526,4_1
IntegTest,341,72,4_1,1.65621079046424,4_1_2,5,2,0.486905990062585,4_1
IntegTest,337,74,4_1,1.65370138017566,4_1_2,5,2,0.374492498783713,4_1
IntegTest,522,78,5_2,1.64572864321608,5_2,2,2,0.333253318331663,4_5
IntegTest,475,74,5_3,1.64070351758794,5_3,3,2,0.496390220163798,4_5
IntegTest,385,65,4_1,1.63613550815558,4_1_2,5,2,0.398549287676866,4_5
IntegTest,431,70,4_1,1.633626097867,4_1_2,5,2,0.510012075904393,4_1
IntegTest,356,73,5_2,1.62814070351759,5_2,2,2,0.516159265849273,4_1
IntegTest,481,76,5_2,1.62562814070352,5_2,2,2,0.293324285374247,5_2
IntegTest,330,67,5_3,1.62311557788945,5_3,3,2,0.397153779536376,5_3
IntegTest,427,66,5_3,1.62060301507538,5_3,3,2,0.362998929343137,5_3
IntegTest,378,80,5_2,1.61557788944724,5_2,2,2,0.432518045411263,4_1
IntegTest,338,71,5_3,1.6105527638191,5_3,3,2,0.311770986763007,4_1
IntegTest,448,74,5_2,1.60552763819095,5_2,2,2,0.322961461975189,4_1
IntegTest,425,71,5_3,1.60050251256281,5_3,3,2,0.330510970327636,4_1
IntegTest,466,79,4_1,1.58594730238394,4_1_2,5,2,0.359673383348509,4_1
IntegTest,515,82,4_1,1.58343789209536,4_1_2,5,2,0.356389973646048,4_1
IntegTest,333,74,5_3,1.57788944723618,5_3,3,2,0.396836328527969,4_5
IntegTest,409,69,5_2,1.5678391959799,5_2,2,2,0.382874389163162,4_1
IntegTest,411,75,5_2,1.56532663316583,5_2,2,2,0.618315287482369,4_1
IntegTest,378,73,5_2,1.55025125628141,5_2,2,2,0.316369642723637,5_3
IntegTest,482,81,5_2,1.54522613065327,5_2,2,2,0.399293508804617,4_1
IntegTest,341,62,4_1,1.5207026348808,4_1_2,5,2,0.547562751219426,4_1
IntegTest,254,65,5_3,1.51256281407035,5_3,3,2,0.400654588823694,4_1
IntegTest,411,70,4_1,1.51317440401506,4_1_2,5,2,0.307144726132458,4_1
IntegTest,250,67,5_3,1.50502512562814,5_3,3,2,0.351158198311477,4_5
IntegTest,360,74,5_2,1.49497487437186,5_2,2,2,0.307265845507289,4_1
IntegTest,410,71,5_2,1.4748743718593,5_2,2,2,0.365774526100752,4_5
IntegTest,423,67,4_1,1.46549560853199,4_1_2,5,2,0.455126733625967,4_1
IntegTest,417,67,5_2,1.4572864321608,5_2,2,2,0.410226792880006,4_1
IntegTest,430,86,5_2,1.44472361809045,5_2,2,2,0.309301510120283,5_3
IntegTest,330,63,5_2,1.42964824120603,5_2,2,2,0.362457821602214,4_5
IntegTest,325,70,4_1,1.43036386449184,4_1_2,5,2,0.470458056061138,4_1
IntegTest,331,69,5_3,1.42211055276382,5_3,3,2,0.420369750212107,4_5
IntegTest,387,81,5_3,1.41206030150754,5_3,3,2,0.321452111191659,4_5
IntegTest,481,73,4_1,1.4077791718946,4_1_2,5,2,0.412877929609959,4_1
IntegTest,372,74,5_3,1.39949748743719,5_3,3,2,0.370581939089475,4_5
IntegTest,435,81,4_1,1.40025094102886,4_1_2,5,2,0.393219077368712,4_5
IntegTest,395,74,5_2,1.38693467336683,5_2,2,2,0.345964896194016,4_1
IntegTest,430,60,5_3,1.36934673366834,5_3,3,2,0.385336706429253,4_1
IntegTest,408,63,5_2,1.3643216080402,5_2,2,2,0.372678510392682,5_2
IntegTest,393,69,5_3,1.35929648241206,5_3,3,2,0.453711564602992,5_3
IntegTest,361,73,5_3,1.35678391959799,5_3,3,2,0.420059095314056,4_1
IntegTest,381,68,4_1,1.3525721455458,4_1_2,5,2,0.402555556260114,4_1
IntegTest,429,77,4_1,1.34755332496863,4_1_2,5,2,0.474875364613306,4_1
IntegTest,274,67,5_3,1.34170854271357,5_3,3,2,0.398712382007279,4_5
IntegTest,429,76,4_1,1.34002509410289,4_1_2,5,2,0.596521839013412,4_1
IntegTest,368,79,4_1,1.33249686323714,4_1_2,5,2,0.453029899614156,4_1
IntegTest,348,70,5_3,1.32663316582915,5_3,3,2,0.335354434330971,4_1
IntegTest,291,65,5_3,1.32160804020101,5_3,3,2,0.347496357034341,4_5
IntegTest,382,73,5_3,1.31658291457286,5_3,3,2,0.375929642633482,5_3
IntegTest,389,80,5_2,1.31407035175879,5_2,2,2,0.361960048518748,5_3
IntegTest,313,70,5_3,1.30150753768844,5_3,3,2,0.330568728298963,4_5
IntegTest,459,80,4_1,1.30238393977415,4_1_2,5,2,0.366739541978148,5_3
IntegTest,347,68,5_3,1.2964824120603,5_3,3,2,0.349075508747678,4_1
IntegTest,293,70,5_2,1.29396984924623,5_2,2,2,0.457754195108903,4_1
IntegTest,358,70,4_1,1.29234629861982,4_1_2,5,2,0.419673743381972,4_1
IntegTest,315,66,5_3,1.27889447236181,5_3,3,2,0.316510661483221,4_5
IntegTest,481,78,5_3,1.26633165829146,5_3,3,2,0.400112450648689,5_3
IntegTest,314,77,5_3,1.25879396984925,5_3,3,2,0.345625244707564,4_1
IntegTest,340,72,4_1,1.25721455457967,4_1_2,5,2,0.445667706107299,4_1
IntegTest,289,67,5_2,1.25125628140704,5_2,2,2,0.364178728238491,4_1
IntegTest,386,63,5_2,1.24874371859296,5_2,2,2,0.466098354396868,4_1
IntegTest,256,70,5_3,1.24120603015075,5_3,3,2,0.339762288348727,5_3
IntegTest,424,71,4_1,1.24215809284818,4_1_2,5,2,0.456551273271976,4_1
IntegTest,512,87,4_1,1.22710163111669,4_1_2,5,2,0.541413607261629,4_1
IntegTest,398,73,4_1,1.22208281053952,4_1_2,5,2,0.472743371397951,4_1
IntegTest,471,76,4_1,1.21706398996236,4_1_2,5,2,0.585480349646269,4_1
IntegTest,382,63,5_3,1.20854271356784,5_3,3,2,0.449402800964729,4_1
IntegTest,376,65,5_3,1.20603015075377,5_3,3,2,0.297846703547856,5_3
IntegTest,324,66,5_3,1.19849246231156,5_3,3,2,0.311067700505695,4_1
IntegTest,305,71,5_2,1.19346733668342,5_2,2,2,0.358960278459589,5_3
IntegTest,413,66,4_1,1.18946047678795,4_1_2,5,2,0.461874388389258,4_1
IntegTest,314,65,5_2,1.17587939698492,5_2,2,2,0.313298275081917,4_5
IntegTest,382,72,4_1,1.17189460476788,4_1_2,5,2,0.44986414038944,4_1
IntegTest,272,61,5_2,1.16582914572864,5_2,2,2,0.495489750836415,4_1
IntegTest,502,65,4_1,1.16185696361355,4_1_2,5,2,0.555613476608795,4_1
IntegTest,374,68,5_2,1.15577889447236,5_2,2,2,0.397411962537164,4_1
IntegTest,311,60,5_2,1.15075376884422,5_2,2,2,0.334814846729896,4_1
IntegTest,372,70,4_1,1.14930991217064,4_1_2,5,2,0.526225710989132,4_1
IntegTest,375,65,4_1,1.14178168130489,4_1_2,5,2,0.50814806698747,4_1
IntegTest,339,67,4_1,1.13927227101631,4_1_2,5,2,0.380246923033728,4_1
IntegTest,348,67,4_1,1.13676286072773,4_1_2,5,2,0.382972198473602,4_1
IntegTest,232,69,5_2,1.12814070351759,5_2,2,2,0.328580478593542,5_3
IntegTest,338,65,5_3,1.12562814070352,5_3,3,2,0.429678870328649,4_5
IntegTest,360,75,4_1,1.12170639899624,4_1_2,5,2,0.443553182358717,4_1
IntegTest,308,67,5_3,1.10552763819095,5_3,3,2,0.394422953775105,4_5
IntegTest,554,80,5_2,1.10050251256281,5_2,2,2,0.356249865731719,4_5
IntegTest,387,74,4_1,1.10163111668758,4_1_2,5,2,0.560235856942557,4_1
IntegTest,295,67,5_3,1.09547738693467,5_3,3,2,0.39564380230739,4_1
IntegTest,303,53,5_3,1.08040201005025,5_3,3,2,0.35738634566245,4_1
IntegTest,425,79,4_1,1.08155583437892,4_1_2,5,2,0.432991497409186,4_1
IntegTest,368,74,5_3,1.07035175879397,5_3,3,2,0.364945370971202,4_5
IntegTest,298,76,5_3,1.0678391959799,5_3,3,2,0.403532115743961,4_1
IntegTest,481,73,5_3,1.06281407035176,5_3,3,2,0.415307930530998,4_5
IntegTest,390,72,5_3,1.06030150753769,5_3,3,2,0.368149848738564,4_5
IntegTest,298,65,5_3,1.04773869346734,5_3,3,2,0.359154031289702,4_5
IntegTest,366,76,4_1,1.04391468005019,4_1_2,5,2,0.590119297293069,4_1
IntegTest,264,61,4_1,1.04140526976161,4_1_2,5,2,0.515676234093825,4_1
IntegTest,364,67,5_2,1.03517587939698,5_2,2,2,0.34842730469367,4_5
IntegTest,455,83,4_1,1.02885821831869,4_1_2,5,2,0.619137843656876,4_1
IntegTest,295,59,5_3,1.01005025125628,5_3,3,2,0.424299856452905,4_1
IntegTest,363,73,5_2,1,5_2,2,2,0.472991536141382,4_1
IntegTest,289,54,4_5,0.99748743718593,4_5,1,2,0.363978575925037,4_1
IntegTest,347,70,4_1,0.993726474278544,4_1_1,4,2,0.33512386894491,4_1
IntegTest,350,70,4_5,0.977386934673367,4_5,1,2,0.295391029183743,4_1
IntegTest,468,78,4_1,0.971141781681305,4_1_1,4,2,0.389590954847759,4_1
IntegTest,310,59,4_5,0.949748743718593,4_5,1,2,0.418478663530215,4_5
IntegTest,306,62,4_1,0.946047678795483,4_1_1,4,2,0.38721453545227,4_1
IntegTest,461,73,4_5,0.944723618090452,4_5,1,2,0.391248281741443,4_1
IntegTest,343,70,4_1,0.941028858218319,4_1_1,4,2,0.539337154250998,4_1
IntegTest,358,56,4_1,0.938519447929736,4_1_1,4,2,0.392499235997405,4_1
IntegTest,352,79,4_5,0.907035175879397,4_5,1,2,0.392706341885091,4_1
IntegTest,389,64,4_5,0.896984924623116,4_5,1,2,0.502611971371674,4_5
IntegTest,380,75,4_5,0.894472361809045,4_5,1,2,0.381591397342152,4_1
IntegTest,333,68,4_1,0.890840652446675,4_1_1,4,2,0.493157571523971,4_1
IntegTest,357,78,4_5,0.889447236180904,4_5,1,2,0.500131697538403,4_5
IntegTest,328,75,4_1,0.875784190715182,4_1_1,4,2,0.570427663523563,4_1
IntegTest,301,68,4_5,0.874371859296482,4_5,1,2,0.400479752423579,4_1
IntegTest,309,72,4_5,0.866834170854271,4_5,1,2,0.557451831275928,4_1
IntegTest,376,66,4_5,0.861809045226131,4_5,1,2,0.2788485029845,4_1
IntegTest,453,80,4_5,0.85427135678392,4_5,1,2,0.386714798261807,4_5
IntegTest,376,62,4_1,0.85069008782936,4_1_1,4,2,0.557719580611685,4_1
IntegTest,328,59,4_5,0.829145728643216,4_5,1,2,0.327367871100668,4_1
IntegTest,396,67,4_1,0.825595984943538,4_1_1,4,2,0.58445183408252,4_1
IntegTest,313,65,4_5,0.809045226130653,4_5,1,2,0.361073247254722,4_5
IntegTest,314,66,4_5,0.804020100502513,4_5,1,2,0.350121667840105,4_5
IntegTest,346,75,4_5,0.801507537688442,4_5,1,2,0.343529864733014,4_1
IntegTest,358,62,4_5,0.78643216080402,4_5,1,2,0.361228179796789,4_1
IntegTest,330,74,4_1,0.777917189460477,4_1_1,4,2,0.615130008430131,4_1
IntegTest,276,78,4_5,0.776381909547739,4_5,1,2,0.322582609839416,4_1
IntegTest,391,73,4_5,0.773869346733668,4_5,1,2,0.275938765940398,4_1
IntegTest,281,74,4_5,0.766331658291457,4_5,1,2,0.338818565009565,4_1
IntegTest,458,66,4_1,0.752823086574655,4_1_1,4,2,0.420780579586986,4_1
IntegTest,321,70,4_5,0.751256281407035,4_5,1,2,0.314367877491195,5_3
IntegTest,224,57,4_1,0.742785445420326,4_1_1,4,2,0.611632236246774,4_1
IntegTest,395,69,4_1,0.737766624843162,4_1_1,4,2,0.451160956448468,4_1
IntegTest,274,70,4_5,0.736180904522613,4_5,1,2,0.349361788810878,4_1
IntegTest,292,70,4_5,0.733668341708543,4_5,1,2,0.422919376276502,4_5
IntegTest,320,66,4_1,0.725219573400251,4_1_1,4,2,0.448395053963832,4_1
IntegTest,325,65,4_5,0.723618090452261,4_5,1,2,0.493404429894856,4_1
IntegTest,308,78,4_5,0.718592964824121,4_5,1,2,0.478866754780627,4_1
IntegTest,242,61,4_5,0.71356783919598,4_5,1,2,0.435565317457117,4_5
IntegTest,348,68,4_5,0.71105527638191,4_5,1,2,0.368547002658467,4_1
IntegTest,397,70,4_5,0.706030150753769,4_5,1,2,0.388472213655521,4_5
IntegTest,360,65,4_1,0.700125470514429,4_1_1,4,2,0.37099829231691,5_3
IntegTest,332,57,4_1,0.692597239648682,4_1_1,4,2,0.53290526202477,4_1
IntegTest,384,70,4_5,0.685929648241206,4_5,1,2,0.270746547447928,5_3
IntegTest,382,76,4_5,0.683417085427136,4_5,1,2,0.411838284931686,4_5
IntegTest,229,58,4_5,0.680904522613065,4_5,1,2,0.480327923313127,4_5
IntegTest,310,77,4_5,0.670854271356784,4_5,1,2,0.442223674434559,4_1
IntegTest,338,58,4_5,0.655778894472362,4_5,1,2,0.326839750026283,4_5
IntegTest,365,68,4_1,0.639899623588457,4_1_1,4,2,0.332922016516653,5_2
IntegTest,325,73,4_5,0.630653266331658,4_5,1,2,0.486784283287821,4_5
IntegTest,264,62,4_5,0.628140703517588,4_5,1,2,0.292322223214004,4_5
IntegTest,316,55,4_5,0.618090452261307,4_5,1,2,0.424879926858814,4_5
IntegTest,361,68,4_1,0.614805520702635,4_1_1,4,2,0.293985992609289,4_1
IntegTest,360,60,4_1,0.612296110414053,4_1_1,4,2,0.317286444050632,4_1
IntegTest,323,62,4_5,0.603015075376884,4_5,1,2,0.455178100125202,4_1
IntegTest,330,64,4_1,0.589711417816813,4_1_1,4,2,0.585370772556534,4_1
IntegTest,247,68,4_5,0.582914572864322,4_5,1,2,0.355507074442996,4_1
IntegTest,236,54,4_1,0.57465495608532,4_1_1,4,2,0.427143888780457,4_1
IntegTest,243,62,4_5,0.565326633165829,4_5,1,2,0.445211583886805,4_5
IntegTest,240,61,4_5,0.557788944723618,4_5,1,2,0.322407770986153,4_5
IntegTest,329,68,4_5,0.547738693467337,4_5,1,2,0.366617388277896,4_5
IntegTest,342,60,4_1,0.537013801756587,4_1_1,4,2,0.464531066856037,4_1
IntegTest,291,67,4_5,0.530150753768844,4_5,1,2,0.360944871194245,4_1
IntegTest,296,67,4_5,0.522613065326633,4_5,1,2,0.412850689754376,4_1
IntegTest,407,66,4_1,0.511919698870765,4_1_1,4,2,0.622571477096849,4_1
IntegTest,434,73,4_1,0.509410288582183,4_1_1,4,2,0.623133550977027,4_1
IntegTest,288,66,4_1,0.504391468005019,4_1_1,4,2,0.645666884421782,4_1
IntegTest,229,46,4_5,0.50251256281407,4_5,1,2,0.418010077424209,4_5
IntegTest,337,67,4_5,0.474874371859296,4_5,1,2,0.461973746468608,4_1
IntegTest,241,62,4_5,0.469849246231156,4_5,1,2,0.361175397158319,4_1
IntegTest,264,64,4_5,0.467336683417085,4_5,1,2,0.530960750874411,4_1
IntegTest,378,72,4_5,0.464824120603015,4_5,1,2,0.40028741416916,4_1
IntegTest,308,70,4_5,0.459798994974874,4_5,1,2,0.363343777990264,4_5
IntegTest,319,65,4_1,0.456712672521957,4_1_1,4,2,0.559196793107025,4_1
IntegTest,354,67,4_1,0.431618569636135,4_1_1,4,2,0.332170230183359,4_5
IntegTest,348,67,4_5,0.424623115577889,4_5,1,2,0.386794492080007,4_5
IntegTest,303,69,4_1,0.416562107904642,4_1_1,4,2,0.390532750239951,4_1
IntegTest,303,61,4_5,0.412060301507538,4_5,1,2,0.465767473470974,4_1
IntegTest,271,65,4_5,0.407035175879397,4_5,1,2,0.317668005313491,5_2
IntegTest,275,60,4_5,0.402010050251256,4_5,1,2,0.297596858631247,4_5
IntegTest,269,57,4_5,0.394472361809045,4_5,1,2,0.516607139303328,4_5
IntegTest,345,70,4_1,0.388958594730238,4_1_1,4,2,0.367566161738479,4_1
IntegTest,254,69,4_5,0.386934673366834,4_5,1,2,0.380694762246748,4_5
IntegTest,274,63,4_1,0.383939774153074,4_1_1,4,2,0.277915791900013,4_5
IntegTest,330,68,4_1,0.37892095357591,4_1_1,4,2,0.549055383121786,4_1
IntegTest,290,61,4_5,0.374371859296482,4_5,1,2,0.359817142670856,4_5
IntegTest,312,61,4_5,0.366834170854271,4_5,1,2,0.483989193853379,4_1
IntegTest,256,61,4_5,0.364321608040201,4_5,1,2,0.467425359912426,4_1
IntegTest,243,64,4_1,0.348808030112923,4_1_1,4,2,0.383905609700643,4_5
IntegTest,302,59,4_1,0.341279799247177,4_1_1,4,2,0.402997797765123,4_1
IntegTest,340,73,4_1,0.338770388958595,4_1_1,4,2,0.401200682704707,4_1
IntegTest,300,63,4_5,0.336683417085427,4_5,1,2,0.333596140161586,4_5
IntegTest,257,61,4_1,0.326223337515684,4_1_1,4,2,0.475656380958294,4_1
IntegTest,223,58,4_5,0.321608040201005,4_5,1,2,0.369947354846652,4_1
IntegTest,191,60,4_5,0.319095477386935,4_5,1,2,0.380138754798542,4_1
IntegTest,252,59,4_1,0.311166875784191,4_1_1,4,2,0.608718942671079,4_1
IntegTest,358,57,4_1,0.308657465495609,4_1_1,4,2,0.383632230332164,4_1
IntegTest,285,64,4_5,0.306532663316583,4_5,1,2,0.4270985750179,4_5
IntegTest,243,67,4_5,0.301507537688442,4_5,1,2,0.401991644195582,4_5
IntegTest,264,63,4_5,0.298994974874372,4_5,1,2,0.596116332569046,4_1
IntegTest,174,60,4_1,0.286072772898369,4_1_1,4,2,0.506434587488931,4_1
IntegTest,224,74,4_1,0.27603513174404,4_1_1,4,2,0.510895207614349,4_1
IntegTest,281,67,4_5,0.271356783919598,4_5,1,2,0.286375352560383,4_1
IntegTest,221,60,4_5,0.263819095477387,4_5,1,2,0.435101178779345,4_1
IntegTest,236,57,4_1,0.258469259723965,4_1_1,4,2,0.482562202591448,4_1
IntegTest,216,57,4_5,0.256281407035176,4_5,1,2,0.369992302541383,4_1
IntegTest,214,53,4_5,0.241206030150754,4_5,1,2,0.497661015224934,4_1
IntegTest,233,53,4_5,0.238693467336683,4_5,1,2,0.411216558665686,4_5
IntegTest,371,60,4_5,0.233668341708543,4_5,1,2,0.38631889641975,4_5
IntegTest,226,54,4_5,0.226130653266332,4_5,1,2,0.59874914820634,4_1
IntegTest,333,69,4_1,0.213299874529486,4_1_1,4,2,0.487051904650334,4_1
IntegTest,232,51,4_5,0.208542713567839,4_5,1,2,0.330895431638704,5_2
IntegTest,282,61,4_5,0.195979899497487,4_5,1,2,0.388669713646914,4_5
IntegTest,248,58,4_1,0.188205771643664,4_1_1,4,2,0.519697548947783,4_1
IntegTest,275,63,4_1,0.185696361355082,4_1_1,4,2,0.400279880436901,4_1
IntegTest,249,58,4_1,0.183186951066499,4_1_1,4,2,0.519904620979143,4_1
IntegTest,302,66,4_5,0.178391959798995,4_5,1,2,0.386767760027635,4_5
IntegTest,261,61,4_5,0.170854271356784,4_5,1,2,0.453398447928517,4_1
IntegTest,377,65,4_5,0.165829145728643,4_5,1,2,0.390149115198273,4_1
IntegTest,270,59,4_1,0.163111668757842,4_1_1,4,2,0.550717775767781,4_1
IntegTest,287,71,4_1,0.153074027603513,4_1_1,4,2,0.423827783709623,4_1
IntegTest,243,56,4_1,0.148055207026349,4_1_1,4,2,0.487037082614904,4_1
IntegTest,280,66,4_5,0.14572864321608,4_5,1,2,0.357184902917126,4_1
IntegTest,298,65,4_5,0.14321608040201,4_5,1,2,0.354266614005189,4_5
IntegTest,283,67,4_5,0.135678391959799,4_5,1,2,0.317544602867749,4_1
IntegTest,219,60,4_5,0.125628140703518,4_5,1,2,0.362474672679688,4_1
IntegTest,238,58,4_5,0.123115577889447,4_5,1,2,0.433805825061085,4_5
IntegTest,241,60,4_1,0.100376411543287,4_1_1,4,2,0.546688986258866,4_1
IntegTest,227,58,4_5,0.0979899497487437,4_5,1,2,0.436986981045576,4_5
IntegTest,195,44,4_1,0.095357590966123,4_1_1,4,2,0.415599481204337,4_1
IntegTest,304,54,4_5,0.0879396984924623,4_5,1,2,0.333449377329709,4_1
IntegTest,161,58,4_5,0.085427135678392,4_5,1,2,0.429494170253978,4_1
IntegTest,370,66,4_1,0.0752823086574655,4_1_1,4,2,0.456363892915089,4_1
IntegTest,249,57,4_5,0.0728643216080402,4_5,1,2,0.326880104202813,4_5
IntegTest,182,56,4_5,0.0703517587939698,4_5,1,2,0.376597905999437,4_1
IntegTest,210,54,4_5,0.0628140703517588,4_5,1,2,0.298481387550841,4_5
IntegTest,307,76,4_5,0.0527638190954774,4_5,1,2,0.477013705114606,4_1
IntegTest,216,51,4_1,0.0501882057716437,4_1_1,4,2,0.397038908017253,4_1
IntegTest,295,61,4_5,0.0351758793969849,4_5,1,2,0.326043754217776,4_1
IntegTest,194,57,4_1,0.0326223337515684,4_1_1,4,2,0.625888909904272,4_1
IntegTest,250,57,4_1,0.0301129234629862,4_1_1,4,2,0.379468251298968,4_5
IntegTest,248,64,4_5,0.0276381909547739,4_5,1,2,0.364804430405735,4_5
IntegTest,255,52,4_5,0.0201005025125628,4_5,1,2,0.35442367744851,4_5
IntegTest,329,59,4_1,0.0175658720200753,4_1_1,4,2,0.526625660780498,4_1
IntegTest,272,60,4_5,0.0125628140703518,4_5,1,2,0.318082263706102,5_3
IntegTest,214,64,4_5,0.0100502512562814,4_5,1,2,0.330907801827362,4_5
