,pop,depth,cell.type,cell.type.idx,batch
cell66,5_2,1.8391959798995,5_2,2,2
cell67,5_2,1.83668341708543,5_2,2,1
cell68,5_3,1.83417085427136,5_3,3,1
cell69,5_3,1.83165829145729,5_3,3,3
cell70,5_3,1.82914572864322,5_3,3,2
cell71,5_2,1.82663316582915,5_2,2,2
cell72,5_3,1.82412060301508,5_3,3,1
cell73,5_3,1.82160804020101,5_3,3,1
cell74,4_1,1.82183186951066,4_1_2,5,1
cell75,5_3,1.81658291457286,5_3,3,1
cell76,5_2,1.81407035175879,5_2,2,1
cell77,5_2,1.81155778894472,5_2,2,1
cell78,4_1,1.81179422835634,4_1_2,5,3
cell79,5_3,1.80653266331658,5_3,3,2
cell80,5_3,1.80402010050251,5_3,3,1
cell81,5_2,1.80150753768844,5_2,2,1
cell82,5_2,1.79899497487437,5_2,2,2
cell83,5_2,1.7964824120603,5_2,2,1
cell84,4_1,1.79673776662484,4_1_2,5,3
cell85,5_2,1.79145728643216,5_2,2,1
cell86,4_1,1.79171894604768,4_1_2,5,2
cell87,5_3,1.78643216080402,5_3,3,3
cell88,5_2,1.78391959798995,5_2,2,1
cell89,5_3,1.78140703517588,5_3,3,2
cell90,4_1,1.78168130489335,4_1_2,5,3
cell91,4_1,1.77917189460477,4_1_2,5,3
cell92,5_3,1.77386934673367,5_3,3,1
cell93,5_3,1.7713567839196,5_3,3,1
cell94,4_1,1.77164366373902,4_1_2,5,1
cell95,5_2,1.76633165829146,5_2,2,2
cell96,5_2,1.76381909547739,5_2,2,3
cell97,5_3,1.76130653266332,5_3,3,3
cell98,5_2,1.75879396984925,5_2,2,3
cell99,5_2,1.75628140703518,5_2,2,3
cell100,4_1,1.75658720200753,4_1_2,5,3
cell101,5_3,1.75125628140704,5_3,3,1
cell102,5_2,1.74874371859296,5_2,2,1
cell103,5_3,1.74623115577889,5_3,3,3
cell104,4_1,1.7465495608532,4_1_2,5,1
cell105,4_1,1.74404015056462,4_1_2,5,3
cell106,5_3,1.73869346733668,5_3,3,1
cell107,5_2,1.73618090452261,5_2,2,3
cell108,5_3,1.73366834170854,5_3,3,3
cell109,5_2,1.73115577889447,5_2,2,2
cell110,5_3,1.7286432160804,5_3,3,1
cell111,5_3,1.72613065326633,5_3,3,2
cell112,4_1,1.72647427854454,4_1_2,5,3
cell113,5_3,1.72110552763819,5_3,3,2
cell114,4_1,1.72145545796738,4_1_2,5,1
cell115,5_3,1.71608040201005,5_3,3,3
cell116,4_1,1.71643663739021,4_1_2,5,1
cell117,5_3,1.71105527638191,5_3,3,1
cell118,5_3,1.70854271356784,5_3,3,1
cell119,5_2,1.70603015075377,5_2,2,1
cell120,4_1,1.70639899623588,4_1_2,5,2
cell121,5_2,1.70100502512563,5_2,2,3
cell122,5_2,1.69849246231156,5_2,2,1
cell123,4_1,1.69887076537014,4_1_2,5,2
cell124,5_2,1.69346733668342,5_2,2,3
cell125,4_1,1.69385194479297,4_1_2,5,2
cell126,5_3,1.68844221105528,5_3,3,2
cell127,5_2,1.68592964824121,5_2,2,3
cell128,5_2,1.68341708542714,5_2,2,3
cell129,5_2,1.68090452261307,5_2,2,3
cell130,5_3,1.67839195979899,5_3,3,3
cell131,5_3,1.67587939698492,5_3,3,3
cell132,4_1,1.6762860727729,4_1_2,5,1
cell133,5_3,1.67085427135678,5_3,3,2
cell134,4_1,1.67126725219573,4_1_2,5,2
cell135,5_2,1.66582914572864,5_2,2,1
cell136,4_1,1.66624843161857,4_1_2,5,1
cell137,5_2,1.6608040201005,5_2,2,3
cell138,5_3,1.65829145728643,5_3,3,3
cell139,4_1,1.65872020075282,4_1_2,5,1
cell140,4_1,1.65621079046424,4_1_2,5,1
cell141,5_2,1.65075376884422,5_2,2,2
cell142,4_1,1.65119196988708,4_1_2,5,1
cell143,5_2,1.64572864321608,5_2,2,1
cell144,4_1,1.64617314930991,4_1_2,5,1
cell145,5_2,1.64070351758794,5_2,2,1
cell146,4_1,1.64115432873275,4_1_2,5,2
cell147,4_1,1.63864491844417,4_1_2,5,3
cell148,5_3,1.63316582914573,5_3,3,1
cell149,4_1,1.633626097867,4_1_2,5,2
cell150,5_2,1.62814070351759,5_2,2,3
cell151,5_3,1.62562814070352,5_3,3,3
cell152,4_1,1.62609786700125,4_1_2,5,2
cell153,5_3,1.62060301507538,5_3,3,3
cell154,4_1,1.62107904642409,4_1_2,5,3
cell155,5_2,1.61557788944724,5_2,2,3
cell156,4_1,1.61606022584693,4_1_2,5,3
cell157,5_2,1.6105527638191,5_2,2,2
cell158,5_3,1.60804020100502,5_3,3,3
cell159,4_1,1.60853199498118,4_1_2,5,1
cell160,4_1,1.6060225846926,4_1_2,5,1
cell161,5_2,1.60050251256281,5_2,2,1
cell162,4_1,1.60100376411543,4_1_2,5,1
cell163,5_3,1.59547738693467,5_3,3,1
cell164,4_1,1.59598494353827,4_1_2,5,3
cell165,5_3,1.59045226130653,5_3,3,1
cell166,4_1,1.5909661229611,4_1_2,5,3
cell167,4_1,1.58845671267252,4_1_2,5,1
cell168,5_2,1.58291457286432,5_2,2,3
cell169,4_1,1.58343789209536,4_1_2,5,1
cell170,5_2,1.57788944723618,5_2,2,1
cell171,5_2,1.57537688442211,5_2,2,1
cell172,5_2,1.57286432160804,5_2,2,3
cell173,5_3,1.57035175879397,5_3,3,1
cell174,5_3,1.5678391959799,5_3,3,2
cell175,5_3,1.56532663316583,5_3,3,3
cell176,5_3,1.56281407035176,5_3,3,2
cell177,5_3,1.56030150753769,5_3,3,3
cell178,4_1,1.56085319949812,4_1_2,5,3
cell179,5_2,1.55527638190955,5_2,2,2
cell180,5_2,1.55276381909548,5_2,2,3
cell181,4_1,1.55332496863237,4_1_2,5,3
cell182,5_2,1.54773869346734,5_2,2,2
cell183,4_1,1.54830614805521,4_1_2,5,1
cell184,4_1,1.54579673776662,4_1_2,5,2
cell185,5_3,1.54020100502513,5_3,3,2
cell186,5_2,1.53768844221106,5_2,2,3
cell187,4_1,1.53826850690088,4_1_2,5,1
cell188,5_3,1.53266331658291,5_3,3,1
cell189,4_1,1.53324968632371,4_1_2,5,2
cell190,5_3,1.52763819095477,5_3,3,1
cell191,5_3,1.5251256281407,5_3,3,1
cell192,5_2,1.52261306532663,5_2,2,2
cell193,4_1,1.52321204516939,4_1_2,5,2
cell194,5_2,1.51758793969849,5_2,2,2
cell195,4_1,1.51819322459222,4_1_2,5,2
cell196,5_3,1.51256281407035,5_3,3,3
cell197,5_3,1.51005025125628,5_3,3,2
cell198,5_2,1.50753768844221,5_2,2,2
cell199,4_1,1.50815558343789,4_1_2,5,2
cell200,5_3,1.50251256281407,5_3,3,2
cell201,5_2,1.5,5_2,2,2
cell202,5_3,1.49748743718593,5_3,3,1
cell203,4_1,1.49811794228356,4_1_2,5,3
cell204,5_3,1.49246231155779,5_3,3,2
cell205,5_3,1.48994974874372,5_3,3,2
cell206,5_2,1.48743718592965,5_2,2,2
cell207,4_1,1.48808030112923,4_1_2,5,3
cell208,5_2,1.48241206030151,5_2,2,1
cell209,5_2,1.47989949748744,5_2,2,3
cell210,5_2,1.47738693467337,5_2,2,2
cell211,4_1,1.47804265997491,4_1_2,5,1
cell212,4_1,1.47553324968632,4_1_2,5,3
cell213,5_2,1.46984924623116,5_2,2,3
cell214,4_1,1.47051442910916,4_1_2,5,1
cell215,4_1,1.46800501882058,4_1_2,5,2
cell216,4_1,1.46549560853199,4_1_2,5,1
cell217,5_3,1.45979899497487,5_3,3,1
cell218,5_3,1.4572864321608,5_3,3,2
cell219,4_1,1.45796737766625,4_1_2,5,2
cell220,4_1,1.45545796737767,4_1_2,5,3
cell221,5_2,1.44974874371859,5_2,2,2
cell222,4_1,1.4504391468005,4_1_2,5,1
cell223,5_2,1.44472361809045,5_2,2,3
cell224,5_2,1.44221105527638,5_2,2,2
cell225,5_2,1.43969849246231,5_2,2,3
cell226,5_2,1.43718592964824,5_2,2,2
cell227,4_1,1.43789209535759,4_1_2,5,1
cell228,4_1,1.43538268506901,4_1_2,5,2
cell229,5_3,1.42964824120603,5_3,3,2
cell230,5_2,1.42713567839196,5_2,2,2
cell231,5_3,1.42462311557789,5_3,3,2
cell232,5_3,1.42211055276382,5_3,3,3
cell233,5_2,1.41959798994975,5_2,2,2
cell234,4_1,1.42032622333752,4_1_2,5,3
cell235,5_2,1.41457286432161,5_2,2,2
cell236,4_1,1.41530740276035,4_1_2,5,2
cell237,5_3,1.40954773869347,5_3,3,2
cell238,4_1,1.41028858218319,4_1_2,5,1
cell239,5_2,1.40452261306533,5_2,2,2
cell240,5_3,1.40201005025126,5_3,3,3
cell241,4_1,1.40276035131744,4_1_2,5,1
cell242,5_3,1.39698492462312,5_3,3,1
cell243,4_1,1.39774153074028,4_1_2,5,2
cell244,5_3,1.39195979899498,5_3,3,3
cell245,5_3,1.3894472361809,5_3,3,3
cell246,5_3,1.38693467336683,5_3,3,2
cell247,5_2,1.38442211055276,5_2,2,2
cell248,5_3,1.38190954773869,5_3,3,1
cell249,5_3,1.37939698492462,5_3,3,1
cell250,4_1,1.3801756587202,4_1_2,5,1
cell251,5_3,1.37437185929648,5_3,3,2
cell252,5_2,1.37185929648241,5_2,2,3
cell253,4_1,1.37264742785445,4_1_2,5,2
cell254,4_1,1.37013801756587,4_1_2,5,1
cell255,5_3,1.3643216080402,5_3,3,3
cell256,5_2,1.36180904522613,5_2,2,1
cell257,4_1,1.36260978670013,4_1_2,5,2
cell258,4_1,1.36010037641154,4_1_2,5,1
cell259,5_2,1.35427135678392,5_2,2,2
cell260,5_2,1.35175879396985,5_2,2,3
cell261,4_1,1.3525721455458,4_1_2,5,1
cell262,5_2,1.34673366834171,5_2,2,2
cell263,4_1,1.34755332496863,4_1_2,5,3
cell264,5_2,1.34170854271357,5_2,2,2
cell265,4_1,1.34253450439147,4_1_2,5,2
cell266,5_2,1.33668341708543,5_2,2,1
cell267,5_3,1.33417085427136,5_3,3,3
cell268,5_2,1.33165829145729,5_2,2,3
cell269,4_1,1.33249686323714,4_1_2,5,1
cell270,4_1,1.32998745294856,4_1_2,5,3
cell271,5_3,1.32412060301508,5_3,3,2
cell272,5_2,1.32160804020101,5_2,2,1
cell273,5_2,1.31909547738693,5_2,2,1
cell274,4_1,1.31994981179423,4_1_2,5,1
cell275,4_1,1.31744040150565,4_1_2,5,2
cell276,5_3,1.31155778894472,5_3,3,2
cell277,5_3,1.30904522613065,5_3,3,2
cell278,5_3,1.30653266331658,5_3,3,1
cell279,5_3,1.30402010050251,5_3,3,1
cell280,5_3,1.30150753768844,5_3,3,1
cell281,5_3,1.29899497487437,5_3,3,2
cell282,4_1,1.29987452948557,4_1_2,5,3
cell283,4_1,1.29736511919699,4_1_2,5,3
cell284,4_1,1.29485570890841,4_1_2,5,2
cell285,4_1,1.29234629861982,4_1_2,5,3
cell286,4_1,1.28983688833124,4_1_2,5,1
cell287,4_1,1.28732747804266,4_1_2,5,3
cell288,5_2,1.28140703517588,5_2,2,1
cell289,4_1,1.2823086574655,4_1_2,5,1
cell290,4_1,1.27979924717691,4_1_2,5,1
cell291,4_1,1.27728983688833,4_1_2,5,1
cell292,4_1,1.27478042659975,4_1_2,5,3
cell293,5_3,1.26884422110553,5_3,3,2
cell294,4_1,1.26976160602258,4_1_2,5,3
cell295,5_3,1.26381909547739,5_3,3,2
cell296,4_1,1.26474278544542,4_1_2,5,2
cell297,5_2,1.25879396984925,5_2,2,2
cell298,5_2,1.25628140703518,5_2,2,1
cell299,5_2,1.25376884422111,5_2,2,2
cell300,4_1,1.25470514429109,4_1_2,5,1
cell301,4_1,1.25219573400251,4_1_2,5,1
cell302,5_2,1.24623115577889,5_2,2,1
cell303,4_1,1.24717691342534,4_1_2,5,2
cell304,4_1,1.24466750313676,4_1_2,5,1
cell305,4_1,1.24215809284818,4_1_2,5,2
cell306,5_2,1.23618090452261,5_2,2,3
cell307,4_1,1.23713927227102,4_1_2,5,3
cell308,5_3,1.23115577889447,5_3,3,2
cell309,4_1,1.23212045169385,4_1_2,5,3
cell310,5_2,1.22613065326633,5_2,2,3
cell311,5_2,1.22361809045226,5_2,2,2
cell312,5_2,1.22110552763819,5_2,2,2
cell313,4_1,1.22208281053952,4_1_2,5,2
cell314,5_3,1.21608040201005,5_3,3,1
cell315,5_2,1.21356783919598,5_2,2,1
cell316,4_1,1.21455457967378,4_1_2,5,3
cell317,5_2,1.20854271356784,5_2,2,2
cell318,4_1,1.20953575909661,4_1_2,5,2
cell319,4_1,1.20702634880803,4_1_2,5,1
cell320,4_1,1.20451693851945,4_1_2,5,1
cell321,5_2,1.19849246231156,5_2,2,3
cell322,4_1,1.19949811794228,4_1_2,5,1
cell323,4_1,1.1969887076537,4_1_2,5,2
cell324,4_1,1.19447929736512,4_1_2,5,2
cell325,5_3,1.18844221105528,5_3,3,1
cell326,5_3,1.18592964824121,5_3,3,1
cell327,5_2,1.18341708542714,5_2,2,2
cell328,5_2,1.18090452261307,5_2,2,2
cell329,5_3,1.17839195979899,5_3,3,2
cell330,4_1,1.17942283563363,4_1_2,5,1
cell331,5_2,1.17336683417085,5_2,2,1
cell332,5_3,1.17085427135678,5_3,3,2
cell333,5_3,1.16834170854271,5_3,3,2
cell334,5_3,1.16582914572864,5_3,3,3
cell335,5_3,1.16331658291457,5_3,3,1
cell336,4_1,1.16436637390213,4_1_2,5,2
cell337,4_1,1.16185696361355,4_1_2,5,3
cell338,5_3,1.15577889447236,5_3,3,2
cell339,5_3,1.15326633165829,5_3,3,3
cell340,4_1,1.1543287327478,4_1_2,5,2
cell341,4_1,1.15181932245922,4_1_2,5,1
cell342,5_3,1.14572864321608,5_3,3,1
cell343,4_1,1.14680050188206,4_1_2,5,2
cell344,4_1,1.14429109159348,4_1_2,5,3
cell345,5_3,1.13819095477387,5_3,3,1
cell346,5_3,1.1356783919598,5_3,3,1
cell347,5_2,1.13316582914573,5_2,2,3
cell348,5_2,1.13065326633166,5_2,2,2
cell349,4_1,1.13174404015056,4_1_2,5,2
cell350,5_2,1.12562814070352,5_2,2,3
cell351,5_3,1.12311557788945,5_3,3,3
cell352,4_1,1.12421580928482,4_1_2,5,2
cell353,4_1,1.12170639899624,4_1_2,5,2
cell354,5_2,1.11557788944724,5_2,2,2
cell355,5_2,1.11306532663317,5_2,2,1
cell356,5_3,1.1105527638191,5_3,3,1
cell357,5_3,1.10804020100503,5_3,3,3
cell358,5_2,1.10552763819095,5_2,2,3
cell359,5_3,1.10301507537688,5_3,3,3
cell360,5_3,1.10050251256281,5_3,3,2
cell361,5_3,1.09798994974874,5_3,3,1
cell362,5_2,1.09547738693467,5_2,2,2
cell363,4_1,1.09661229611041,4_1_2,5,1
cell364,4_1,1.09410288582183,4_1_2,5,1
cell365,5_3,1.08793969849246,5_3,3,3
cell366,5_3,1.08542713567839,5_3,3,1
cell367,4_1,1.08657465495609,4_1_2,5,1
cell368,5_3,1.08040201005025,5_3,3,2
cell369,5_2,1.07788944723618,5_2,2,2
cell370,5_2,1.07537688442211,5_2,2,3
cell371,5_3,1.07286432160804,5_3,3,2
cell372,4_1,1.07402760351317,4_1_2,5,1
cell373,5_2,1.0678391959799,5_2,2,1
cell374,5_2,1.06532663316583,5_2,2,3
cell375,4_1,1.06649937264743,4_1_2,5,1
cell376,5_2,1.06030150753769,5_2,2,1
cell377,4_1,1.06148055207026,4_1_2,5,1
cell378,5_2,1.05527638190955,5_2,2,3
cell379,5_3,1.05276381909548,5_3,3,2
cell380,5_2,1.05025125628141,5_2,2,2
cell381,4_1,1.05144291091593,4_1_2,5,3
cell382,4_1,1.04893350062735,4_1_2,5,1
cell383,5_3,1.0427135678392,5_3,3,1
cell384,5_2,1.04020100502513,5_2,2,2
cell385,5_3,1.03768844221106,5_3,3,2
cell386,5_2,1.03517587939698,5_2,2,2
cell387,4_1,1.03638644918444,4_1_2,5,1
cell388,5_2,1.03015075376884,5_2,2,3
cell389,4_1,1.03136762860728,4_1_2,5,3
cell390,5_3,1.0251256281407,5_3,3,3
cell391,5_2,1.02261306532663,5_2,2,3
cell392,5_2,1.02010050251256,5_2,2,1
cell393,5_2,1.01758793969849,5_2,2,2
cell394,5_3,1.01507537688442,5_3,3,1
cell395,5_2,1.01256281407035,5_2,2,3
cell396,5_3,1.01005025125628,5_3,3,3
cell397,4_1,1.01129234629862,4_1_2,5,1
cell398,5_2,1.00502512562814,5_2,2,2
cell399,5_2,1.00251256281407,5_2,2,1
cell400,5_3,1,5_3,3,1
cell401,4_1,1.00125470514429,4_1_2,5,1
cell402,4_5,1,4_5,1,1
cell403,4_5,0.99748743718593,4_5,1,3
cell404,4_1,0.993726474278544,4_1_1,4,3
cell405,4_5,0.992462311557789,4_5,1,2
cell406,4_1,0.98870765370138,4_1_1,4,2
cell407,4_5,0.987437185929648,4_5,1,2
cell408,4_1,0.983688833124216,4_1_1,4,3
cell409,4_1,0.981179422835634,4_1_1,4,2
cell410,4_1,0.978670012547051,4_1_1,4,2
cell411,4_5,0.977386934673367,4_5,1,3
cell412,4_1,0.973651191969887,4_1_1,4,3
cell413,4_5,0.972361809045226,4_5,1,2
cell414,4_5,0.969849246231156,4_5,1,3
cell415,4_5,0.967336683417085,4_5,1,1
cell416,4_1,0.963613550815558,4_1_1,4,2
cell417,4_5,0.962311557788945,4_5,1,1
cell418,4_5,0.959798994974874,4_5,1,1
cell419,4_5,0.957286432160804,4_5,1,1
cell420,4_5,0.954773869346734,4_5,1,2
cell421,4_5,0.952261306532663,4_5,1,1
cell422,4_5,0.949748743718593,4_5,1,2
cell423,4_1,0.946047678795483,4_1_1,4,3
cell424,4_1,0.943538268506901,4_1_1,4,1
cell425,4_1,0.941028858218319,4_1_1,4,3
cell426,4_5,0.939698492462312,4_5,1,3
cell427,4_5,0.937185929648241,4_5,1,1
cell428,4_5,0.934673366834171,4_5,1,2
cell429,4_5,0.9321608040201,4_5,1,3
cell430,4_5,0.92964824120603,4_5,1,3
cell431,4_5,0.92713567839196,4_5,1,1
cell432,4_1,0.923462986198243,4_1_1,4,1
cell433,4_5,0.922110552763819,4_5,1,2
cell434,4_1,0.918444165621079,4_1_1,4,1
cell435,4_1,0.915934755332497,4_1_1,4,1
cell436,4_1,0.913425345043915,4_1_1,4,2
cell437,4_1,0.910915934755332,4_1_1,4,3
cell438,4_5,0.909547738693467,4_5,1,1
cell439,4_5,0.907035175879397,4_5,1,1
cell440,4_1,0.903387703889586,4_1_1,4,2
cell441,4_5,0.902010050251256,4_5,1,2
cell442,4_5,0.899497487437186,4_5,1,2
cell443,4_5,0.896984924623116,4_5,1,1
cell444,4_5,0.894472361809045,4_5,1,2
cell445,4_5,0.891959798994975,4_5,1,2
cell446,4_1,0.888331242158093,4_1_1,4,1
cell447,4_1,0.885821831869511,4_1_1,4,1
cell448,4_5,0.884422110552764,4_5,1,3
cell449,4_5,0.881909547738693,4_5,1,3
cell450,4_5,0.879396984924623,4_5,1,3
cell451,4_5,0.876884422110553,4_5,1,1
cell452,4_5,0.874371859296482,4_5,1,2
cell453,4_1,0.870765370138017,4_1_1,4,3
cell454,4_5,0.869346733668342,4_5,1,2
cell455,4_5,0.866834170854271,4_5,1,3
cell456,4_5,0.864321608040201,4_5,1,1
cell457,4_5,0.861809045226131,4_5,1,3
cell458,4_1,0.858218318695107,4_1_1,4,3
cell459,4_5,0.85678391959799,4_5,1,2
cell460,4_1,0.853199498117942,4_1_1,4,2
cell461,4_1,0.85069008782936,4_1_1,4,2
cell462,4_1,0.848180677540778,4_1_1,4,3
cell463,4_5,0.846733668341709,4_5,1,1
cell464,4_5,0.844221105527638,4_5,1,1
cell465,4_1,0.840652446675031,4_1_1,4,1
cell466,4_5,0.839195979899497,4_5,1,2
cell467,4_1,0.835633626097867,4_1_1,4,1
cell468,4_5,0.834170854271357,4_5,1,2
cell469,4_5,0.831658291457286,4_5,1,2
cell470,4_5,0.829145728643216,4_5,1,2
cell471,4_5,0.826633165829146,4_5,1,2
cell472,4_5,0.824120603015075,4_5,1,2
cell473,4_5,0.821608040201005,4_5,1,2
cell474,4_1,0.818067754077792,4_1_1,4,1
cell475,4_5,0.816582914572864,4_5,1,2
cell476,4_5,0.814070351758794,4_5,1,3
cell477,4_5,0.811557788944724,4_5,1,1
cell478,4_5,0.809045226130653,4_5,1,1
cell479,4_5,0.806532663316583,4_5,1,1
cell480,4_1,0.803011292346299,4_1_1,4,3
cell481,4_5,0.801507537688442,4_5,1,2
cell482,4_5,0.798994974874372,4_5,1,2
cell483,4_5,0.796482412060302,4_5,1,2
cell484,4_5,0.793969849246231,4_5,1,3
cell485,4_5,0.791457286432161,4_5,1,3
cell486,4_5,0.78894472361809,4_5,1,1
cell487,4_5,0.78643216080402,4_5,1,1
cell488,4_1,0.782936010037641,4_1_1,4,2
cell489,4_5,0.781407035175879,4_5,1,1
cell490,4_5,0.778894472361809,4_5,1,1
cell491,4_5,0.776381909547739,4_5,1,3
cell492,4_5,0.773869346733668,4_5,1,2
cell493,4_5,0.771356783919598,4_5,1,3
cell494,4_5,0.768844221105528,4_5,1,3
cell495,4_5,0.766331658291457,4_5,1,1
cell496,4_1,0.762860727728984,4_1_1,4,1
cell497,4_1,0.760351317440401,4_1_1,4,3
cell498,4_5,0.758793969849246,4_5,1,3
cell499,4_5,0.756281407035176,4_5,1,3
cell500,4_5,0.753768844221106,4_5,1,3
cell501,4_5,0.751256281407035,4_5,1,1
cell502,4_5,0.748743718592965,4_5,1,2
cell503,4_5,0.746231155778894,4_5,1,2
cell504,4_5,0.743718592964824,4_5,1,2
cell505,4_5,0.741206030150754,4_5,1,2
cell506,4_1,0.737766624843162,4_1_1,4,1
cell507,4_5,0.736180904522613,4_5,1,3
cell508,4_5,0.733668341708543,4_5,1,2
cell509,4_5,0.731155778894472,4_5,1,1
cell510,4_5,0.728643216080402,4_5,1,1
cell511,4_5,0.726130653266332,4_5,1,3
cell512,4_5,0.723618090452261,4_5,1,3
cell513,4_5,0.721105527638191,4_5,1,3
cell514,4_5,0.718592964824121,4_5,1,1
cell515,4_1,0.715181932245922,4_1_1,4,3
cell516,4_5,0.71356783919598,4_5,1,3
cell517,4_5,0.71105527638191,4_5,1,1
cell518,4_5,0.708542713567839,4_5,1,2
cell519,4_1,0.705144291091593,4_1_1,4,2
cell520,4_5,0.703517587939699,4_5,1,1
cell521,4_5,0.701005025125628,4_5,1,1
cell522,4_5,0.698492462311558,4_5,1,3
cell523,4_5,0.695979899497487,4_5,1,1
cell524,4_5,0.693467336683417,4_5,1,3
cell525,4_5,0.690954773869347,4_5,1,3
cell526,4_5,0.688442211055276,4_5,1,2
cell527,4_5,0.685929648241206,4_5,1,2
cell528,4_5,0.683417085427136,4_5,1,1
cell529,4_5,0.680904522613065,4_5,1,3
cell530,4_5,0.678391959798995,4_5,1,1
cell531,4_5,0.675879396984925,4_5,1,2
cell532,4_1,0.672521957340025,4_1_1,4,1
cell533,4_5,0.670854271356784,4_5,1,1
cell534,4_5,0.668341708542714,4_5,1,2
cell535,4_1,0.664993726474278,4_1_1,4,3
cell536,4_5,0.663316582914573,4_5,1,2
cell537,4_5,0.660804020100503,4_5,1,1
cell538,4_5,0.658291457286432,4_5,1,3
cell539,4_5,0.655778894472362,4_5,1,1
cell540,4_5,0.653266331658292,4_5,1,2
cell541,4_1,0.649937264742785,4_1_1,4,3
cell542,4_5,0.648241206030151,4_5,1,3
cell543,4_5,0.64572864321608,4_5,1,1
cell544,4_5,0.64321608040201,4_5,1,3
cell545,4_5,0.64070351758794,4_5,1,2
cell546,4_1,0.637390213299874,4_1_1,4,1
cell547,4_5,0.635678391959799,4_5,1,3
cell548,4_5,0.633165829145729,4_5,1,2
cell549,4_5,0.630653266331658,4_5,1,2
cell550,4_5,0.628140703517588,4_5,1,3
cell551,4_1,0.624843161856964,4_1_1,4,3
cell552,4_1,0.622333751568381,4_1_1,4,1
cell553,4_5,0.620603015075377,4_5,1,3
cell554,4_5,0.618090452261307,4_5,1,3
cell555,4_5,0.615577889447236,4_5,1,2
cell556,4_5,0.613065326633166,4_5,1,3
cell557,4_1,0.60978670012547,4_1_1,4,3
cell558,4_5,0.608040201005025,4_5,1,1
cell559,4_5,0.605527638190955,4_5,1,1
cell560,4_5,0.603015075376884,4_5,1,2
cell561,4_5,0.600502512562814,4_5,1,1
cell562,4_5,0.597989949748744,4_5,1,1
cell563,4_1,0.594730238393977,4_1_1,4,2
cell564,4_1,0.592220828105395,4_1_1,4,1
cell565,4_1,0.589711417816813,4_1_1,4,3
cell566,4_1,0.587202007528231,4_1_1,4,3
