orig.ident,nCount_RNA,nFeature_RNA,pop,depth,cell.type,cell.type.idx,batch,nCount_SCT,nFeature_SCT
IntegTest,289425,79,5_3,1.5678391959799,5_3,3,3,285589,79
IntegTest,324413,62,5_2,1.56532663316583,5_2,2,3,324521,62
IntegTest,288412,77,5_3,1.56281407035176,5_3,3,3,285990,77
IntegTest,284206,66,5_2,1.56030150753769,5_2,2,3,281326,66
IntegTest,224574,76,4_1,1.56085319949812,4_1_2,5,3,218159,75
IntegTest,254014,79,5_3,1.55527638190955,5_3,3,3,248216,79
IntegTest,279832,84,4_1,1.55583437892095,4_1_2,5,3,273170,84
IntegTest,352109,71,5_2,1.55025125628141,5_2,2,3,355461,71
IntegTest,341236,85,5_3,1.54773869346734,5_3,3,3,343421,85
IntegTest,310210,68,5_2,1.54522613065327,5_2,2,3,308799,68
IntegTest,247934,84,4_1,1.5357590966123,4_1_2,5,3,237882,84
IntegTest,184795,79,4_1,1.53074027603513,4_1_2,5,3,170233,79
IntegTest,323765,75,5_2,1.5251256281407,5_2,2,3,323839,75
IntegTest,356908,79,5_2,1.51758793969849,5_2,2,3,359931,79
IntegTest,300189,71,5_2,1.51507537688442,5_2,2,3,298235,71
IntegTest,277334,73,4_1,1.50313676286073,4_1_2,5,3,272214,73
IntegTest,226668,81,4_1,1.48306148055207,4_1_2,5,3,219356,81
IntegTest,291023,76,5_3,1.47738693467337,5_3,3,3,288656,76
IntegTest,241089,76,4_1,1.47553324968632,4_1_2,5,3,233045,76
IntegTest,325912,75,4_1,1.47302383939774,4_1_2,5,3,326124,75
IntegTest,341417,81,5_2,1.46482412060302,5_2,2,3,343025,81
IntegTest,369332,71,5_2,1.45979899497487,5_2,2,3,373684,71
IntegTest,323783,80,4_1,1.46047678795483,4_1_2,5,3,323896,80
IntegTest,310488,67,5_2,1.44974874371859,5_2,2,3,309384,67
IntegTest,517460,86,4_1,1.43287327478043,4_1_2,5,3,549232,94
IntegTest,324709,77,4_1,1.42785445420326,4_1_2,5,3,324888,77
IntegTest,329271,85,4_1,1.4228356336261,4_1_2,5,3,329825,85
IntegTest,354531,74,5_2,1.41708542713568,5_2,2,3,357671,74
IntegTest,322310,74,5_3,1.41206030150754,5_3,3,3,322240,74
IntegTest,280986,83,5_3,1.4070351758794,5_3,3,3,277024,83
IntegTest,271527,67,5_2,1.40452261306533,5_2,2,3,266353,67
IntegTest,509906,85,4_1,1.40025094102886,4_1_2,5,3,542061,94
IntegTest,325004,77,5_2,1.39447236180905,5_2,2,3,325255,77
IntegTest,449904,75,4_1,1.39523212045169,4_1_2,5,3,464752,82
IntegTest,272739,79,5_3,1.38693467336683,5_3,3,3,268625,79
IntegTest,264042,77,5_3,1.38190954773869,5_3,3,3,257860,77
IntegTest,247135,79,5_3,1.35175879396985,5_3,3,3,238800,79
IntegTest,407981,75,4_1,1.3525721455458,4_1_2,5,3,420112,81
IntegTest,293208,68,5_2,1.34170854271357,5_2,2,3,290177,68
IntegTest,261055,70,5_2,1.33668341708543,5_2,2,3,254613,70
IntegTest,380233,81,4_1,1.3375156838143,4_1_2,5,3,386724,82
IntegTest,277108,86,5_3,1.30904522613065,5_3,3,3,272508,86
IntegTest,348624,86,4_1,1.30489335006274,4_1_2,5,3,350569,86
IntegTest,277668,73,5_3,1.28894472361809,5_3,3,3,272420,73
IntegTest,292010,71,5_3,1.28391959798995,5_3,3,3,288677,71
IntegTest,335057,75,5_3,1.28140703517588,5_3,3,3,336649,75
IntegTest,286874,80,5_3,1.27386934673367,5_3,3,3,283748,80
IntegTest,491761,85,4_1,1.267252195734,4_1_2,5,3,521223,92
IntegTest,317429,78,5_3,1.25376884422111,5_3,3,3,316794,78
IntegTest,289273,89,5_3,1.25125628140704,5_3,3,3,284752,89
IntegTest,260788,76,5_2,1.24874371859296,5_2,2,3,254138,76
IntegTest,296990,82,5_3,1.23366834170854,5_3,3,3,293640,82
IntegTest,341423,84,5_3,1.2286432160804,5_3,3,3,343731,84
IntegTest,303187,83,5_3,1.22613065326633,5_3,3,3,300678,83
IntegTest,293136,72,5_2,1.22110552763819,5_2,2,3,290408,72
IntegTest,427937,87,4_1,1.21706398996236,4_1_2,5,3,434793,96
IntegTest,311457,75,5_3,1.2035175879397,5_3,3,3,309942,75
IntegTest,312617,87,5_3,1.20100502512563,5_3,3,3,311226,87
IntegTest,263342,74,5_2,1.19849246231156,5_2,2,3,256107,74
IntegTest,275935,71,5_2,1.19346733668342,5_2,2,3,270902,71
IntegTest,301992,79,5_2,1.18341708542714,5_2,2,3,299567,79
IntegTest,254982,71,5_2,1.18090452261307,5_2,2,3,246429,71
IntegTest,306007,86,5_3,1.17587939698492,5_3,3,3,303584,86
IntegTest,561295,85,4_1,1.1693851944793,4_1_2,5,3,588942,94
IntegTest,262324,74,5_2,1.15829145728643,5_2,2,3,255329,74
IntegTest,523949,84,4_1,1.15934755332497,4_1_2,5,3,563391,94
IntegTest,712306,84,4_1,1.15181932245922,4_1_2,5,3,802249,92
IntegTest,473211,80,4_1,1.13927227101631,4_1_2,5,3,486253,88
IntegTest,718507,87,4_1,1.11417816813049,4_1_2,5,3,802386,96
IntegTest,682804,92,4_1,1.10664993726474,4_1_2,5,3,746405,98
IntegTest,329943,77,5_2,1.10050251256281,5_2,2,3,330969,77
IntegTest,333300,82,5_3,1.09547738693467,5_3,3,3,334479,82
IntegTest,329752,86,5_3,1.0929648241206,5_3,3,3,330486,86
IntegTest,290110,80,5_2,1.08542713567839,5_2,2,3,285017,80
IntegTest,306609,87,5_2,1.08040201005025,5_2,2,3,304705,87
IntegTest,622312,82,4_1,1.08155583437892,4_1_2,5,3,670846,92
IntegTest,323885,80,5_2,1.07286432160804,5_2,2,3,324011,80
IntegTest,309176,75,5_2,1.07035175879397,5_2,2,3,307176,75
IntegTest,317547,85,5_3,1.0678391959799,5_3,3,3,316781,85
IntegTest,503685,91,4_1,1.06649937264743,4_1_2,5,3,525241,98
IntegTest,625041,84,4_1,1.06398996235885,4_1_2,5,3,693859,93
IntegTest,333397,80,5_2,1.05527638190955,5_2,2,3,335042,80
IntegTest,484345,81,4_1,1.0564617314931,4_1_2,5,3,510111,88
IntegTest,340832,86,5_3,1.05025125628141,5_3,3,3,342824,86
IntegTest,416214,89,4_1,1.05144291091593,4_1_2,5,3,422060,97
IntegTest,353789,80,5_2,1.0427135678392,5_2,2,3,358092,80
IntegTest,293330,81,5_3,1.03266331658291,5_3,3,3,290037,81
IntegTest,317562,76,5_2,1.0251256281407,5_2,2,3,316770,76
IntegTest,694872,82,4_1,1.01129234629862,4_1_2,5,3,760601,91
IntegTest,311062,82,5_2,1.00251256281407,5_2,2,3,309523,82
IntegTest,319240,74,4_5,1,4_5,1,3,318796,74
IntegTest,318571,83,4_5,0.994974874371859,4_5,1,3,317932,83
IntegTest,307622,80,4_5,0.989949748743719,4_5,1,3,305782,80
IntegTest,526365,90,4_1,0.983688833124216,4_1_1,4,3,555434,97
IntegTest,763938,85,4_1,0.976160602258469,4_1_1,4,3,858222,94
IntegTest,391303,85,4_1,0.95357590966123,4_1_1,4,3,398080,89
IntegTest,327918,75,4_5,0.944723618090452,4_5,1,3,328463,75
IntegTest,348186,89,4_5,0.939698492462312,4_5,1,3,351521,89
IntegTest,333705,83,4_5,0.92713567839196,4_5,1,3,334952,83
IntegTest,293091,71,4_5,0.924623115577889,4_5,1,3,290831,71
IntegTest,325388,78,4_5,0.919597989949749,4_5,1,3,325702,78
IntegTest,363210,81,4_1,0.915934755332497,4_1_1,4,3,365388,81
IntegTest,315939,66,4_5,0.896984924623116,4_5,1,3,314907,66
IntegTest,475810,84,4_1,0.883312421580928,4_1_1,4,3,489651,90
IntegTest,764781,86,4_1,0.878293601003764,4_1_1,4,3,850849,93
IntegTest,602027,84,4_1,0.868255959849435,4_1_1,4,3,636132,94
IntegTest,378430,80,4_5,0.866834170854271,4_5,1,3,385125,80
IntegTest,294515,77,4_5,0.85427135678392,4_5,1,3,291465,77
IntegTest,313724,82,4_5,0.851758793969849,4_5,1,3,312658,82
IntegTest,520660,84,4_1,0.848180677540778,4_1_1,4,3,548247,92
IntegTest,604445,87,4_1,0.843161856963613,4_1_1,4,3,640606,95
IntegTest,270126,76,4_5,0.841708542713568,4_5,1,3,263479,76
IntegTest,280761,79,4_5,0.834170854271357,4_5,1,3,275064,79
IntegTest,771265,84,4_1,0.82810539523212,4_1_1,4,3,864958,93
IntegTest,332713,77,4_5,0.819095477386935,4_5,1,3,333981,77
IntegTest,303654,82,4_5,0.809045226130653,4_5,1,3,301823,82
IntegTest,508801,86,4_1,0.805520702634881,4_1_1,4,3,528128,94
IntegTest,478501,95,4_1,0.803011292346299,4_1_1,4,3,489028,99
IntegTest,335762,80,4_5,0.801507537688442,4_5,1,3,337410,80
IntegTest,460989,88,4_1,0.797992471769134,4_1_1,4,3,470732,95
IntegTest,362169,75,4_5,0.796482412060302,4_5,1,3,367539,75
IntegTest,674327,91,4_1,0.79297365119197,4_1_1,4,3,707378,99
IntegTest,338849,86,4_5,0.78643216080402,4_5,1,3,341101,86
IntegTest,302485,74,4_5,0.776381909547739,4_5,1,3,299630,74
IntegTest,285658,85,4_5,0.773869346733668,4_5,1,3,282191,85
IntegTest,800707,87,4_1,0.767879548306148,4_1_1,4,3,896397,97
IntegTest,267066,80,4_5,0.766331658291457,4_5,1,3,259777,80
IntegTest,294550,81,4_5,0.763819095477387,4_5,1,3,290413,81
IntegTest,418802,87,4_1,0.740276035131744,4_1_1,4,3,432053,94
IntegTest,332114,83,4_5,0.736180904522613,4_5,1,3,333251,83
IntegTest,813692,79,4_1,0.71267252195734,4_1_1,4,3,909287,89
IntegTest,342356,74,4_5,0.71105527638191,4_5,1,3,344500,74
IntegTest,359102,83,4_5,0.708542713567839,4_5,1,3,364167,83
IntegTest,561101,86,4_1,0.695106649937265,4_1_1,4,3,604443,94
IntegTest,337219,73,4_5,0.693467336683417,4_5,1,3,339500,73
IntegTest,339313,81,4_5,0.675879396984925,4_5,1,3,341591,81
IntegTest,352739,79,4_5,0.670854271356784,4_5,1,3,356577,79
IntegTest,389006,88,4_5,0.660804020100503,4_5,1,3,400750,89
IntegTest,350144,83,4_5,0.653266331658292,4_5,1,3,353927,83
IntegTest,364312,70,4_5,0.650753768844221,4_5,1,3,368367,70
IntegTest,365774,78,4_5,0.648241206030151,4_5,1,3,371186,78
IntegTest,880108,79,4_1,0.637390213299874,4_1_1,4,3,1015210,91
IntegTest,643720,80,4_1,0.627352572145546,4_1_1,4,3,707112,91
IntegTest,496070,80,4_1,0.619824341279799,4_1_1,4,3,515729,89
IntegTest,307347,79,4_5,0.605527638190955,4_5,1,3,305189,79
IntegTest,304504,74,4_5,0.600502512562814,4_5,1,3,301937,74
IntegTest,370134,82,4_5,0.592964824120603,4_5,1,3,376218,82
IntegTest,322199,72,4_5,0.590452261306533,4_5,1,3,322106,72
IntegTest,413886,71,4_5,0.580402010050251,4_5,1,3,428387,79
IntegTest,362377,73,4_5,0.57035175879397,4_5,1,3,366753,73
IntegTest,315744,72,4_5,0.565326633165829,4_5,1,3,314892,72
IntegTest,317272,72,4_5,0.555276381909548,4_5,1,3,316557,72
IntegTest,671513,82,4_1,0.55207026348808,4_1_1,4,3,734844,92
IntegTest,334360,81,4_5,0.532663316582915,4_5,1,3,335876,81
IntegTest,359515,70,4_5,0.522613065326633,4_5,1,3,364233,70
IntegTest,358337,77,4_5,0.517587939698492,4_5,1,3,362809,77
IntegTest,436839,75,4_1,0.514429109159347,4_1_1,4,3,458680,84
IntegTest,648071,81,4_1,0.501882057716437,4_1_1,4,3,708281,89
IntegTest,301403,77,4_5,0.5,4_5,1,3,298066,77
IntegTest,299316,77,4_5,0.487437185929648,4_5,1,3,295542,77
IntegTest,342521,72,4_5,0.484924623115578,4_5,1,3,345784,72
IntegTest,314071,82,4_5,0.449748743718593,4_5,1,3,312592,82
IntegTest,298781,76,4_5,0.42964824120603,4_5,1,3,295286,76
IntegTest,492263,92,4_1,0.426599749058971,4_1_1,4,3,524259,98
IntegTest,469984,83,4_1,0.424090338770389,4_1_1,4,3,492158,92
IntegTest,320009,70,4_5,0.422110552763819,4_5,1,3,319593,70
IntegTest,316441,81,4_5,0.419597989949749,4_5,1,3,315391,81
IntegTest,361376,76,4_5,0.417085427135678,4_5,1,3,367216,76
IntegTest,304975,84,4_5,0.414572864321608,4_5,1,3,302321,84
IntegTest,294235,83,4_5,0.412060301507538,4_5,1,3,289798,83
IntegTest,284959,81,4_5,0.402010050251256,4_5,1,3,280589,81
IntegTest,283368,75,4_5,0.399497487437186,4_5,1,3,278696,75
IntegTest,252255,79,4_5,0.394472361809045,4_5,1,3,242781,79
IntegTest,326630,79,4_5,0.386934673366834,4_5,1,3,327228,79
IntegTest,301329,82,4_5,0.381909547738693,4_5,1,3,297905,82
IntegTest,327064,77,4_5,0.364321608040201,4_5,1,3,327768,77
IntegTest,300519,85,4_5,0.361809045226131,4_5,1,3,297358,85
IntegTest,287869,72,4_5,0.35427135678392,4_5,1,3,283598,72
IntegTest,284254,57,4_5,0.346733668341709,4_5,1,3,278953,57
IntegTest,330850,81,4_5,0.344221105527638,4_5,1,3,332046,81
IntegTest,309264,72,4_5,0.339195979899498,4_5,1,3,306810,72
IntegTest,261608,82,4_5,0.336683417085427,4_5,1,3,251897,82
IntegTest,437889,76,4_1,0.33375156838143,4_1_1,4,3,457200,83
IntegTest,326722,73,4_5,0.331658291457286,4_5,1,3,327304,73
IntegTest,356280,76,4_5,0.329145728643216,4_5,1,3,361396,76
IntegTest,249805,82,4_5,0.309045226130653,4_5,1,3,239155,82
IntegTest,321753,83,4_1,0.296110414052698,4_1_1,4,3,321611,83
IntegTest,315578,84,4_1,0.291091593475533,4_1_1,4,3,314459,84
IntegTest,339606,71,4_5,0.28643216080402,4_5,1,3,342103,71
IntegTest,340101,69,4_5,0.28391959798995,4_5,1,3,343509,69
IntegTest,331467,66,4_5,0.276381909547739,4_5,1,3,332448,66
IntegTest,304074,76,4_1,0.273525721455458,4_1_1,4,3,301230,76
IntegTest,287819,80,4_1,0.265997490589711,4_1_1,4,3,283930,80
IntegTest,393377,70,4_5,0.258793969849246,4_5,1,3,401333,74
IntegTest,367607,76,4_5,0.256281407035176,4_5,1,3,375255,76
IntegTest,324760,73,4_5,0.246231155778894,4_5,1,3,325063,73
IntegTest,256242,76,4_1,0.243412797992472,4_1_1,4,3,249201,76
IntegTest,324975,76,4_5,0.238693467336683,4_5,1,3,325304,76
IntegTest,323576,82,4_5,0.236180904522613,4_5,1,3,323676,82
IntegTest,307388,79,4_1,0.220828105395232,4_1_1,4,3,305505,79
IntegTest,282105,74,4_1,0.213299874529486,4_1_1,4,3,275749,74
IntegTest,249638,71,4_1,0.208281053952321,4_1_1,4,3,240489,71
IntegTest,282017,77,4_5,0.203517587939698,4_5,1,3,275904,77
IntegTest,372194,77,4_5,0.178391959798995,4_5,1,3,379916,77
IntegTest,296549,61,4_5,0.173366834170854,4_5,1,3,292070,61
IntegTest,299798,68,4_5,0.170854271356784,4_5,1,3,296543,68
IntegTest,351504,75,4_5,0.165829145728643,4_5,1,3,355345,75
IntegTest,310310,81,4_1,0.163111668757842,4_1_1,4,3,308537,81
IntegTest,226987,80,4_1,0.16060225846926,4_1_1,4,3,211798,80
IntegTest,371263,64,4_5,0.155778894472362,4_5,1,3,376499,64
IntegTest,369355,69,4_5,0.153266331658291,4_5,1,3,376495,69
IntegTest,319125,73,4_1,0.135508155583438,4_1_1,4,3,318500,73
IntegTest,368858,71,4_5,0.123115577889447,4_5,1,3,375832,71
IntegTest,314923,81,4_1,0.117942283563363,4_1_1,4,3,313614,81
IntegTest,296864,72,4_1,0.110414052697616,4_1_1,4,3,292942,72
IntegTest,310965,73,4_5,0.105527638190955,4_5,1,3,309694,73
IntegTest,309423,73,4_5,0.103015075376884,4_5,1,3,307315,73
IntegTest,308260,57,4_5,0.0979899497487437,4_5,1,3,306566,57
IntegTest,279724,81,4_5,0.0954773869346734,4_5,1,3,275754,81
IntegTest,281768,75,4_5,0.085427135678392,4_5,1,3,277593,75
IntegTest,419870,67,4_5,0.0804020100502513,4_5,1,3,437808,75
IntegTest,227793,59,4_5,0.0778894472361809,4_5,1,3,216047,59
IntegTest,269689,69,4_5,0.0653266331658292,4_5,1,3,262904,69
IntegTest,380042,77,4_5,0.0628140703517588,4_5,1,3,385378,78
IntegTest,266353,70,4_5,0.0577889447236181,4_5,1,3,259932,70
IntegTest,396134,71,4_5,0.0527638190954774,4_5,1,3,406681,76
IntegTest,331142,69,4_5,0.0452261306532663,4_5,1,3,332677,69
IntegTest,265207,66,4_5,0.0376884422110553,4_5,1,3,257741,66
IntegTest,301809,73,4_1,0.0326223337515684,4_1_1,4,3,298174,73
IntegTest,307528,70,4_5,0.0226130653266332,4_5,1,3,305473,70
IntegTest,321585,80,4_1,0.0200752823086575,4_1_1,4,3,321386,80
IntegTest,267050,78,4_1,0.0150564617314931,4_1_1,4,3,260964,78
IntegTest,273541,69,4_5,0.00753768844221105,4_5,1,3,266346,69
