cell2_type5_2,cell6_type5_2,cell8_type4_1,cell9_type5_2,cell11_type5_3,cell13_type5_3,cell16_type5_2,cell18_type5_3,cell23_type5_2,cell26_type5_2,cell28_type5_2,cell30_type4_1,cell31_type4_1,cell32_type5_3,cell36_type4_1,cell44_type5_3,cell45_type4_1,cell53_type4_1,cell55_type5_3,cell65_type5_2,cell66_type5_2,cell70_type5_3,cell71_type5_2,cell79_type5_3,cell82_type5_2,cell86_type4_1,cell89_type5_3,cell95_type5_2,cell109_type5_2,cell111_type5_3,cell113_type5_3,cell120_type4_1,cell123_type4_1,cell125_type4_1,cell126_type5_3,cell133_type5_3,cell134_type4_1,cell141_type5_2,cell146_type4_1,cell149_type4_1,cell152_type4_1,cell157_type5_2,cell174_type5_3,cell176_type5_3,cell179_type5_2,cell182_type5_2,cell184_type4_1,cell185_type5_3,cell189_type4_1,cell192_type5_2,cell193_type4_1,cell194_type5_2,cell195_type4_1,cell197_type5_3,cell198_type5_2,cell199_type4_1,cell200_type5_3,cell201_type5_2,cell204_type5_3,cell205_type5_3,cell206_type5_2,cell210_type5_2,cell215_type4_1,cell218_type5_3,cell219_type4_1,cell221_type5_2,cell224_type5_2,cell226_type5_2,cell228_type4_1,cell229_type5_3,cell230_type5_2,cell231_type5_3,cell233_type5_2,cell235_type5_2,cell236_type4_1,cell237_type5_3,cell239_type5_2,cell243_type4_1,cell246_type5_3,cell247_type5_2,cell251_type5_3,cell253_type4_1,cell257_type4_1,cell259_type5_2,cell262_type5_2,cell264_type5_2,cell265_type4_1,cell271_type5_3,cell275_type4_1,cell276_type5_3,cell277_type5_3,cell281_type5_3,cell284_type4_1,cell293_type5_3,cell295_type5_3,cell296_type4_1,cell297_type5_2,cell299_type5_2,cell303_type4_1,cell305_type4_1,cell308_type5_3,cell311_type5_2,cell312_type5_2,cell313_type4_1,cell317_type5_2,cell318_type4_1,cell323_type4_1,cell324_type4_1,cell327_type5_2,cell328_type5_2,cell329_type5_3,cell332_type5_3,cell333_type5_3,cell336_type4_1,cell338_type5_3,cell340_type4_1,cell343_type4_1,cell348_type5_2,cell349_type4_1,cell352_type4_1,cell353_type4_1,cell354_type5_2,cell360_type5_3,cell362_type5_2,cell368_type5_3,cell369_type5_2,cell371_type5_3,cell379_type5_3,cell380_type5_2,cell384_type5_2,cell385_type5_3,cell386_type5_2,cell393_type5_2,cell398_type5_2,cell405_type4_5,cell406_type4_1,cell407_type4_5,cell409_type4_1,cell410_type4_1,cell413_type4_5,cell416_type4_1,cell420_type4_5,cell422_type4_5,cell428_type4_5,cell433_type4_5,cell436_type4_1,cell440_type4_1,cell441_type4_5,cell442_type4_5,cell444_type4_5,cell445_type4_5,cell452_type4_5,cell454_type4_5,cell459_type4_5,cell460_type4_1,cell461_type4_1,cell466_type4_5,cell468_type4_5,cell469_type4_5,cell470_type4_5,cell471_type4_5,cell472_type4_5,cell473_type4_5,cell475_type4_5,cell481_type4_5,cell482_type4_5,cell483_type4_5,cell488_type4_1,cell492_type4_5,cell502_type4_5,cell503_type4_5,cell504_type4_5,cell505_type4_5,cell508_type4_5,cell518_type4_5,cell519_type4_1,cell526_type4_5,cell527_type4_5,cell531_type4_5,cell534_type4_5,cell536_type4_5,cell540_type4_5,cell545_type4_5,cell548_type4_5,cell549_type4_5,cell555_type4_5,cell560_type4_5,cell563_type4_1,cell567_type4_5,cell569_type4_5,cell571_type4_5,cell577_type4_5,cell581_type4_5,cell583_type4_1,cell587_type4_5,cell588_type4_5,cell590_type4_1,cell591_type4_5,cell592_type4_5,cell593_type4_5,cell596_type4_1,cell597_type4_5,cell602_type4_5,cell603_type4_5,cell605_type4_5,cell610_type4_1,cell612_type4_5,cell615_type4_5,cell620_type4_5,cell623_type4_1,cell624_type4_5,cell625_type4_5,cell630_type4_5,cell638_type4_1,cell639_type4_1,cell642_type4_5,cell646_type4_1,cell647_type4_1,cell650_type4_5,cell656_type4_5,cell657_type4_5,cell658_type4_5,cell659_type4_5,cell660_type4_1,cell662_type4_1,cell664_type4_1,cell665_type4_5,cell672_type4_5,cell678_type4_1,cell681_type4_1,cell685_type4_5,cell691_type4_5,cell695_type4_1,cell697_type4_1,cell698_type4_5,cell699_type4_1,cell705_type4_1,cell706_type4_5,cell707_type4_5,cell708_type4_5,cell709_type4_5,cell710_type4_5,cell713_type4_1,cell717_type4_1,cell718_type4_5,cell719_type4_5,cell722_type4_5,cell723_type4_5,cell725_type4_5,cell726_type4_5,cell728_type4_5,cell729_type4_1,cell730_type4_5,cell731_type4_5,cell733_type4_1,cell735_type4_5,cell740_type4_5,cell741_type4_5,cell743_type4_1,cell744_type4_5,cell746_type4_5,cell748_type4_1,cell749_type4_5,cell750_type4_1,cell752_type4_5,cell753_type4_1,cell755_type4_5,cell756_type4_5,cell758_type4_1,cell762_type4_1,cell766_type4_5,cell771_type4_5,cell772_type4_1,cell775_type4_5,cell777_type4_1,cell783_type4_5,cell784_type4_5,cell785_type4_5,cell790_type4_1
1,0,0,0,0,2,5,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,1,3,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,1,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,4,0,0,15,0,0,0,0,0,0,0,0,7,0,19,0,0,0,11,0,0,0,0,13,11,0,0,3,7,0,0,7,0,7,0,0,0,7,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,8,0,5,9,0,0,0,0,0,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,10,0,0,0,0,0,9,0,12,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,6,8,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,5,0,4,7,0,2,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,16,0,0,0,0,0,0,0,0,23,0,0,8,10,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,10,3,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,7,9,5,0,3,0,0,0,0,0,6,6,0,0,0,12,0,0,6,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,9,0,10,7,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,10,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0
0,0,4,0,0,5,0,6,1,0,2,0,0,0,11,0,0,0,1,0,4,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,5,7,0,0,0,4,0,0,0,5,0,0,0,0,0,0,5,0,0,1,0,0,0,5,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,6,0,0,11,0,4,0,0,0,7,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,5,5,0,3,7,0,4,0,0,0,0,0,6,4,0,0,0,7,0,0,0,5,0,0,0,0,24,0,0,14,0,0,0,0,0,4,0,0,8,13,7,0,0,0,0,0,0,3,0,2,6,16,0,0,0,1,2,0,0,8,6,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,1,11,0,0,0,7,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,5,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,8,2,1,0,2,7,5,0,0,0,3,2,1,5,0,0,0,0,2,5,5,6,0,2,0,0,0,1,0,0,1,0,0,2,0,0,4,0,0,0,0,1,2,0,2,0,5,0,1,4,0,0,2,0,5,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,2,3,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1,0,0,0,0,0,1,2,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,3,0,0,0,0,5,0,2,2,2,0,2,0,7,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,9,0,0,0,6,0,1,2,1,0,6,0,0,3,1,0,2,5,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,3,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,0,0,1,0,0,1,0,4,3,0,6,1,0,0,0,2,0,0,0
0,0,2,0,0,0,0,3,0,0,0,0,0,0,6,0,4,6,0,0,0,1,10,8,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0,0,0,5,0,0,0,0,6,2,0,0,0,0,0,0,0,0,8,0,0,6,0,1,0,0,4,4,1,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,7,0,0,0,0,2,0,4,0,6,0,0,4,0,3,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,7,0,0,12,0
13,10,0,5,0,0,6,0,0,9,40,0,0,0,0,0,0,0,0,3,8,0,18,0,0,0,11,0,39,0,0,0,0,9,13,3,12,21,0,0,0,0,0,0,17,0,0,2,0,0,14,0,0,0,18,9,0,6,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,33,9,0,0,0,7,0,0,0,0,29,0,0,0,7,0,7,0,0,0,0,0,0,0,0,11,34,0,25,16,30,0,11,7,0,0,0,0,0,0,0,0,7,3,4,0,0,0,10,0,7,0,7,0,0,11,0,0,0,19,0,0,0,9,15,11,0,0,7,0,0,3,0,0,0,3,13,6,2,0,11,4,0,0,11,0,14,0,0,6,0,6,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,1,9,5,1,0,0,0,0,0,0,11,5,0,9,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,0,0,8,2,5,0,0,0,11,0,0,0,0,0,0,0,0,15,17,0,7,4,9,0,9,0,0,0,19,0,0,0,0,0,0,7,0,0,0,14,12,18,18,10,5,25,13,8,0,22,0,9,0,13,6,24,44,14,17,13,0,0,0,5,4,11,6,0,22,0,12,0,4,12,8,0,3,16,0,0,0,0,7,0,0,0,0,0,8,5,0,8,18,0,0,50,0,0,5,11,34,4,0,0,0,0,26,19,20,18,10,0,3,0,0,15,0,10,0,13,0,21,7,33,0,0,0,10,41,13,31,14,12,5,17,0,0,29,0,23,45,30,75,0,0,21,33,17,0,19,0,4,0,0,8,15,0,11,0,45,0,4,10,4,0,0,0,10,7,13,0,37,9,0,23,8,0,0,3,25,0,10,0,3,17,0,0,0,21,0,0,0,3,20,0,0,8,9,0,6,0,5,10,6,11,11,9,0,0,0,0,9,3,0,0,0,18,8,8,0,4,0,0,0,7,0,0,0,0,10,0,12,5,0,0,0,53,0,0,0,7,0,0,0,0,3,2,0,0,0,0,0,0,7,0,13,0,9,0,0,1,0,7,0,12,0,0,0,7,0,5,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
