orig.ident,nCount_ATAC,nFeature_ATAC,pop,depth,cell.type,cell.type.idx,batch,predicted.l1.score,predicted.l1
IntegTest,575,79,4_1,1.79171894604768,4_1_2,5,2,0.473670342444251,4_1
IntegTest,553,89,5_3,1.78140703517588,5_3,3,2,0.455433025932389,4_5
IntegTest,560,79,5_2,1.76633165829146,5_2,2,2,0.389266618358068,5_2
IntegTest,652,80,5_2,1.73115577889447,5_2,2,2,0.392365527503991,5_2
IntegTest,392,73,5_3,1.72613065326633,5_3,3,2,0.483565271038827,4_5
IntegTest,437,69,5_3,1.72110552763819,5_3,3,2,0.375092608601312,4_5
IntegTest,484,75,4_1,1.70639899623588,4_1_2,5,2,0.694133247689807,4_1
IntegTest,508,75,4_1,1.69887076537014,4_1_2,5,2,0.551496783758194,4_1
IntegTest,685,81,4_1,1.69385194479297,4_1_2,5,2,0.408740780185881,4_5
IntegTest,283,65,5_3,1.68844221105528,5_3,3,2,0.360023166201237,4_5
IntegTest,487,81,5_3,1.67085427135678,5_3,3,2,0.567176047280844,4_1
IntegTest,454,70,4_1,1.67126725219573,4_1_2,5,2,0.459463544013457,4_5
IntegTest,537,72,5_2,1.65075376884422,5_2,2,2,0.413528294787541,4_5
IntegTest,483,74,4_1,1.64115432873275,4_1_2,5,2,0.459006962177384,4_5
IntegTest,526,87,4_1,1.633626097867,4_1_2,5,2,0.394580148599351,4_1
IntegTest,429,79,4_1,1.62609786700125,4_1_2,5,2,0.415252159145593,4_5
IntegTest,536,73,5_2,1.6105527638191,5_2,2,2,0.331558945045491,5_2
IntegTest,489,72,5_3,1.5678391959799,5_3,3,2,0.326792914585002,4_5
IntegTest,482,72,5_3,1.56281407035176,5_3,3,2,0.370046767107062,4_5
IntegTest,475,75,5_2,1.55527638190955,5_2,2,2,0.388924188058621,4_1
IntegTest,639,87,5_2,1.54773869346734,5_2,2,2,0.425631228860066,4_1
IntegTest,460,72,4_1,1.54579673776662,4_1_2,5,2,0.396953724400911,4_1
IntegTest,418,74,5_3,1.54020100502513,5_3,3,2,0.291437039523937,4_5
IntegTest,549,80,4_1,1.53324968632371,4_1_2,5,2,0.586667934125271,4_1
IntegTest,534,74,5_2,1.52261306532663,5_2,2,2,0.421647010956968,4_1
IntegTest,632,76,4_1,1.52321204516939,4_1_2,5,2,0.357080813181191,4_5
IntegTest,437,81,5_2,1.51758793969849,5_2,2,2,0.355835299053197,4_5
IntegTest,444,73,4_1,1.51819322459222,4_1_2,5,2,0.406449167914636,4_5
IntegTest,530,65,5_3,1.51005025125628,5_3,3,2,0.39202283578721,4_1
IntegTest,546,79,5_2,1.50753768844221,5_2,2,2,0.398998857146039,4_5
IntegTest,480,69,4_1,1.50815558343789,4_1_2,5,2,0.475583365326365,4_1
IntegTest,470,78,5_3,1.50251256281407,5_3,3,2,0.401492489281022,4_5
IntegTest,519,83,5_2,1.5,5_2,2,2,0.434940797513501,5_2
IntegTest,426,69,5_3,1.49246231155779,5_3,3,2,0.364590461843491,4_5
IntegTest,410,72,5_3,1.48994974874372,5_3,3,2,0.417716227906568,4_5
IntegTest,575,92,5_2,1.48743718592965,5_2,2,2,0.399418599167449,4_5
IntegTest,611,83,5_2,1.47738693467337,5_2,2,2,0.429808571102151,4_5
IntegTest,645,89,4_1,1.46800501882058,4_1_2,5,2,0.470552602046137,4_1
IntegTest,380,72,5_3,1.4572864321608,5_3,3,2,0.438477276540027,4_5
IntegTest,490,85,4_1,1.45796737766625,4_1_2,5,2,0.409941863025794,4_1
IntegTest,465,80,5_2,1.44974874371859,5_2,2,2,0.511463810232443,5_2
IntegTest,568,74,5_2,1.44221105527638,5_2,2,2,0.40108384164201,4_5
IntegTest,483,75,5_2,1.43718592964824,5_2,2,2,0.433254359672018,5_2
IntegTest,512,85,4_1,1.43538268506901,4_1_2,5,2,0.44908074849267,4_1
IntegTest,282,59,5_3,1.42964824120603,5_3,3,2,0.357716261622584,4_1
IntegTest,517,76,5_2,1.42713567839196,5_2,2,2,0.398074503486331,4_5
IntegTest,328,61,5_3,1.42462311557789,5_3,3,2,0.312281760700597,4_5
IntegTest,546,78,5_2,1.41959798994975,5_2,2,2,0.407969802179514,4_5
IntegTest,521,72,5_2,1.41457286432161,5_2,2,2,0.321770192110461,5_2
IntegTest,605,84,4_1,1.41530740276035,4_1_2,5,2,0.440260951942919,4_1
IntegTest,520,79,5_3,1.40954773869347,5_3,3,2,0.539088029702386,4_5
IntegTest,544,77,5_2,1.40452261306533,5_2,2,2,0.380455933008654,5_2
IntegTest,448,78,4_1,1.39774153074028,4_1_2,5,2,0.501425265105634,4_5
IntegTest,556,79,5_3,1.38693467336683,5_3,3,2,0.512501093628096,4_5
IntegTest,525,75,5_2,1.38442211055276,5_2,2,2,0.419869760700707,4_5
IntegTest,364,58,5_3,1.37437185929648,5_3,3,2,0.403034128280785,4_5
IntegTest,496,80,4_1,1.37264742785445,4_1_2,5,2,0.556169644022724,4_1
IntegTest,432,76,4_1,1.36260978670013,4_1_2,5,2,0.36053804793668,4_1
IntegTest,627,90,5_2,1.35427135678392,5_2,2,2,0.441231624940405,4_5
IntegTest,566,74,5_2,1.34673366834171,5_2,2,2,0.439113747356925,4_5
IntegTest,512,67,5_2,1.34170854271357,5_2,2,2,0.353595936669724,5_2
IntegTest,445,93,4_1,1.34253450439147,4_1_2,5,2,0.437004895937642,4_1
IntegTest,609,71,5_3,1.32412060301508,5_3,3,2,0.482074998366332,4_1
IntegTest,404,77,4_1,1.31744040150565,4_1_2,5,2,0.475823739107394,4_1
IntegTest,458,77,5_3,1.31155778894472,5_3,3,2,0.573538530165765,4_5
IntegTest,547,68,5_3,1.30904522613065,5_3,3,2,0.442713533550226,4_5
IntegTest,407,66,5_3,1.29899497487437,5_3,3,2,0.332275815352208,4_5
IntegTest,512,76,4_1,1.29485570890841,4_1_2,5,2,0.484099559422914,4_5
IntegTest,413,78,5_3,1.26884422110553,5_3,3,2,0.368101692117724,4_5
IntegTest,353,57,5_3,1.26381909547739,5_3,3,2,0.444707520236888,4_5
IntegTest,385,73,4_1,1.26474278544542,4_1_2,5,2,0.414218236038075,4_1
IntegTest,403,66,5_2,1.25879396984925,5_2,2,2,0.339953519166674,4_5
IntegTest,407,81,5_2,1.25376884422111,5_2,2,2,0.368336575588331,4_1
IntegTest,262,70,4_1,1.24717691342534,4_1_2,5,2,0.545095158315606,4_1
IntegTest,384,72,4_1,1.24215809284818,4_1_2,5,2,0.419172760889112,4_5
IntegTest,439,73,5_3,1.23115577889447,5_3,3,2,0.477791975063666,4_1
IntegTest,497,81,5_2,1.22361809045226,5_2,2,2,0.380687932683872,5_2
IntegTest,579,72,5_2,1.22110552763819,5_2,2,2,0.411496011447088,4_5
IntegTest,443,80,4_1,1.22208281053952,4_1_2,5,2,0.539385022800605,4_1
IntegTest,491,71,5_2,1.20854271356784,5_2,2,2,0.492322131435234,4_1
IntegTest,419,70,4_1,1.20953575909661,4_1_2,5,2,0.612815301211345,4_1
IntegTest,452,73,4_1,1.1969887076537,4_1_2,5,2,0.397868946764762,4_5
IntegTest,460,74,4_1,1.19447929736512,4_1_2,5,2,0.494105979009781,4_1
IntegTest,608,79,5_2,1.18341708542714,5_2,2,2,0.355227430037586,4_5
IntegTest,499,78,5_2,1.18090452261307,5_2,2,2,0.410249284079953,4_5
IntegTest,504,81,5_3,1.17839195979899,5_3,3,2,0.453991251600333,4_5
IntegTest,602,79,5_3,1.17085427135678,5_3,3,2,0.363469117366042,4_5
IntegTest,532,75,5_3,1.16834170854271,5_3,3,2,0.408901187316602,4_5
IntegTest,361,75,4_1,1.16436637390213,4_1_2,5,2,0.497689223998485,4_1
IntegTest,523,70,5_3,1.15577889447236,5_3,3,2,0.392874902846387,4_5
IntegTest,313,80,4_1,1.1543287327478,4_1_2,5,2,0.416166972869711,4_1
IntegTest,475,69,4_1,1.14680050188206,4_1_2,5,2,0.467968661839583,4_1
IntegTest,520,70,5_2,1.13065326633166,5_2,2,2,0.545123422821718,4_5
IntegTest,452,81,4_1,1.13174404015056,4_1_2,5,2,0.379347475559577,4_1
IntegTest,425,79,4_1,1.12421580928482,4_1_2,5,2,0.574245148732546,4_1
IntegTest,420,73,4_1,1.12170639899624,4_1_2,5,2,0.506662157030515,4_1
IntegTest,422,76,5_2,1.11557788944724,5_2,2,2,0.390146512317367,4_5
IntegTest,493,73,5_3,1.10050251256281,5_3,3,2,0.396540350076981,4_5
IntegTest,435,76,5_2,1.09547738693467,5_2,2,2,0.49366897137659,4_5
IntegTest,473,77,5_3,1.08040201005025,5_3,3,2,0.352562063911606,4_5
IntegTest,564,82,5_2,1.07788944723618,5_2,2,2,0.392893988262941,4_5
IntegTest,407,68,5_3,1.07286432160804,5_3,3,2,0.493227720050762,4_1
IntegTest,503,70,5_3,1.05276381909548,5_3,3,2,0.387670051386209,4_5
IntegTest,612,78,5_2,1.05025125628141,5_2,2,2,0.371922799417261,4_5
IntegTest,627,83,5_2,1.04020100502513,5_2,2,2,0.383430148419498,4_5
IntegTest,393,71,5_3,1.03768844221106,5_3,3,2,0.40601776609644,4_5
IntegTest,427,70,5_2,1.03517587939698,5_2,2,2,0.394439924425577,4_5
IntegTest,551,80,5_2,1.01758793969849,5_2,2,2,0.456828696951455,4_5
IntegTest,436,78,5_2,1.00502512562814,5_2,2,2,0.335119164112442,4_5
IntegTest,611,72,4_5,0.992462311557789,4_5,1,2,0.316618214679232,4_5
IntegTest,282,50,4_1,0.98870765370138,4_1_1,4,2,0.472445236695233,4_1
IntegTest,467,78,4_5,0.987437185929648,4_5,1,2,0.355337710286502,5_3
IntegTest,283,62,4_1,0.981179422835634,4_1_1,4,2,0.434149561924612,4_5
IntegTest,337,61,4_1,0.978670012547051,4_1_1,4,2,0.505839813776867,4_1
IntegTest,698,64,4_5,0.972361809045226,4_5,1,2,0.337966635358435,4_5
IntegTest,302,55,4_1,0.963613550815558,4_1_1,4,2,0.501388098164708,4_1
IntegTest,672,79,4_5,0.954773869346734,4_5,1,2,0.362626748565657,4_5
IntegTest,525,69,4_5,0.949748743718593,4_5,1,2,0.384044802200768,4_5
IntegTest,545,77,4_5,0.934673366834171,4_5,1,2,0.390655651733188,4_1
IntegTest,413,66,4_5,0.922110552763819,4_5,1,2,0.381210820395539,4_1
IntegTest,370,71,4_1,0.913425345043915,4_1_1,4,2,0.386993787513712,4_1
IntegTest,316,65,4_1,0.903387703889586,4_1_1,4,2,0.376563134953622,4_1
IntegTest,443,78,4_5,0.902010050251256,4_5,1,2,0.373113651248589,4_5
IntegTest,558,78,4_5,0.899497487437186,4_5,1,2,0.38009844306769,4_5
IntegTest,505,77,4_5,0.894472361809045,4_5,1,2,0.319413594628295,4_1
IntegTest,372,70,4_5,0.891959798994975,4_5,1,2,0.426051695034053,4_5
IntegTest,518,89,4_5,0.874371859296482,4_5,1,2,0.343608064799987,4_5
IntegTest,430,58,4_5,0.869346733668342,4_5,1,2,0.375801618031574,4_5
IntegTest,436,65,4_5,0.85678391959799,4_5,1,2,0.318538437679454,4_5
IntegTest,304,53,4_1,0.853199498117942,4_1_1,4,2,0.542978137092344,4_1
IntegTest,371,65,4_1,0.85069008782936,4_1_1,4,2,0.508516195067366,4_1
IntegTest,542,68,4_5,0.839195979899497,4_5,1,2,0.333182341518961,5_2
IntegTest,421,85,4_5,0.834170854271357,4_5,1,2,0.549455400040038,4_5
IntegTest,523,66,4_5,0.831658291457286,4_5,1,2,0.569496521195578,4_5
IntegTest,372,75,4_5,0.829145728643216,4_5,1,2,0.375952878274646,4_5
IntegTest,522,67,4_5,0.826633165829146,4_5,1,2,0.417676860978902,4_5
IntegTest,460,79,4_5,0.824120603015075,4_5,1,2,0.459799482219196,4_1
IntegTest,420,71,4_5,0.821608040201005,4_5,1,2,0.33842237192858,4_1
IntegTest,482,71,4_5,0.816582914572864,4_5,1,2,0.420579646375879,4_1
IntegTest,449,74,4_5,0.801507537688442,4_5,1,2,0.413477417047981,4_5
IntegTest,571,83,4_5,0.798994974874372,4_5,1,2,0.318520666494793,4_5
IntegTest,348,64,4_5,0.796482412060302,4_5,1,2,0.377083492993445,4_1
IntegTest,382,68,4_1,0.782936010037641,4_1_1,4,2,0.405838009066917,4_1
IntegTest,417,69,4_5,0.773869346733668,4_5,1,2,0.42571163986253,4_5
IntegTest,440,70,4_5,0.748743718592965,4_5,1,2,0.40345907160617,4_5
IntegTest,440,81,4_5,0.746231155778894,4_5,1,2,0.443261768180269,4_1
IntegTest,456,68,4_5,0.743718592964824,4_5,1,2,0.475221914193462,4_1
IntegTest,428,63,4_5,0.741206030150754,4_5,1,2,0.352834495390354,4_5
IntegTest,390,63,4_5,0.733668341708543,4_5,1,2,0.472365550230699,4_1
IntegTest,372,72,4_5,0.708542713567839,4_5,1,2,0.379139454115716,4_5
IntegTest,345,57,4_1,0.705144291091593,4_1_1,4,2,0.332733536577705,4_5
IntegTest,399,72,4_5,0.688442211055276,4_5,1,2,0.515428676035855,4_5
IntegTest,316,61,4_5,0.685929648241206,4_5,1,2,0.529864987096503,4_5
IntegTest,360,69,4_5,0.675879396984925,4_5,1,2,0.441546248692309,4_5
IntegTest,464,72,4_5,0.668341708542714,4_5,1,2,0.429367856666326,4_5
IntegTest,482,79,4_5,0.663316582914573,4_5,1,2,0.364182814154233,4_5
IntegTest,473,83,4_5,0.653266331658292,4_5,1,2,0.495611236570315,4_5
IntegTest,393,75,4_5,0.64070351758794,4_5,1,2,0.443119950612181,4_5
IntegTest,310,67,4_5,0.633165829145729,4_5,1,2,0.508104381285846,4_5
IntegTest,500,80,4_5,0.630653266331658,4_5,1,2,0.33349279387375,4_5
IntegTest,317,63,4_5,0.615577889447236,4_5,1,2,0.360456613182143,4_1
IntegTest,445,68,4_5,0.603015075376884,4_5,1,2,0.371282096049818,4_5
IntegTest,491,72,4_1,0.594730238393977,4_1_1,4,2,0.409351827391736,4_1
IntegTest,405,74,4_5,0.585427135678392,4_5,1,2,0.362169193770497,4_1
IntegTest,441,76,4_5,0.580402010050251,4_5,1,2,0.500221248236483,4_5
IntegTest,237,55,4_5,0.575376884422111,4_5,1,2,0.360363707813865,4_1
IntegTest,516,67,4_5,0.560301507537688,4_5,1,2,0.366793770865572,4_1
IntegTest,437,65,4_5,0.550251256281407,4_5,1,2,0.317461886555519,4_1
IntegTest,440,74,4_1,0.544542032622334,4_1_1,4,2,0.577177019571385,4_1
IntegTest,307,66,4_5,0.535175879396985,4_5,1,2,0.427434110027209,4_5
IntegTest,422,72,4_5,0.532663316582915,4_5,1,2,0.401696854168492,4_1
IntegTest,326,71,4_1,0.526976160602258,4_1_1,4,2,0.507864647031711,4_5
IntegTest,358,58,4_5,0.525125628140704,4_5,1,2,0.431384806749115,4_1
IntegTest,465,74,4_5,0.522613065326633,4_5,1,2,0.488241438634664,4_5
IntegTest,382,71,4_5,0.520100502512563,4_5,1,2,0.470219764043145,4_1
IntegTest,315,65,4_1,0.511919698870765,4_1_1,4,2,0.430161844498369,4_5
IntegTest,399,73,4_5,0.510050251256281,4_5,1,2,0.391822554302526,4_1
IntegTest,327,70,4_5,0.49748743718593,4_5,1,2,0.457321354342438,4_5
IntegTest,352,65,4_5,0.494974874371859,4_5,1,2,0.333316695228407,4_5
IntegTest,431,74,4_5,0.489949748743719,4_5,1,2,0.427721079548984,4_1
IntegTest,397,69,4_1,0.476787954830615,4_1_1,4,2,0.394547407892693,4_5
IntegTest,447,75,4_5,0.472361809045226,4_5,1,2,0.412250719796665,4_5
IntegTest,418,82,4_5,0.464824120603015,4_5,1,2,0.396119782077057,4_5
IntegTest,292,60,4_5,0.452261306532663,4_5,1,2,0.513597625952223,4_5
IntegTest,236,50,4_1,0.444165621079046,4_1_1,4,2,0.61837361302672,4_1
IntegTest,387,69,4_5,0.442211055276382,4_5,1,2,0.40695367152641,4_5
IntegTest,329,63,4_5,0.439698492462312,4_5,1,2,0.364444898536268,4_5
IntegTest,335,64,4_5,0.42713567839196,4_5,1,2,0.414401495803204,4_5
IntegTest,202,53,4_1,0.406524466750314,4_1_1,4,2,0.602771481144763,4_1
IntegTest,348,74,4_1,0.404015056461731,4_1_1,4,2,0.505052826434039,4_5
IntegTest,321,61,4_5,0.396984924623116,4_5,1,2,0.505402308695388,4_1
IntegTest,324,70,4_1,0.386449184441656,4_1_1,4,2,0.405190023500593,4_1
IntegTest,355,73,4_1,0.383939774153074,4_1_1,4,2,0.342370615502394,5_2
IntegTest,416,81,4_5,0.376884422110553,4_5,1,2,0.396085155869381,4_5
IntegTest,301,56,4_5,0.361809045226131,4_5,1,2,0.438712048580412,4_5
IntegTest,365,73,4_5,0.35929648241206,4_5,1,2,0.403379554984171,4_5
IntegTest,304,53,4_5,0.35678391959799,4_5,1,2,0.415775860908356,4_1
IntegTest,330,63,4_5,0.35427135678392,4_5,1,2,0.451938508485159,4_5
IntegTest,295,58,4_1,0.351317440401506,4_1_1,4,2,0.471016990133424,4_5
IntegTest,277,59,4_1,0.346298619824341,4_1_1,4,2,0.530551052597405,4_1
IntegTest,290,54,4_1,0.341279799247177,4_1_1,4,2,0.472061468906891,4_1
IntegTest,364,76,4_5,0.339195979899498,4_5,1,2,0.392393983862388,4_1
IntegTest,323,61,4_5,0.321608040201005,4_5,1,2,0.378827399110932,4_5
IntegTest,341,73,4_1,0.306148055207026,4_1_1,4,2,0.591494463394236,4_1
IntegTest,375,67,4_1,0.29861982434128,4_1_1,4,2,0.450798897597095,4_1
IntegTest,449,65,4_5,0.28894472361809,4_5,1,2,0.401589875118791,4_5
IntegTest,379,72,4_5,0.273869346733668,4_5,1,2,0.472540124929607,4_5
IntegTest,280,58,4_1,0.263488080301129,4_1_1,4,2,0.387947573261937,4_1
IntegTest,235,51,4_1,0.258469259723965,4_1_1,4,2,0.371270229448273,4_5
IntegTest,235,67,4_5,0.256281407035176,4_5,1,2,0.489822799931825,4_5
IntegTest,239,60,4_1,0.2534504391468,4_1_1,4,2,0.503734428673648,4_1
IntegTest,275,57,4_1,0.238393977415307,4_1_1,4,2,0.4620668178553,4_5
IntegTest,291,64,4_5,0.236180904522613,4_5,1,2,0.403388365805404,4_1
IntegTest,287,57,4_5,0.233668341708543,4_5,1,2,0.333184650137257,4_1
IntegTest,444,70,4_5,0.231155778894472,4_5,1,2,0.412221195588798,4_5
IntegTest,278,66,4_5,0.228643216080402,4_5,1,2,0.312118647982181,4_5
IntegTest,390,64,4_5,0.226130653266332,4_5,1,2,0.376643820306332,4_5
IntegTest,264,58,4_1,0.21831869510665,4_1_1,4,2,0.597825130574468,4_1
IntegTest,309,64,4_1,0.208281053952321,4_1_1,4,2,0.377436173996401,4_1
IntegTest,372,59,4_5,0.206030150753769,4_5,1,2,0.485908876228967,4_5
IntegTest,243,51,4_5,0.203517587939698,4_5,1,2,0.476876455296927,4_1
IntegTest,325,65,4_5,0.195979899497487,4_5,1,2,0.405947813376841,4_1
IntegTest,263,55,4_5,0.193467336683417,4_5,1,2,0.391772713138883,4_5
IntegTest,257,59,4_5,0.188442211055276,4_5,1,2,0.375338395333376,4_1
IntegTest,423,67,4_5,0.185929648241206,4_5,1,2,0.422048536606469,4_1
IntegTest,355,70,4_5,0.180904522613065,4_5,1,2,0.413594921562217,4_5
IntegTest,373,68,4_1,0.178168130489335,4_1_1,4,2,0.366233012516785,4_5
IntegTest,357,56,4_5,0.175879396984925,4_5,1,2,0.416003368735176,4_5
IntegTest,361,56,4_5,0.173366834170854,4_5,1,2,0.322211129775939,4_1
IntegTest,290,68,4_1,0.168130489335006,4_1_1,4,2,0.500723576442965,4_5
IntegTest,295,62,4_5,0.163316582914573,4_5,1,2,0.5252856251091,4_1
IntegTest,243,57,4_5,0.150753768844221,4_5,1,2,0.39571618297035,4_1
IntegTest,208,53,4_5,0.148241206030151,4_5,1,2,0.447687956105602,4_1
IntegTest,388,57,4_1,0.143036386449184,4_1_1,4,2,0.461897334293172,4_1
IntegTest,277,66,4_5,0.14070351758794,4_5,1,2,0.394113484360913,4_1
IntegTest,292,56,4_5,0.135678391959799,4_5,1,2,0.495090741010697,4_1
IntegTest,358,62,4_1,0.130489335006274,4_1_1,4,2,0.54341214560256,4_1
IntegTest,319,63,4_5,0.128140703517588,4_5,1,2,0.429856675225378,4_5
IntegTest,359,66,4_1,0.125470514429109,4_1_1,4,2,0.421353433076913,4_1
IntegTest,319,62,4_5,0.120603015075377,4_5,1,2,0.480521406111757,4_5
IntegTest,340,66,4_1,0.117942283563363,4_1_1,4,2,0.462709424184937,4_1
IntegTest,261,57,4_5,0.113065326633166,4_5,1,2,0.419610529880107,4_1
IntegTest,284,65,4_5,0.110552763819095,4_5,1,2,0.425611145869734,4_1
IntegTest,324,69,4_1,0.105395232120452,4_1_1,4,2,0.389020851357983,4_1
IntegTest,249,62,4_1,0.095357590966123,4_1_1,4,2,0.344953146696894,4_1
IntegTest,372,54,4_5,0.085427135678392,4_5,1,2,0.579096155446971,4_5
IntegTest,261,52,4_5,0.0728643216080402,4_5,1,2,0.536724175484632,4_5
IntegTest,319,78,4_1,0.0702634880803011,4_1_1,4,2,0.338201486043712,4_1
IntegTest,215,58,4_5,0.0628140703517588,4_5,1,2,0.360247741510849,5_2
IntegTest,362,70,4_1,0.0577164366373902,4_1_1,4,2,0.478675313699311,4_5
IntegTest,416,71,4_5,0.042713567839196,4_5,1,2,0.406691732297087,4_1
IntegTest,328,65,4_5,0.0402010050251256,4_5,1,2,0.388534224766843,4_5
IntegTest,278,57,4_5,0.0376884422110553,4_5,1,2,0.391418543697474,4_5
IntegTest,280,55,4_1,0.0250941028858218,4_1_1,4,2,0.372807377492939,4_1
