orig.ident,nCount_RNA,nFeature_RNA,pop,depth,cell.type,cell.type.idx,batch,nCount_SCT,nFeature_SCT
IntegTest,193135,65,5_2,1.24120603015075,5_2,2,3,188497,65
IntegTest,143470,73,5_3,1.23366834170854,5_3,3,3,161049,73
IntegTest,167270,75,4_1,1.23462986198243,4_1_2,5,3,175225,75
IntegTest,157924,71,5_3,1.2286432160804,5_3,3,3,169037,71
IntegTest,121486,63,4_1,1.22208281053952,4_1_2,5,3,150861,65
IntegTest,176772,66,4_1,1.21957340025094,4_1_2,5,3,179982,66
IntegTest,131886,80,5_2,1.20854271356784,5_2,2,3,153244,80
IntegTest,136168,52,4_1,1.20702634880803,4_1_2,5,3,157634,52
IntegTest,170236,72,5_3,1.19849246231156,5_3,3,3,176431,72
IntegTest,173290,68,4_1,1.18695106649937,4_1_2,5,3,178145,68
IntegTest,121947,68,4_1,1.17440401505646,4_1_2,5,3,148490,69
IntegTest,181660,72,5_2,1.1608040201005,5_2,2,3,182520,72
IntegTest,213040,71,5_3,1.15829145728643,5_3,3,3,198104,71
IntegTest,218666,53,5_2,1.15577889447236,5_2,2,3,200531,56
IntegTest,166717,65,5_3,1.14824120603015,5_3,3,3,174707,65
IntegTest,175452,61,4_1,1.14680050188206,4_1_2,5,3,179160,61
IntegTest,128786,69,5_2,1.13316582914573,5_2,2,3,152432,69
IntegTest,166685,70,5_2,1.12060301507538,5_2,2,3,174376,70
IntegTest,166469,84,5_3,1.10804020100503,5_3,3,3,174062,84
IntegTest,174688,76,5_2,1.09547738693467,5_2,2,3,178967,76
IntegTest,127136,78,5_3,1.09045226130653,5_3,3,3,150549,78
IntegTest,158101,80,5_3,1.08542713567839,5_3,3,3,169629,80
IntegTest,160589,71,5_2,1.08291457286432,5_2,2,3,172110,71
IntegTest,195868,58,4_1,1.07904642409034,4_1_2,5,3,189754,58
IntegTest,172688,63,4_1,1.07402760351317,4_1_2,5,3,177684,63
IntegTest,128661,63,4_1,1.07151819322459,4_1_2,5,3,152668,64
IntegTest,190497,65,4_1,1.06148055207026,4_1_2,5,3,187232,65
IntegTest,206083,81,5_3,1.05527638190955,5_3,3,3,194716,81
IntegTest,205769,72,5_3,1.05025125628141,5_3,3,3,194685,72
IntegTest,177640,69,5_2,1.03266331658291,5_2,2,3,180639,69
IntegTest,187307,72,5_2,1.03015075376884,5_2,2,3,185574,72
IntegTest,177146,72,5_3,1.0251256281407,5_3,3,3,180198,72
IntegTest,215225,76,5_2,1.02010050251256,5_2,2,3,198382,76
IntegTest,159600,72,4_1,1.02132998745295,4_1_2,5,3,171277,72
IntegTest,248206,66,5_3,1.01507537688442,5_3,3,3,215776,71
IntegTest,178125,72,5_2,1.00753768844221,5_2,2,3,180691,72
IntegTest,146208,67,4_1,1.00627352572146,4_1_2,5,3,164731,67
IntegTest,124495,74,4_1,0.998745294855709,4_1_2,5,3,151133,74
IntegTest,182104,75,4_5,0.99748743718593,4_5,1,3,182827,75
IntegTest,204452,69,4_5,0.989949748743719,4_5,1,3,194548,69
IntegTest,233725,77,4_5,0.984924623115578,4_5,1,3,207888,81
IntegTest,231785,66,4_1,0.971141781681305,4_1_1,4,3,207196,70
IntegTest,168819,70,4_5,0.962311557788945,4_5,1,3,175396,70
IntegTest,215555,73,4_5,0.959798994974874,4_5,1,3,198152,73
IntegTest,141125,63,4_1,0.95357590966123,4_1_1,4,3,162699,64
IntegTest,183098,68,4_1,0.951066499372647,4_1_1,4,3,183307,68
IntegTest,198607,71,4_5,0.944723618090452,4_5,1,3,191210,71
IntegTest,212160,73,4_5,0.939698492462312,4_5,1,3,197688,73
IntegTest,188219,50,4_1,0.936010037641154,4_1_1,4,3,185981,50
IntegTest,191547,69,4_5,0.934673366834171,4_5,1,3,187423,69
IntegTest,273903,73,4_5,0.9321608040201,4_5,1,3,225974,79
IntegTest,179834,73,4_1,0.925972396486825,4_1_1,4,3,181629,73
IntegTest,150361,66,4_5,0.917085427135678,4_5,1,3,165768,66
IntegTest,218129,74,4_5,0.914572864321608,4_5,1,3,200973,77
IntegTest,167553,68,4_1,0.903387703889586,4_1_1,4,3,175123,68
IntegTest,186819,80,4_5,0.902010050251256,4_5,1,3,185262,80
IntegTest,219177,77,4_5,0.899497487437186,4_5,1,3,200964,80
IntegTest,184455,72,4_5,0.894472361809045,4_5,1,3,184009,72
IntegTest,255022,73,4_5,0.891959798994975,4_5,1,3,218175,79
IntegTest,167960,73,4_1,0.880803011292346,4_1_1,4,3,175220,73
IntegTest,169172,67,4_1,0.860727728983689,4_1_1,4,3,176625,67
IntegTest,232390,76,4_5,0.85427135678392,4_5,1,3,207552,80
IntegTest,213923,78,4_5,0.844221105527638,4_5,1,3,198625,78
IntegTest,191521,74,4_5,0.841708542713568,4_5,1,3,187324,74
IntegTest,214229,78,4_5,0.834170854271357,4_5,1,3,199692,78
IntegTest,174586,68,4_1,0.830614805520703,4_1_1,4,3,179234,68
IntegTest,251952,72,4_5,0.824120603015075,4_5,1,3,217607,78
IntegTest,153883,74,4_5,0.809045226130653,4_5,1,3,167171,74
IntegTest,213027,71,4_1,0.795483061480552,4_1_1,4,3,196729,71
IntegTest,195645,78,4_5,0.78643216080402,4_5,1,3,189648,78
IntegTest,186925,74,4_1,0.777917189460477,4_1_1,4,3,185235,74
IntegTest,153530,74,4_1,0.755332496863237,4_1_1,4,3,168788,74
IntegTest,243057,75,4_5,0.738693467336683,4_5,1,3,211364,81
IntegTest,212995,76,4_5,0.726130653266332,4_5,1,3,198794,76
IntegTest,229913,70,4_5,0.718592964824121,4_5,1,3,204779,74
IntegTest,176929,77,4_5,0.698492462311558,4_5,1,3,180425,77
IntegTest,220570,77,4_5,0.683417085427136,4_5,1,3,200960,81
IntegTest,189937,72,4_5,0.668341708542714,4_5,1,3,186682,72
IntegTest,201964,81,4_5,0.665829145728643,4_5,1,3,192346,81
IntegTest,170523,82,4_5,0.658291457286432,4_5,1,3,177178,82
IntegTest,172495,73,4_5,0.653266331658292,4_5,1,3,177730,73
IntegTest,177894,81,4_5,0.64572864321608,4_5,1,3,180804,81
IntegTest,220903,75,4_1,0.642409033877039,4_1_1,4,3,200920,78
IntegTest,215365,80,4_5,0.64070351758794,4_5,1,3,198813,80
IntegTest,216163,80,4_1,0.63237139272271,4_1_1,4,3,198555,82
IntegTest,177030,82,4_5,0.625628140703518,4_5,1,3,180101,82
IntegTest,171272,62,4_1,0.622333751568381,4_1_1,4,3,177751,62
IntegTest,180366,81,4_5,0.620603015075377,4_5,1,3,181955,81
IntegTest,174254,84,4_5,0.613065326633166,4_5,1,3,178895,84
IntegTest,168546,80,4_5,0.603015075376884,4_5,1,3,176103,80
IntegTest,194227,79,4_5,0.592964824120603,4_5,1,3,188398,79
IntegTest,189489,83,4_5,0.580402010050251,4_5,1,3,186491,83
IntegTest,165544,63,4_1,0.577164366373902,4_1_1,4,3,174114,63
IntegTest,198204,61,4_1,0.569636135508156,4_1_1,4,3,189881,61
IntegTest,233494,79,4_5,0.565326633165829,4_5,1,3,205817,84
IntegTest,149524,70,4_1,0.559598494353827,4_1_1,4,3,167360,70
IntegTest,199093,79,4_5,0.555276381909548,4_5,1,3,190532,79
IntegTest,195109,79,4_5,0.547738693467337,4_5,1,3,188704,79
IntegTest,203135,76,4_5,0.537688442211055,4_5,1,3,192625,76
IntegTest,201196,81,4_5,0.530150753768844,4_5,1,3,192018,81
IntegTest,192254,79,4_5,0.525125628140704,4_5,1,3,187617,79
IntegTest,189727,77,4_5,0.522613065326633,4_5,1,3,186284,77
IntegTest,214750,77,4_5,0.517587939698492,4_5,1,3,196809,77
IntegTest,187460,80,4_5,0.510050251256281,4_5,1,3,185416,80
IntegTest,192781,67,4_5,0.492462311557789,4_5,1,3,187498,67
IntegTest,187354,76,4_5,0.489949748743719,4_5,1,3,185231,76
IntegTest,208899,75,4_5,0.482412060301508,4_5,1,3,194930,75
IntegTest,203715,77,4_5,0.477386934673367,4_5,1,3,191614,77
IntegTest,204535,77,4_5,0.472361809045226,4_5,1,3,192365,77
IntegTest,208451,70,4_5,0.467336683417085,4_5,1,3,194807,70
IntegTest,186366,67,4_1,0.464240903387704,4_1_1,4,3,184842,67
IntegTest,235521,78,4_5,0.462311557788945,4_5,1,3,205379,84
IntegTest,162998,71,4_1,0.454203262233375,4_1_1,4,3,173662,71
IntegTest,181579,77,4_1,0.434127979924718,4_1_1,4,3,182566,77
IntegTest,270783,68,4_5,0.4321608040201,4_5,1,3,219704,74
IntegTest,159267,81,4_5,0.42713567839196,4_5,1,3,171219,81
IntegTest,207781,65,4_5,0.422110552763819,4_5,1,3,195142,65
IntegTest,195013,73,4_5,0.417085427135678,4_5,1,3,188594,73
IntegTest,276040,79,4_1,0.406524466750314,4_1_1,4,3,217868,85
IntegTest,175604,79,4_5,0.391959798994975,4_5,1,3,179499,79
IntegTest,242583,79,4_1,0.381430363864492,4_1_1,4,3,211422,85
IntegTest,154895,78,4_5,0.374371859296482,4_5,1,3,167741,78
IntegTest,169181,81,4_5,0.371859296482412,4_5,1,3,176678,81
IntegTest,199471,70,4_1,0.368883312421581,4_1_1,4,3,190586,70
IntegTest,184361,83,4_5,0.366834170854271,4_5,1,3,183950,83
IntegTest,213670,78,4_5,0.364321608040201,4_5,1,3,197282,78
IntegTest,170732,84,4_5,0.361809045226131,4_5,1,3,177353,84
IntegTest,195209,77,4_5,0.351758793969849,4_5,1,3,189101,77
IntegTest,201178,89,4_5,0.344221105527638,4_5,1,3,191270,89
IntegTest,169887,72,4_5,0.341708542713568,4_5,1,3,176775,72
IntegTest,176580,75,4_5,0.339195979899498,4_5,1,3,180213,75
IntegTest,221044,68,4_5,0.319095477386935,4_5,1,3,200753,72
IntegTest,184843,76,4_5,0.316582914572864,4_5,1,3,184190,76
IntegTest,195969,81,4_5,0.311557788944724,4_5,1,3,189652,81
IntegTest,210311,72,4_1,0.308657465495609,4_1_1,4,3,196654,72
IntegTest,201855,79,4_5,0.304020100502513,4_5,1,3,192373,79
IntegTest,294728,78,4_1,0.301129234629862,4_1_1,4,3,232981,84
IntegTest,178063,78,4_5,0.298994974874372,4_5,1,3,180764,78
IntegTest,308731,85,4_1,0.296110414052698,4_1_1,4,3,240797,91
IntegTest,225170,68,4_1,0.278544542032622,4_1_1,4,3,202870,73
IntegTest,191832,63,4_5,0.271356783919598,4_5,1,3,187547,63
IntegTest,210473,79,4_5,0.268844221105528,4_5,1,3,195234,79
IntegTest,183999,69,4_5,0.263819095477387,4_5,1,3,183774,69
IntegTest,172787,81,4_5,0.253768844221106,4_5,1,3,178231,81
IntegTest,331559,73,4_1,0.250941028858218,4_1_1,4,3,245440,78
IntegTest,198861,77,4_1,0.24090338770389,4_1_1,4,3,190355,77
IntegTest,199705,74,4_5,0.228643216080402,4_5,1,3,192078,74
IntegTest,199624,79,4_5,0.221105527638191,4_5,1,3,191297,79
IntegTest,219752,68,4_1,0.208281053952321,4_1_1,4,3,201950,71
IntegTest,150352,80,4_1,0.203262233375157,4_1_1,4,3,165735,80
IntegTest,203437,62,4_5,0.185929648241206,4_5,1,3,194274,62
IntegTest,221171,59,4_1,0.180677540777917,4_1_1,4,3,201239,63
IntegTest,199654,69,4_5,0.155778894472362,4_5,1,3,191072,69
IntegTest,126854,69,4_5,0.14321608040201,4_5,1,3,152199,70
IntegTest,188083,63,4_5,0.14070351758794,4_5,1,3,185998,63
IntegTest,178236,61,4_5,0.133165829145729,4_5,1,3,180704,61
IntegTest,181698,66,4_5,0.130653266331658,4_5,1,3,182564,66
IntegTest,187542,76,4_5,0.118090452261307,4_5,1,3,185600,76
IntegTest,226249,76,4_1,0.112923462986198,4_1_1,4,3,203560,81
IntegTest,206630,75,4_1,0.105395232120452,4_1_1,4,3,195049,75
IntegTest,165467,65,4_5,0.103015075376884,4_5,1,3,173225,65
IntegTest,256340,78,4_1,0.0928481806775408,4_1_1,4,3,217591,83
IntegTest,163269,67,4_5,0.0904522613065327,4_5,1,3,172379,67
IntegTest,188328,68,4_5,0.0653266331658292,4_5,1,3,185950,68
IntegTest,161709,75,4_5,0.0577889447236181,4_5,1,3,171542,75
IntegTest,178434,59,4_5,0.050251256281407,4_5,1,3,180941,59
IntegTest,166808,64,4_5,0.0452261306532663,4_5,1,3,174269,64
IntegTest,216366,65,4_5,0.0376884422110553,4_5,1,3,200451,68
IntegTest,197035,71,4_5,0.0301507537688442,4_5,1,3,190491,71
IntegTest,235120,76,4_1,0.0225846925972396,4_1_1,4,3,208689,82
IntegTest,152918,79,4_5,0.0175879396984925,4_5,1,3,167019,79
IntegTest,202487,70,4_5,0.00753768844221105,4_5,1,3,193852,70
IntegTest,190632,71,4_5,0.00251256281407035,4_5,1,3,187068,71
