orig.ident,nCount_ATAC,nFeature_ATAC,pop,depth,cell.type,cell.type.idx,batch,predicted.l1.score,predicted.l1
IntegTest,689,80,5_3,1.75628140703518,5_3,3,2,0.441050698659382,4_5
IntegTest,678,73,5_2,1.74623115577889,5_2,2,2,0.595718734518159,4_5
IntegTest,690,83,5_2,1.74371859296482,5_2,2,2,0.481056095377147,4_5
IntegTest,603,80,5_3,1.74120603015075,5_3,3,2,0.506477121718923,4_5
IntegTest,577,78,5_3,1.72361809045226,5_3,3,2,0.413138214073548,4_5
IntegTest,673,69,5_3,1.72110552763819,5_3,3,2,0.42072447648622,4_5
IntegTest,603,82,5_3,1.71859296482412,5_3,3,2,0.487814831851184,4_5
IntegTest,751,74,5_3,1.71105527638191,5_3,3,2,0.391357922339852,4_5
IntegTest,542,74,5_3,1.70100502512563,5_3,3,2,0.464989360734725,4_5
IntegTest,602,77,4_1,1.69636135508156,4_1_2,5,2,0.386156775503961,4_1
IntegTest,353,77,4_1,1.69385194479297,4_1_2,5,2,0.452580884510654,4_5
IntegTest,632,78,5_3,1.68341708542714,5_3,3,2,0.392100360985737,4_1
IntegTest,654,83,5_3,1.67336683417085,5_3,3,2,0.398300019189771,4_5
IntegTest,722,85,5_3,1.66582914572864,5_3,3,2,0.359205680375794,4_5
IntegTest,653,89,5_3,1.6608040201005,5_3,3,2,0.446130269954105,4_1
IntegTest,625,75,5_3,1.65829145728643,5_3,3,2,0.397760767252325,4_5
IntegTest,569,83,4_1,1.65621079046424,4_1_2,5,2,0.576809317249942,4_1
IntegTest,466,63,5_2,1.65075376884422,5_2,2,2,0.540568779651897,4_5
IntegTest,616,77,5_2,1.64824120603015,5_2,2,2,0.427490468906984,4_5
IntegTest,455,77,5_2,1.64572864321608,5_2,2,2,0.498463081824053,4_5
IntegTest,580,77,5_2,1.64321608040201,5_2,2,2,0.379000881879222,4_5
IntegTest,492,71,5_3,1.64070351758794,5_3,3,2,0.416474877465722,4_5
IntegTest,577,78,5_3,1.63819095477387,5_3,3,2,0.598894587829104,4_5
IntegTest,499,80,5_3,1.63065326633166,5_3,3,2,0.396496876366429,4_5
IntegTest,490,79,5_2,1.60050251256281,5_2,2,2,0.461021837751077,4_5
IntegTest,421,65,4_1,1.59849435382685,4_1_2,5,2,0.444614673345669,4_1
IntegTest,417,69,4_1,1.59598494353827,4_1_2,5,2,0.56026560247038,4_1
IntegTest,664,83,5_3,1.58793969849246,5_3,3,2,0.593651222060636,4_5
IntegTest,444,62,5_2,1.58040201005025,5_2,2,2,0.42195560977499,4_5
IntegTest,374,65,4_1,1.58092848180678,4_1_2,5,2,0.551051715087888,4_1
IntegTest,425,62,4_1,1.57590966122961,4_1_2,5,2,0.427286406949136,4_5
IntegTest,444,75,4_1,1.55834378920954,4_1_2,5,2,0.480761060621372,4_5
IntegTest,645,67,5_3,1.55276381909548,5_3,3,2,0.569321076569419,4_5
IntegTest,465,69,4_1,1.55332496863237,4_1_2,5,2,0.549555166098977,4_1
IntegTest,433,76,5_2,1.54020100502513,5_2,2,2,0.524699468852315,4_5
IntegTest,508,75,5_3,1.52763819095477,5_3,3,2,0.383522771121032,4_5
IntegTest,561,72,5_2,1.50753768844221,5_2,2,2,0.324714507234452,4_1
IntegTest,404,65,4_1,1.49811794228356,4_1_2,5,2,0.559354407969487,4_1
IntegTest,546,76,5_3,1.49246231155779,5_3,3,2,0.444482404672604,4_5
IntegTest,433,66,4_1,1.4930991217064,4_1_2,5,2,0.53894696653419,4_1
IntegTest,402,69,4_1,1.48808030112923,4_1_2,5,2,0.499893646025443,4_1
IntegTest,686,89,5_3,1.47738693467337,5_3,3,2,0.498760448969587,4_5
IntegTest,655,68,5_3,1.46984924623116,5_3,3,2,0.434948346217266,4_5
IntegTest,468,69,5_2,1.45226130653266,5_2,2,2,0.527491288672165,4_5
IntegTest,476,71,4_1,1.45294855708908,4_1_2,5,2,0.502257004303901,4_5
IntegTest,483,62,5_3,1.44723618090452,5_3,3,2,0.574198302509417,4_5
IntegTest,579,73,5_2,1.43969849246231,5_2,2,2,0.418182151095507,4_5
IntegTest,592,77,5_2,1.43467336683417,5_2,2,2,0.437964183270679,4_5
IntegTest,464,68,4_1,1.42785445420326,4_1_2,5,2,0.453493390724572,4_1
IntegTest,545,67,4_1,1.42534504391468,4_1_2,5,2,0.427579282628821,4_5
IntegTest,517,74,5_2,1.41457286432161,5_2,2,2,0.362693834215638,4_5
IntegTest,452,59,5_2,1.41206030150754,5_2,2,2,0.370211767269304,4_5
IntegTest,593,74,4_1,1.41279799247177,4_1_2,5,2,0.473543497452045,4_5
IntegTest,412,68,4_1,1.41028858218319,4_1_2,5,2,0.519786743863853,4_1
IntegTest,673,78,5_3,1.37939698492462,5_3,3,2,0.456323851331913,4_5
IntegTest,650,71,5_2,1.37437185929648,5_2,2,2,0.415028893049325,4_5
IntegTest,496,74,5_3,1.37185929648241,5_3,3,2,0.352153786065653,4_5
IntegTest,693,75,5_3,1.36180904522613,5_3,3,2,0.405330861406468,4_5
IntegTest,615,76,5_3,1.35175879396985,5_3,3,2,0.447832841369942,4_1
IntegTest,724,79,5_3,1.34422110552764,5_3,3,2,0.36301542561681,4_5
IntegTest,472,68,4_1,1.34504391468005,4_1_2,5,2,0.449865588483446,4_5
IntegTest,566,67,5_2,1.3391959798995,5_2,2,2,0.462139601808572,4_5
IntegTest,652,87,5_2,1.31909547738693,5_2,2,2,0.390474680390957,4_5
IntegTest,636,78,5_3,1.31658291457286,5_3,3,2,0.376302172778334,4_5
IntegTest,527,64,5_3,1.31407035175879,5_3,3,2,0.501852536756145,4_5
IntegTest,666,83,5_3,1.30653266331658,5_3,3,2,0.447312541622251,4_5
IntegTest,676,78,5_2,1.30402010050251,5_2,2,2,0.409111294495346,4_1
IntegTest,583,70,5_3,1.2964824120603,5_3,3,2,0.414451162309938,4_5
IntegTest,415,73,5_2,1.28894472361809,5_2,2,2,0.470528749810413,4_5
IntegTest,520,86,5_2,1.28391959798995,5_2,2,2,0.473188644214351,4_5
IntegTest,438,70,4_1,1.28481806775408,4_1_2,5,2,0.669647219893789,4_1
IntegTest,460,78,5_3,1.27638190954774,5_3,3,2,0.483458355657105,4_5
IntegTest,347,70,4_1,1.27478042659975,4_1_2,5,2,0.558630303443936,4_5
IntegTest,634,83,5_3,1.25125628140704,5_3,3,2,0.403970878021215,4_5
IntegTest,397,63,4_1,1.24968632371393,4_1_2,5,2,0.531070041633441,4_1
IntegTest,534,74,5_3,1.23869346733668,5_3,3,2,0.596170129712156,4_5
IntegTest,906,78,5_3,1.22613065326633,5_3,3,2,0.529539918621374,4_5
IntegTest,471,80,5_2,1.22361809045226,5_2,2,2,0.404752998306801,4_5
IntegTest,546,81,5_3,1.21356783919598,5_3,3,2,0.383752267744054,4_1
IntegTest,619,77,5_3,1.20603015075377,5_3,3,2,0.377064019780473,4_5
IntegTest,610,86,5_2,1.20100502512563,5_2,2,2,0.432874892752673,4_5
IntegTest,626,81,5_3,1.19597989949749,5_3,3,2,0.36656598732855,5_3
IntegTest,685,82,5_2,1.19346733668342,5_2,2,2,0.442980870388432,4_5
IntegTest,626,75,5_2,1.18592964824121,5_2,2,2,0.459823258394077,4_5
IntegTest,649,78,5_2,1.17839195979899,5_2,2,2,0.436064499196586,4_5
IntegTest,437,72,5_3,1.17587939698492,5_3,3,2,0.475984367337234,4_5
IntegTest,491,71,4_1,1.17189460476788,4_1_2,5,2,0.638452006557748,4_1
IntegTest,419,70,4_1,1.16687578419072,4_1_2,5,2,0.455905145630718,4_1
IntegTest,512,85,5_3,1.15075376884422,5_3,3,2,0.473334843794724,4_1
IntegTest,518,81,5_2,1.14572864321608,5_2,2,2,0.525304616742805,4_5
IntegTest,696,86,5_2,1.1356783919598,5_2,2,2,0.360569800792993,4_5
IntegTest,524,68,5_2,1.11557788944724,5_2,2,2,0.568874664446569,4_5
IntegTest,604,75,5_2,1.10301507537688,5_2,2,2,0.528335645816882,4_5
IntegTest,404,79,5_2,1.09798994974874,5_2,2,2,0.419244617944605,4_5
IntegTest,405,79,4_1,1.09661229611041,4_1_2,5,2,0.467053167771051,4_5
IntegTest,609,78,5_2,1.07788944723618,5_2,2,2,0.437685649374005,4_5
IntegTest,429,69,4_1,1.06900878293601,4_1_2,5,2,0.461806113891141,4_5
IntegTest,380,75,4_1,1.0564617314931,4_1_2,5,2,0.552859877522763,4_5
IntegTest,418,68,5_3,1.02763819095477,5_3,3,2,0.595468950668814,4_5
IntegTest,706,75,5_3,1.01256281407035,5_3,3,2,0.432602523751094,4_5
IntegTest,568,80,5_3,1.01005025125628,5_3,3,2,0.441061996857866,4_1
IntegTest,500,77,5_2,1.00502512562814,5_2,2,2,0.336730180494094,5_2
IntegTest,386,77,4_1,1.00125470514429,4_1_2,5,2,0.461862708455692,4_5
IntegTest,554,74,4_5,0.994974874371859,4_5,1,2,0.344812601830117,4_1
IntegTest,359,63,4_1,0.991217063989962,4_1_1,4,2,0.421508584773431,4_5
IntegTest,522,72,4_5,0.987437185929648,4_5,1,2,0.465923228678519,4_5
IntegTest,383,60,4_1,0.978670012547051,4_1_1,4,2,0.422293564043279,4_5
IntegTest,487,71,4_1,0.976160602258469,4_1_1,4,2,0.341196695707553,4_5
IntegTest,529,85,4_5,0.967336683417085,4_5,1,2,0.453882980403865,4_5
IntegTest,537,80,4_5,0.942211055276382,4_5,1,2,0.420301767072126,4_5
IntegTest,443,72,4_1,0.928481806775408,4_1_1,4,2,0.494489756265965,4_1
IntegTest,439,71,4_1,0.918444165621079,4_1_1,4,2,0.325293980622908,4_5
IntegTest,617,86,4_5,0.909547738693467,4_5,1,2,0.370539643223444,4_5
IntegTest,620,70,4_5,0.876884422110553,4_5,1,2,0.52458383363849,4_5
IntegTest,470,73,4_1,0.865746549560853,4_1_1,4,2,0.411140095128484,4_5
IntegTest,560,72,4_5,0.864321608040201,4_5,1,2,0.585081545574087,4_5
IntegTest,695,78,4_5,0.85929648241206,4_5,1,2,0.45696852192608,4_5
IntegTest,492,75,4_5,0.849246231155779,4_5,1,2,0.503330680551356,4_1
IntegTest,535,78,4_5,0.846733668341709,4_5,1,2,0.63732829016456,4_5
IntegTest,382,75,4_5,0.839195979899497,4_5,1,2,0.517014266188398,4_5
IntegTest,519,78,4_1,0.835633626097867,4_1_1,4,2,0.427909790484352,4_5
IntegTest,498,82,4_1,0.82810539523212,4_1_1,4,2,0.42559016002057,4_5
IntegTest,581,76,4_5,0.819095477386935,4_5,1,2,0.59017366852165,4_5
IntegTest,496,67,4_5,0.816582914572864,4_5,1,2,0.452981451544362,4_5
IntegTest,487,73,4_5,0.806532663316583,4_5,1,2,0.3675632375987,4_1
IntegTest,449,75,4_5,0.804020100502513,4_5,1,2,0.495240425375637,4_5
IntegTest,607,65,4_1,0.800501882057716,4_1_1,4,2,0.461708069175971,4_1
IntegTest,573,80,4_5,0.798994974874372,4_5,1,2,0.579020732287953,4_5
IntegTest,567,74,4_5,0.793969849246231,4_5,1,2,0.476334560529542,4_5
IntegTest,548,75,4_5,0.791457286432161,4_5,1,2,0.55352611807782,4_5
IntegTest,455,83,4_5,0.781407035175879,4_5,1,2,0.464310551038402,4_5
IntegTest,456,71,4_5,0.773869346733668,4_5,1,2,0.543006693874147,4_5
IntegTest,682,82,4_1,0.77038895859473,4_1_1,4,2,0.569790897000846,4_5
IntegTest,455,70,4_5,0.768844221105528,4_5,1,2,0.408940348664501,4_5
IntegTest,439,58,4_5,0.766331658291457,4_5,1,2,0.507967029957669,4_5
IntegTest,460,63,4_1,0.762860727728984,4_1_1,4,2,0.36552309843324,4_5
IntegTest,753,79,4_5,0.753768844221106,4_5,1,2,0.371047367298509,4_5
IntegTest,484,63,4_5,0.751256281407035,4_5,1,2,0.61863737947724,4_5
IntegTest,488,75,4_5,0.746231155778894,4_5,1,2,0.557968413553455,4_5
IntegTest,475,70,4_1,0.742785445420326,4_1_1,4,2,0.618158508673679,4_1
IntegTest,543,69,4_1,0.740276035131744,4_1_1,4,2,0.446984163038042,4_1
IntegTest,525,65,4_1,0.730238393977415,4_1_1,4,2,0.466968136660929,4_5
IntegTest,490,73,4_1,0.722710163111669,4_1_1,4,2,0.433064432655384,4_5
IntegTest,583,82,4_5,0.71608040201005,4_5,1,2,0.458731063488744,4_5
IntegTest,427,72,4_5,0.708542713567839,4_5,1,2,0.538351755850608,4_5
IntegTest,340,64,4_5,0.706030150753769,4_5,1,2,0.516966654459189,4_5
IntegTest,497,69,4_1,0.700125470514429,4_1_1,4,2,0.368608501029557,4_1
IntegTest,475,79,4_5,0.693467336683417,4_5,1,2,0.532173610112351,4_5
IntegTest,506,64,4_5,0.678391959798995,4_5,1,2,0.489156483214139,4_5
IntegTest,436,79,4_1,0.675031367628607,4_1_1,4,2,0.46980963974341,4_1
IntegTest,478,80,4_5,0.673366834170854,4_5,1,2,0.525250627720841,4_5
IntegTest,384,77,4_5,0.670854271356784,4_5,1,2,0.421640810451677,4_5
IntegTest,427,72,4_1,0.662484316185696,4_1_1,4,2,0.392400254224394,4_5
IntegTest,423,67,4_5,0.655778894472362,4_5,1,2,0.567381137799766,4_5
IntegTest,314,58,4_5,0.650753768844221,4_5,1,2,0.515370330214617,4_5
IntegTest,546,78,4_5,0.648241206030151,4_5,1,2,0.550238053562814,4_5
IntegTest,348,63,4_1,0.634880803011292,4_1_1,4,2,0.434598446990047,4_5
IntegTest,284,62,4_5,0.630653266331658,4_5,1,2,0.492442685997396,4_5
IntegTest,420,65,4_5,0.628140703517588,4_5,1,2,0.441792170117283,4_5
IntegTest,533,79,4_5,0.615577889447236,4_5,1,2,0.464734460317097,4_5
IntegTest,496,70,4_5,0.610552763819096,4_5,1,2,0.512962303411177,4_5
IntegTest,508,78,4_5,0.600502512562814,4_5,1,2,0.437719436754211,4_5
IntegTest,609,90,4_1,0.594730238393977,4_1_1,4,2,0.545552884803148,4_1
IntegTest,392,74,4_5,0.590452261306533,4_5,1,2,0.45690964883608,4_5
IntegTest,539,76,4_5,0.585427135678392,4_5,1,2,0.454269363837171,4_5
IntegTest,409,70,4_1,0.582183186951066,4_1_1,4,2,0.637626057286015,4_1
IntegTest,549,68,4_5,0.575376884422111,4_5,1,2,0.475292845575171,4_5
IntegTest,544,78,4_5,0.57286432160804,4_5,1,2,0.44659177473761,4_5
IntegTest,450,75,4_5,0.562814070351759,4_5,1,2,0.484229215294099,4_5
IntegTest,451,72,4_5,0.542713567839196,4_5,1,2,0.394383862886876,4_5
IntegTest,457,72,4_5,0.540201005025126,4_5,1,2,0.33761543282668,4_5
IntegTest,492,75,4_5,0.535175879396985,4_5,1,2,0.508202576130636,4_5
IntegTest,472,58,4_5,0.532663316582915,4_5,1,2,0.314148904518996,4_5
IntegTest,415,70,4_5,0.527638190954774,4_5,1,2,0.53135373701406,4_5
IntegTest,365,71,4_5,0.520100502512563,4_5,1,2,0.605434329198673,4_5
IntegTest,614,68,4_5,0.50251256281407,4_5,1,2,0.506620864407075,4_5
IntegTest,477,70,4_1,0.499372647427854,4_1_1,4,2,0.455276792328935,4_5
IntegTest,305,68,4_1,0.496863237139272,4_1_1,4,2,0.377627616627532,4_5
IntegTest,362,68,4_5,0.479899497487437,4_5,1,2,0.618742315873961,4_5
IntegTest,406,70,4_5,0.474874371859296,4_5,1,2,0.415588100605075,4_5
IntegTest,449,75,4_1,0.45922208281054,4_1_1,4,2,0.558193292135202,4_1
IntegTest,399,73,4_5,0.457286432160804,4_5,1,2,0.331780893734985,4_5
IntegTest,517,76,4_1,0.449184441656211,4_1_1,4,2,0.506799577529189,4_1
IntegTest,462,68,4_1,0.444165621079046,4_1_1,4,2,0.419404626735958,4_5
IntegTest,396,78,4_5,0.442211055276382,4_5,1,2,0.37167150167579,4_5
IntegTest,563,68,4_5,0.439698492462312,4_5,1,2,0.583818394014624,4_5
IntegTest,373,75,4_5,0.437185929648241,4_5,1,2,0.441954559541962,4_5
IntegTest,363,54,4_5,0.42964824120603,4_5,1,2,0.627014154861798,4_5
IntegTest,425,65,4_5,0.424623115577889,4_5,1,2,0.433240169421436,4_1
IntegTest,399,76,4_5,0.419597989949749,4_5,1,2,0.345961168472863,5_3
IntegTest,319,64,4_1,0.409033877038896,4_1_1,4,2,0.558082584540313,4_5
IntegTest,453,77,4_1,0.401505646173149,4_1_1,4,2,0.551281378771265,4_1
IntegTest,599,71,4_1,0.388958594730238,4_1_1,4,2,0.420254562086075,4_5
IntegTest,316,53,4_5,0.386934673366834,4_5,1,2,0.593887043819159,4_5
IntegTest,320,63,4_5,0.379396984924623,4_5,1,2,0.319098957867466,4_5
IntegTest,360,80,4_5,0.376884422110553,4_5,1,2,0.433349923689827,4_5
IntegTest,450,72,4_1,0.35633626097867,4_1_1,4,2,0.393156202006958,4_5
IntegTest,436,61,4_1,0.328732747804266,4_1_1,4,2,0.441160461476447,4_5
IntegTest,387,63,4_5,0.314070351758794,4_5,1,2,0.517049800495316,4_5
IntegTest,384,81,4_1,0.291091593475533,4_1_1,4,2,0.447668735194955,4_5
IntegTest,431,66,4_1,0.286072772898369,4_1_1,4,2,0.54789550066219,4_5
IntegTest,511,72,4_1,0.283563362609787,4_1_1,4,2,0.464908501985399,4_5
IntegTest,499,77,4_5,0.281407035175879,4_5,1,2,0.412026220431119,4_5
IntegTest,419,67,4_1,0.27603513174404,4_1_1,4,2,0.488130380848062,4_5
IntegTest,572,75,4_5,0.273869346733668,4_5,1,2,0.443133763153889,4_1
IntegTest,465,65,4_5,0.256281407035176,4_5,1,2,0.480057087277833,4_1
IntegTest,354,64,4_5,0.248743718592965,4_5,1,2,0.519100932643594,4_5
IntegTest,422,63,4_5,0.243718592964824,4_5,1,2,0.521129786428033,4_1
IntegTest,402,75,4_1,0.235884567126725,4_1_1,4,2,0.581335682233858,4_5
IntegTest,538,87,4_5,0.233668341708543,4_5,1,2,0.512068449121161,4_5
IntegTest,394,68,4_5,0.218592964824121,4_5,1,2,0.486903898309147,4_5
IntegTest,445,83,4_1,0.210790464240903,4_1_1,4,2,0.406464156851062,4_5
IntegTest,507,64,4_5,0.201005025125628,4_5,1,2,0.517716014059784,4_5
IntegTest,521,76,4_1,0.198243412797992,4_1_1,4,2,0.421316103897823,4_1
IntegTest,445,66,4_5,0.178391959798995,4_5,1,2,0.428485812807828,4_5
IntegTest,470,73,4_5,0.175879396984925,4_5,1,2,0.391732112514358,4_1
IntegTest,561,82,4_1,0.173149309912171,4_1_1,4,2,0.4911123333687,4_5
IntegTest,473,67,4_5,0.168341708542714,4_5,1,2,0.562959666559366,4_5
IntegTest,372,70,4_5,0.165829145728643,4_5,1,2,0.590772416759697,4_5
IntegTest,322,66,4_5,0.138190954773869,4_5,1,2,0.376077399821797,4_5
IntegTest,307,59,4_5,0.135678391959799,4_5,1,2,0.539689664012709,4_5
IntegTest,376,70,4_5,0.110552763819095,4_5,1,2,0.547685284056689,4_5
IntegTest,354,61,4_1,0.107904642409034,4_1_1,4,2,0.377463498389695,4_5
IntegTest,655,77,4_5,0.100502512562814,4_5,1,2,0.512202864489006,4_1
IntegTest,489,76,4_1,0.095357590966123,4_1_1,4,2,0.388825013335295,4_5
IntegTest,528,77,4_5,0.0829145728643216,4_5,1,2,0.50298473068283,4_5
IntegTest,344,64,4_5,0.0753768844221106,4_5,1,2,0.422274515608162,4_5
IntegTest,379,74,4_5,0.0628140703517588,4_5,1,2,0.417993452638747,4_5
IntegTest,343,67,4_1,0.055207026348808,4_1_1,4,2,0.48339966548623,4_5
IntegTest,389,73,4_5,0.0527638190954774,4_5,1,2,0.508488600732409,4_5
IntegTest,580,75,4_5,0.0351758793969849,4_5,1,2,0.572457980086671,4_5
IntegTest,495,72,4_5,0.0326633165829146,4_5,1,2,0.61125687519615,4_5
IntegTest,398,61,4_5,0.0251256281407035,4_5,1,2,0.386221787114138,4_5
IntegTest,328,65,4_1,0.0150564617314931,4_1_1,4,2,0.474475662790095,4_5
IntegTest,412,63,4_1,0.0100376411543287,4_1_1,4,2,0.403589895909441,4_5
