pop,depth,cell.type,cell.type.idx,batch
5_2,1.5251256281407,5_2,2,3
4_1,1.52572145545797,4_1_2,5,3
5_2,1.52010050251256,5_2,2,3
4_1,1.5207026348808,4_1_2,5,3
4_1,1.51819322459222,4_1_2,5,3
4_1,1.51568381430364,4_1_2,5,3
4_1,1.51317440401506,4_1_2,5,3
5_3,1.50502512562814,5_3,3,3
5_3,1.50251256281407,5_3,3,3
5_3,1.48743718592965,5_3,3,3
5_2,1.4748743718593,5_2,2,3
5_3,1.47236180904523,5_3,3,3
5_2,1.46733668341709,5_2,2,3
5_3,1.46482412060302,5_3,3,3
4_1,1.46549560853199,4_1_2,5,3
4_1,1.46298619824341,4_1_2,5,3
5_3,1.4572864321608,5_3,3,3
4_1,1.43287327478043,4_1_2,5,3
4_1,1.4228356336261,4_1_2,5,3
5_2,1.40452261306533,5_2,2,3
5_3,1.40201005025126,5_3,3,3
5_2,1.39949748743719,5_2,2,3
5_2,1.39698492462312,5_2,2,3
4_1,1.39774153074028,4_1_2,5,3
4_1,1.39523212045169,4_1_2,5,3
4_1,1.39272271016311,4_1_2,5,3
5_3,1.38190954773869,5_3,3,3
5_3,1.37688442211055,5_3,3,3
5_2,1.35678391959799,5_2,2,3
5_2,1.35427135678392,5_2,2,3
5_3,1.34924623115578,5_3,3,3
5_2,1.34673366834171,5_2,2,3
5_2,1.33668341708543,5_2,2,3
4_1,1.3375156838143,4_1_2,5,3
4_1,1.33249686323714,4_1_2,5,3
5_2,1.32663316582915,5_2,2,3
5_2,1.32412060301508,5_2,2,3
5_3,1.32160804020101,5_3,3,3
5_2,1.31155778894472,5_2,2,3
5_3,1.29145728643216,5_3,3,3
4_1,1.28983688833124,4_1_2,5,3
5_3,1.27889447236181,5_3,3,3
5_3,1.26381909547739,5_3,3,3
5_2,1.25879396984925,5_2,2,3
5_3,1.25628140703518,5_3,3,3
5_2,1.24371859296482,5_2,2,3
5_2,1.24120603015075,5_2,2,3
5_3,1.23366834170854,5_3,3,3
4_1,1.23462986198243,4_1_2,5,3
5_3,1.2286432160804,5_3,3,3
4_1,1.22208281053952,4_1_2,5,3
4_1,1.21957340025094,4_1_2,5,3
5_2,1.20854271356784,5_2,2,3
4_1,1.20702634880803,4_1_2,5,3
5_3,1.19849246231156,5_3,3,3
4_1,1.18695106649937,4_1_2,5,3
4_1,1.17440401505646,4_1_2,5,3
5_2,1.1608040201005,5_2,2,3
5_3,1.15829145728643,5_3,3,3
5_2,1.15577889447236,5_2,2,3
5_3,1.14824120603015,5_3,3,3
4_1,1.14680050188206,4_1_2,5,3
5_2,1.13316582914573,5_2,2,3
5_2,1.12060301507538,5_2,2,3
5_3,1.10804020100503,5_3,3,3
5_2,1.09547738693467,5_2,2,3
5_3,1.09045226130653,5_3,3,3
5_3,1.08542713567839,5_3,3,3
5_2,1.08291457286432,5_2,2,3
4_1,1.07904642409034,4_1_2,5,3
4_1,1.07402760351317,4_1_2,5,3
4_1,1.07151819322459,4_1_2,5,3
4_1,1.06148055207026,4_1_2,5,3
5_3,1.05527638190955,5_3,3,3
5_3,1.05025125628141,5_3,3,3
5_2,1.03266331658291,5_2,2,3
5_2,1.03015075376884,5_2,2,3
5_3,1.0251256281407,5_3,3,3
5_2,1.02010050251256,5_2,2,3
4_1,1.02132998745295,4_1_2,5,3
5_3,1.01507537688442,5_3,3,3
5_2,1.00753768844221,5_2,2,3
4_1,1.00627352572146,4_1_2,5,3
4_1,0.998745294855709,4_1_2,5,3
4_5,0.99748743718593,4_5,1,3
4_5,0.989949748743719,4_5,1,3
4_5,0.984924623115578,4_5,1,3
4_1,0.971141781681305,4_1_1,4,3
4_5,0.962311557788945,4_5,1,3
4_5,0.959798994974874,4_5,1,3
4_1,0.95357590966123,4_1_1,4,3
4_1,0.951066499372647,4_1_1,4,3
4_5,0.944723618090452,4_5,1,3
4_5,0.939698492462312,4_5,1,3
4_1,0.936010037641154,4_1_1,4,3
4_5,0.934673366834171,4_5,1,3
4_5,0.9321608040201,4_5,1,3
4_1,0.925972396486825,4_1_1,4,3
4_5,0.917085427135678,4_5,1,3
4_5,0.914572864321608,4_5,1,3
4_1,0.903387703889586,4_1_1,4,3
4_5,0.902010050251256,4_5,1,3
4_5,0.899497487437186,4_5,1,3
4_5,0.894472361809045,4_5,1,3
4_5,0.891959798994975,4_5,1,3
4_1,0.880803011292346,4_1_1,4,3
4_1,0.860727728983689,4_1_1,4,3
4_5,0.85427135678392,4_5,1,3
4_5,0.844221105527638,4_5,1,3
4_5,0.841708542713568,4_5,1,3
4_5,0.834170854271357,4_5,1,3
4_1,0.830614805520703,4_1_1,4,3
4_5,0.824120603015075,4_5,1,3
4_5,0.809045226130653,4_5,1,3
4_1,0.795483061480552,4_1_1,4,3
4_5,0.78643216080402,4_5,1,3
4_1,0.777917189460477,4_1_1,4,3
4_1,0.755332496863237,4_1_1,4,3
4_5,0.738693467336683,4_5,1,3
4_5,0.726130653266332,4_5,1,3
4_5,0.718592964824121,4_5,1,3
4_5,0.698492462311558,4_5,1,3
4_5,0.683417085427136,4_5,1,3
4_5,0.668341708542714,4_5,1,3
4_5,0.665829145728643,4_5,1,3
4_5,0.658291457286432,4_5,1,3
4_5,0.653266331658292,4_5,1,3
4_5,0.64572864321608,4_5,1,3
4_1,0.642409033877039,4_1_1,4,3
4_5,0.64070351758794,4_5,1,3
4_1,0.63237139272271,4_1_1,4,3
4_5,0.625628140703518,4_5,1,3
4_1,0.622333751568381,4_1_1,4,3
4_5,0.620603015075377,4_5,1,3
4_5,0.613065326633166,4_5,1,3
4_5,0.603015075376884,4_5,1,3
4_5,0.592964824120603,4_5,1,3
4_5,0.580402010050251,4_5,1,3
4_1,0.577164366373902,4_1_1,4,3
4_1,0.569636135508156,4_1_1,4,3
4_5,0.565326633165829,4_5,1,3
4_1,0.559598494353827,4_1_1,4,3
4_5,0.555276381909548,4_5,1,3
4_5,0.547738693467337,4_5,1,3
4_5,0.537688442211055,4_5,1,3
4_5,0.530150753768844,4_5,1,3
4_5,0.525125628140704,4_5,1,3
4_5,0.522613065326633,4_5,1,3
4_5,0.517587939698492,4_5,1,3
4_5,0.510050251256281,4_5,1,3
4_5,0.492462311557789,4_5,1,3
4_5,0.489949748743719,4_5,1,3
4_5,0.482412060301508,4_5,1,3
4_5,0.477386934673367,4_5,1,3
4_5,0.472361809045226,4_5,1,3
4_5,0.467336683417085,4_5,1,3
4_1,0.464240903387704,4_1_1,4,3
4_5,0.462311557788945,4_5,1,3
4_1,0.454203262233375,4_1_1,4,3
4_1,0.434127979924718,4_1_1,4,3
4_5,0.4321608040201,4_5,1,3
4_5,0.42713567839196,4_5,1,3
4_5,0.422110552763819,4_5,1,3
4_5,0.417085427135678,4_5,1,3
4_1,0.406524466750314,4_1_1,4,3
4_5,0.391959798994975,4_5,1,3
4_1,0.381430363864492,4_1_1,4,3
4_5,0.374371859296482,4_5,1,3
4_5,0.371859296482412,4_5,1,3
4_1,0.368883312421581,4_1_1,4,3
4_5,0.366834170854271,4_5,1,3
4_5,0.364321608040201,4_5,1,3
4_5,0.361809045226131,4_5,1,3
4_5,0.351758793969849,4_5,1,3
4_5,0.344221105527638,4_5,1,3
4_5,0.341708542713568,4_5,1,3
4_5,0.339195979899498,4_5,1,3
4_5,0.319095477386935,4_5,1,3
4_5,0.316582914572864,4_5,1,3
4_5,0.311557788944724,4_5,1,3
4_1,0.308657465495609,4_1_1,4,3
4_5,0.304020100502513,4_5,1,3
4_1,0.301129234629862,4_1_1,4,3
4_5,0.298994974874372,4_5,1,3
4_1,0.296110414052698,4_1_1,4,3
4_1,0.278544542032622,4_1_1,4,3
4_5,0.271356783919598,4_5,1,3
4_5,0.268844221105528,4_5,1,3
4_5,0.263819095477387,4_5,1,3
4_5,0.253768844221106,4_5,1,3
4_1,0.250941028858218,4_1_1,4,3
4_1,0.24090338770389,4_1_1,4,3
4_5,0.228643216080402,4_5,1,3
4_5,0.221105527638191,4_5,1,3
4_1,0.208281053952321,4_1_1,4,3
4_1,0.203262233375157,4_1_1,4,3
4_5,0.185929648241206,4_5,1,3
4_1,0.180677540777917,4_1_1,4,3
4_5,0.155778894472362,4_5,1,3
4_5,0.14321608040201,4_5,1,3
4_5,0.14070351758794,4_5,1,3
4_5,0.133165829145729,4_5,1,3
4_5,0.130653266331658,4_5,1,3
4_5,0.118090452261307,4_5,1,3
4_1,0.112923462986198,4_1_1,4,3
4_1,0.105395232120452,4_1_1,4,3
4_5,0.103015075376884,4_5,1,3
4_1,0.0928481806775408,4_1_1,4,3
4_5,0.0904522613065327,4_5,1,3
4_5,0.0653266331658292,4_5,1,3
4_5,0.0577889447236181,4_5,1,3
4_5,0.050251256281407,4_5,1,3
4_5,0.0452261306532663,4_5,1,3
4_5,0.0376884422110553,4_5,1,3
4_5,0.0301507537688442,4_5,1,3
4_1,0.0225846925972396,4_1_1,4,3
4_5,0.0175879396984925,4_5,1,3
4_5,0.00753768844221105,4_5,1,3
4_5,0.00251256281407035,4_5,1,3
