orig.ident,nCount_ATAC,nFeature_ATAC,pop,depth,cell.type,cell.type.idx,batch,predicted.l1.score,predicted.l1
IntegTest,539,71,4_1,1.62860727728984,4_1_2,5,2,0.422941489011252,4_1
IntegTest,624,75,5_2,1.62311557788945,5_2,2,2,0.366618369260147,5_2
IntegTest,382,71,4_1,1.62107904642409,4_1_2,5,2,0.518586029279822,4_1
IntegTest,368,76,4_1,1.61856963613551,4_1_2,5,2,0.575661091155585,4_1
IntegTest,408,80,4_1,1.61104140526976,4_1_2,5,2,0.478965543744262,4_1
IntegTest,551,83,4_1,1.60351317440401,4_1_2,5,2,0.492641066025047,4_1
IntegTest,576,76,5_2,1.59798994974874,5_2,2,2,0.346956638029257,4_1
IntegTest,488,61,5_2,1.5929648241206,5_2,2,2,0.273494715511271,4_5
IntegTest,605,69,5_3,1.58793969849246,5_3,3,2,0.387319394929615,4_1
IntegTest,491,72,5_3,1.58291457286432,5_3,3,2,0.372508080876958,4_1
IntegTest,442,71,4_1,1.58343789209536,4_1_2,5,2,0.537482287177974,4_1
IntegTest,576,80,4_1,1.57590966122961,4_1_2,5,2,0.463361255306165,4_1
IntegTest,434,83,4_1,1.54579673776662,4_1_2,5,2,0.378718339426196,4_5
IntegTest,546,91,4_1,1.52572145545797,4_1_2,5,2,0.461202009500206,4_1
IntegTest,516,84,4_1,1.52321204516939,4_1_2,5,2,0.678520233403418,4_1
IntegTest,579,81,4_1,1.51066499372647,4_1_2,5,2,0.59045182758525,4_1
IntegTest,553,83,5_3,1.48994974874372,5_3,3,2,0.320002420034318,4_5
IntegTest,570,78,5_3,1.48743718592965,5_3,3,2,0.41338968042489,4_5
IntegTest,622,77,5_3,1.48241206030151,5_3,3,2,0.378893300399119,4_1
IntegTest,333,66,5_3,1.4748743718593,5_3,3,2,0.40549200706581,4_1
IntegTest,425,65,5_3,1.46231155778894,5_3,3,2,0.352353745160465,4_5
IntegTest,540,71,5_3,1.45477386934673,5_3,3,2,0.440644828298468,4_1
IntegTest,586,88,5_2,1.44723618090452,5_2,2,2,0.402785708805362,4_5
IntegTest,504,89,4_1,1.44792973651192,4_1_2,5,2,0.428360599480764,4_1
IntegTest,479,75,5_2,1.44221105527638,5_2,2,2,0.30715040281497,4_5
IntegTest,479,70,5_2,1.43969849246231,5_2,2,2,0.349998408021402,4_5
IntegTest,538,75,5_2,1.43467336683417,5_2,2,2,0.359822913218331,4_5
IntegTest,526,69,5_2,1.4321608040201,5_2,2,2,0.475430917640717,4_5
IntegTest,517,75,5_3,1.42713567839196,5_3,3,2,0.371162778675463,4_5
IntegTest,482,81,4_1,1.41781681304893,4_1_2,5,2,0.581421058098188,4_1
IntegTest,453,80,4_1,1.41279799247177,4_1_2,5,2,0.672697482633406,4_1
IntegTest,646,83,5_2,1.40201005025126,5_2,2,2,0.46105841390029,5_2
IntegTest,482,73,5_2,1.3894472361809,5_2,2,2,0.381545454174425,4_5
IntegTest,389,78,4_1,1.38268506900878,4_1_2,5,2,0.402311979695273,4_5
IntegTest,545,73,5_2,1.37688442211055,5_2,2,2,0.311542462059735,4_1
IntegTest,623,71,5_3,1.37437185929648,5_3,3,2,0.315391646839045,4_5
IntegTest,503,74,5_2,1.3643216080402,5_2,2,2,0.424782101976011,4_5
IntegTest,454,59,5_2,1.35929648241206,5_2,2,2,0.388923107196364,4_5
IntegTest,559,75,5_2,1.35678391959799,5_2,2,2,0.368578424949959,4_1
IntegTest,596,93,4_1,1.35759096612296,4_1_2,5,2,0.423588370643039,4_1
IntegTest,549,79,5_3,1.3391959798995,5_3,3,2,0.375199312946899,4_5
IntegTest,606,77,5_2,1.32412060301508,5_2,2,2,0.388856986429633,4_5
IntegTest,481,72,4_1,1.32496863237139,4_1_2,5,2,0.366494151003346,4_5
IntegTest,566,79,5_2,1.31909547738693,5_2,2,2,0.388790932087229,4_1
IntegTest,522,73,5_3,1.31155778894472,5_3,3,2,0.419687593821887,4_5
IntegTest,468,74,5_3,1.30653266331658,5_3,3,2,0.454539653121643,4_5
IntegTest,963,81,5_2,1.2964824120603,5_2,2,2,0.350256108895581,4_5
IntegTest,656,78,5_3,1.26884422110553,5_3,3,2,0.458342505462052,4_1
IntegTest,368,77,4_1,1.26474278544542,4_1_2,5,2,0.423785821538513,4_1
IntegTest,344,65,4_1,1.26223337515684,4_1_2,5,2,0.481707379352489,4_1
IntegTest,418,77,4_1,1.25972396486826,4_1_2,5,2,0.432642570676349,4_5
IntegTest,716,74,5_3,1.24623115577889,5_3,3,2,0.40808724276973,4_5
IntegTest,519,79,5_3,1.24371859296482,5_3,3,2,0.357895702257854,4_5
IntegTest,750,77,5_2,1.24120603015075,5_2,2,2,0.381865762234326,4_5
IntegTest,336,73,4_1,1.2396486825596,4_1_2,5,2,0.376197795660069,4_1
IntegTest,521,72,5_3,1.23115577889447,5_3,3,2,0.269349115222766,4_1
IntegTest,391,73,4_1,1.22710163111669,4_1_2,5,2,0.514087772567422,4_1
IntegTest,593,77,5_3,1.21105527638191,5_3,3,2,0.554247203849036,4_1
IntegTest,439,60,5_2,1.20603015075377,5_2,2,2,0.380743971251221,4_5
IntegTest,359,73,4_1,1.19196988707654,4_1_2,5,2,0.370367522125488,4_1
IntegTest,387,64,4_1,1.18193224592221,4_1_2,5,2,0.417449189740907,4_5
IntegTest,461,74,5_2,1.15326633165829,5_2,2,2,0.439779724055371,4_1
IntegTest,487,70,5_2,1.14321608040201,5_2,2,2,0.345032483880362,4_1
IntegTest,327,67,4_1,1.14429109159348,4_1_2,5,2,0.400342121779701,4_1
IntegTest,560,70,5_3,1.13316582914573,5_3,3,2,0.415950925619619,4_5
IntegTest,427,60,5_3,1.12814070351759,5_3,3,2,0.341483265804908,4_1
IntegTest,494,74,5_2,1.12562814070352,5_2,2,2,0.349180932344234,5_2
IntegTest,455,74,5_2,1.11809045226131,5_2,2,2,0.327737850947676,4_1
IntegTest,562,65,5_2,1.11306532663317,5_2,2,2,0.489679534690228,4_1
IntegTest,489,71,4_1,1.11166875784191,4_1_2,5,2,0.471425112585538,4_1
IntegTest,435,78,5_2,1.10552763819095,5_2,2,2,0.432788965051396,4_5
IntegTest,490,75,4_1,1.10163111668758,4_1_2,5,2,0.423750742062749,4_1
IntegTest,460,68,4_1,1.07904642409034,4_1_2,5,2,0.508970305452115,4_1
IntegTest,548,65,5_2,1.04522613065327,5_2,2,2,0.358315640505029,4_5
IntegTest,613,71,5_2,1.03517587939698,5_2,2,2,0.520733096747778,4_5
IntegTest,416,64,4_1,1.03136762860728,4_1_2,5,2,0.363498876099031,4_5
IntegTest,401,68,4_1,1.02383939774153,4_1_2,5,2,0.607715910077864,4_1
IntegTest,560,57,5_2,1.01507537688442,5_2,2,2,0.390938205800905,4_1
IntegTest,491,75,5_3,1.01005025125628,5_3,3,2,0.498494038193758,4_5
IntegTest,411,77,4_1,1.00878293601004,4_1_2,5,2,0.539202435311945,4_1
IntegTest,548,67,5_3,1,5_3,3,2,0.313989104834159,5_2
IntegTest,447,70,4_1,0.998745294855709,4_1_2,5,2,0.467479422854991,4_1
IntegTest,439,71,4_5,0.992462311557789,4_5,1,2,0.347645074593851,4_5
IntegTest,392,71,4_5,0.982412060301508,4_5,1,2,0.345347571194413,4_1
IntegTest,381,68,4_5,0.979899497487437,4_5,1,2,0.31264340950427,4_5
IntegTest,517,93,4_5,0.972361809045226,4_5,1,2,0.516087374267265,4_1
IntegTest,317,68,4_1,0.968632371392723,4_1_1,4,2,0.317818166938886,5_3
IntegTest,677,77,4_5,0.967336683417085,4_5,1,2,0.388605470837175,4_1
IntegTest,418,74,4_1,0.961104140526976,4_1_1,4,2,0.417977601287568,4_1
IntegTest,424,75,4_5,0.959798994974874,4_5,1,2,0.389587405647624,4_5
IntegTest,333,67,4_1,0.956085319949812,4_1_1,4,2,0.506361032640077,4_1
IntegTest,547,74,4_5,0.942211055276382,4_5,1,2,0.368234458322675,4_5
IntegTest,402,84,4_1,0.936010037641154,4_1_1,4,2,0.504139379339778,4_1
IntegTest,522,76,4_5,0.92964824120603,4_5,1,2,0.39889279138632,4_5
IntegTest,369,63,4_5,0.914572864321608,4_5,1,2,0.403211553098914,4_5
IntegTest,501,73,4_5,0.912060301507538,4_5,1,2,0.395389302617418,4_1
IntegTest,381,63,4_5,0.909547738693467,4_5,1,2,0.360336821689976,4_5
IntegTest,365,84,4_1,0.898368883312421,4_1_1,4,2,0.445665767993417,4_1
IntegTest,344,66,4_1,0.890840652446675,4_1_1,4,2,0.366246609248815,4_1
IntegTest,423,74,4_5,0.889447236180904,4_5,1,2,0.440691916061375,4_5
IntegTest,474,72,4_5,0.886934673366834,4_5,1,2,0.514373248040141,4_1
IntegTest,404,67,4_5,0.864321608040201,4_5,1,2,0.385290491270587,4_5
IntegTest,600,76,4_5,0.861809045226131,4_5,1,2,0.399348770318624,4_5
IntegTest,521,80,4_5,0.85929648241206,4_5,1,2,0.314960451562721,5_3
IntegTest,360,67,4_5,0.85678391959799,4_5,1,2,0.31122773885333,4_1
IntegTest,387,69,4_5,0.824120603015075,4_5,1,2,0.391123786505786,4_5
IntegTest,391,69,4_1,0.820577164366374,4_1_1,4,2,0.360526015340013,4_1
IntegTest,366,56,4_5,0.814070351758794,4_5,1,2,0.37350680943415,4_5
IntegTest,406,69,4_5,0.778894472361809,4_5,1,2,0.453906121300109,4_1
IntegTest,379,58,4_5,0.758793969849246,4_5,1,2,0.311894631610772,4_5
IntegTest,371,79,4_1,0.752823086574655,4_1_1,4,2,0.515207749685274,4_1
IntegTest,411,57,4_5,0.746231155778894,4_5,1,2,0.459986324039861,4_1
IntegTest,385,76,4_1,0.732747804265997,4_1_1,4,2,0.457200926132683,4_1
IntegTest,420,78,4_1,0.720200752823086,4_1_1,4,2,0.375927387710081,4_1
IntegTest,370,53,4_5,0.71608040201005,4_5,1,2,0.365686830758315,4_5
IntegTest,346,62,4_5,0.701005025125628,4_5,1,2,0.432420182937641,4_1
IntegTest,399,67,4_5,0.698492462311558,4_5,1,2,0.369901426608006,4_1
IntegTest,326,51,4_5,0.690954773869347,4_5,1,2,0.452777947661803,4_1
IntegTest,482,66,4_5,0.685929648241206,4_5,1,2,0.553148620514799,4_5
IntegTest,288,67,4_1,0.672521957340025,4_1_1,4,2,0.620624668855372,4_1
IntegTest,482,61,4_5,0.668341708542714,4_5,1,2,0.297072465963785,5_2
IntegTest,260,60,4_1,0.657465495608532,4_1_1,4,2,0.510155747072982,4_1
IntegTest,448,62,4_5,0.655778894472362,4_5,1,2,0.421558974737944,4_5
IntegTest,428,68,4_5,0.64572864321608,4_5,1,2,0.488362846331044,4_5
IntegTest,415,73,4_5,0.64321608040201,4_5,1,2,0.306806052961263,4_5
IntegTest,393,82,4_1,0.634880803011292,4_1_1,4,2,0.406596516939562,4_5
IntegTest,338,68,4_1,0.63237139272271,4_1_1,4,2,0.434769801770026,4_1
IntegTest,359,58,4_5,0.613065326633166,4_5,1,2,0.48960408662962,4_5
IntegTest,258,47,4_5,0.610552763819096,4_5,1,2,0.353236543352564,4_5
IntegTest,277,55,4_5,0.585427135678392,4_5,1,2,0.379413502199555,4_5
IntegTest,434,65,4_5,0.57286432160804,4_5,1,2,0.404609620263143,4_5
IntegTest,415,71,4_5,0.557788944723618,4_5,1,2,0.485867047277414,4_5
IntegTest,509,70,4_5,0.550251256281407,4_5,1,2,0.355430746149446,4_5
IntegTest,376,77,4_1,0.544542032622334,4_1_1,4,2,0.482888903942066,4_1
IntegTest,598,79,4_5,0.542713567839196,4_5,1,2,0.386955538850798,4_1
IntegTest,409,73,4_5,0.535175879396985,4_5,1,2,0.365552310787275,4_5
IntegTest,393,73,4_5,0.530150753768844,4_5,1,2,0.327936532361901,4_5
IntegTest,315,70,4_5,0.525125628140704,4_5,1,2,0.364235833614035,4_1
IntegTest,381,65,4_5,0.520100502512563,4_5,1,2,0.471584835862193,4_5
IntegTest,375,59,4_5,0.512562814070352,4_5,1,2,0.376270128043582,4_1
IntegTest,544,87,4_5,0.510050251256281,4_5,1,2,0.401373846273635,4_1
IntegTest,459,70,4_5,0.507537688442211,4_5,1,2,0.398917799658043,4_5
IntegTest,537,71,4_5,0.505025125628141,4_5,1,2,0.482326933584471,4_1
IntegTest,523,69,4_1,0.49435382685069,4_1_1,4,2,0.371649394764738,4_1
IntegTest,340,71,4_1,0.476787954830615,4_1_1,4,2,0.384647407507293,4_5
IntegTest,359,61,4_1,0.47176913425345,4_1_1,4,2,0.545276929605522,4_1
IntegTest,367,66,4_1,0.464240903387704,4_1_1,4,2,0.355331332372905,4_1
IntegTest,286,62,4_1,0.451693851944793,4_1_1,4,2,0.423443988213813,4_1
IntegTest,498,76,4_1,0.441656210790464,4_1_1,4,2,0.422783742711941,4_1
IntegTest,391,61,4_5,0.439698492462312,4_5,1,2,0.45511664613594,4_5
IntegTest,358,70,4_5,0.437185929648241,4_5,1,2,0.373712381577819,4_1
IntegTest,424,68,4_5,0.4321608040201,4_5,1,2,0.390794009262713,4_5
IntegTest,389,69,4_5,0.409547738693467,4_5,1,2,0.542854395297539,4_5
IntegTest,356,66,4_5,0.407035175879397,4_5,1,2,0.457728614994047,4_5
IntegTest,308,72,4_5,0.404522613065327,4_5,1,2,0.399894865038411,4_1
IntegTest,332,65,4_1,0.396486825595985,4_1_1,4,2,0.350615692872704,4_1
IntegTest,327,76,4_1,0.383939774153074,4_1_1,4,2,0.398138659820123,4_5
IntegTest,284,62,4_5,0.379396984924623,4_5,1,2,0.397652531304803,4_1
IntegTest,292,64,4_1,0.368883312421581,4_1_1,4,2,0.404191249220767,4_1
IntegTest,368,63,4_5,0.35678391959799,4_5,1,2,0.335703877131132,4_1
IntegTest,258,63,4_5,0.349246231155779,4_5,1,2,0.446457910291605,4_5
IntegTest,469,70,4_5,0.341708542713568,4_5,1,2,0.409257533113289,4_1
IntegTest,385,71,4_5,0.321608040201005,4_5,1,2,0.490337009757747,4_1
IntegTest,335,69,4_1,0.318695106649937,4_1_1,4,2,0.328748080629658,4_1
IntegTest,390,62,4_5,0.316582914572864,4_5,1,2,0.420353734487861,4_1
IntegTest,275,63,4_5,0.314070351758794,4_5,1,2,0.330943401706688,4_5
IntegTest,395,61,4_5,0.311557788944724,4_5,1,2,0.353511234595412,4_1
IntegTest,283,65,4_1,0.306148055207026,4_1_1,4,2,0.301062257242098,4_1
IntegTest,299,60,4_1,0.303638644918444,4_1_1,4,2,0.367061235070032,4_1
IntegTest,277,70,4_5,0.301507537688442,4_5,1,2,0.365755698599813,4_5
IntegTest,295,64,4_5,0.28894472361809,4_5,1,2,0.493155399517329,4_5
IntegTest,404,65,4_5,0.278894472361809,4_5,1,2,0.430878770960136,4_5
IntegTest,440,62,4_5,0.271356783919598,4_5,1,2,0.504152647756457,4_1
IntegTest,296,71,4_1,0.268506900878294,4_1_1,4,2,0.429052222645796,4_1
IntegTest,402,66,4_1,0.263488080301129,4_1_1,4,2,0.374195184635378,4_1
IntegTest,350,67,4_5,0.261306532663317,4_5,1,2,0.405690069418333,4_1
IntegTest,260,65,4_5,0.231155778894472,4_5,1,2,0.46035686876166,4_5
IntegTest,346,64,4_1,0.228356336260979,4_1_1,4,2,0.430786049292505,4_1
IntegTest,279,58,4_5,0.226130653266332,4_5,1,2,0.519166372724236,4_5
IntegTest,401,61,4_5,0.21608040201005,4_5,1,2,0.445569978562311,4_1
IntegTest,232,55,4_5,0.21105527638191,4_5,1,2,0.307704400236472,5_3
IntegTest,269,70,4_5,0.206030150753769,4_5,1,2,0.396088392912078,4_5
IntegTest,346,69,4_5,0.195979899497487,4_5,1,2,0.425168741773552,4_5
IntegTest,443,69,4_1,0.193224592220828,4_1_1,4,2,0.360869167399327,4_1
IntegTest,435,73,4_1,0.190715181932246,4_1_1,4,2,0.455274008803818,4_1
IntegTest,444,79,4_1,0.188205771643664,4_1_1,4,2,0.508356211863784,4_1
IntegTest,320,61,4_1,0.185696361355082,4_1_1,4,2,0.415508136447514,4_5
IntegTest,397,67,4_1,0.183186951066499,4_1_1,4,2,0.406555364025383,4_1
IntegTest,335,57,4_5,0.180904522613065,4_5,1,2,0.410203457743376,4_1
IntegTest,377,51,4_5,0.168341708542714,4_5,1,2,0.532078606467596,4_1
IntegTest,254,62,4_5,0.150753768844221,4_5,1,2,0.382711662755324,4_1
IntegTest,307,63,4_5,0.148241206030151,4_5,1,2,0.370617588993732,4_1
IntegTest,385,54,4_5,0.14321608040201,4_5,1,2,0.395684217159281,4_1
IntegTest,309,57,4_5,0.138190954773869,4_5,1,2,0.524303112219478,4_1
IntegTest,281,63,4_1,0.132998745294856,4_1_1,4,2,0.333513458050798,5_3
IntegTest,404,60,4_5,0.130653266331658,4_5,1,2,0.432348390939621,4_5
IntegTest,275,74,4_5,0.125628140703518,4_5,1,2,0.511768088067848,4_5
IntegTest,369,64,4_5,0.115577889447236,4_5,1,2,0.426279724689583,4_5
IntegTest,213,67,4_5,0.113065326633166,4_5,1,2,0.324734309749427,4_5
IntegTest,275,64,4_5,0.108040201005025,4_5,1,2,0.297610757821273,4_5
IntegTest,223,52,4_5,0.100502512562814,4_5,1,2,0.409928066139564,4_1
IntegTest,291,55,4_5,0.0753768844221106,4_5,1,2,0.374685887677447,4_1
IntegTest,420,66,4_1,0.0727728983688833,4_1_1,4,2,0.354539318337545,4_1
IntegTest,179,56,4_1,0.0702634880803011,4_1_1,4,2,0.414523296080977,4_5
IntegTest,303,64,4_5,0.0552763819095477,4_5,1,2,0.315957099281119,4_1
IntegTest,477,69,4_1,0.0476787954830615,4_1_1,4,2,0.460007773831082,4_1
IntegTest,277,60,4_1,0.0351317440401506,4_1_1,4,2,0.304276636895184,4_5
IntegTest,236,61,4_5,0.0301507537688442,4_5,1,2,0.48864330141454,4_1
IntegTest,347,62,4_5,0.0276381909547739,4_5,1,2,0.414487333113719,4_5
IntegTest,325,67,4_5,0.0050251256281407,4_5,1,2,0.598316135660381,4_1
IntegTest,273,68,4_5,0.00251256281407035,4_5,1,2,0.404589578752091,4_5
