"","TNFRSF12A","VIM","TMSB10","ASPM","ENO1","ACTB","HSP90AA1","RPS5","GSTP1","APLP2","FTL","HSP90AB1","MYH9","RPS16","RPS19","CAV1","HSPB1","RPL28","PFN1","YWHAE","GAPDH","RTN4","F3","CENPF","TGFBI","RPL5","HNRNPA2B1","CKS2","COX7C","RPL27","TOP2A","EIF5A","LDHA","CDK4","OS9","RPS6","RPLP1","RPL7P9","RPS2","RPS11","RPL11","SERBP1","CALM2","EGFR","IGFBP3","CDKN2A","UBC","HNRNPU","RPL30","TAGLN2","RPL26","YWHAB","TPM4","RPL13","FTH1","UBB","ARL6IP1","RPS9","CFL1","RPL38","RPL15","UBE2C","RPLP2","NPM1","RPS25","ZFP36L1","PTMA","RPL14","JPT1","AKR1C3","TUBB","PPIA","TOMM7","H4C3","RPS4X","ASPH","MT-CO2","MT-ND2","MT-CO1","MT-ND3","MT-ND4","MT-ATP6","MT-CO3","HLA-C","RACK1","MT-RNR2","RPS29","RPL13P12","RPS29","UBA52","RPS8P1","MTND1P23","GAS5","HLA-B","RPL9P8","RPS18P5","RPL5P17","RPS10","NEAT1","MALAT1"
"CELseq2_H17",3.38138247581485,5.65501954860822,2.44840108868407,1.81480139614002,2.92904151793427,4.01645400577604,2.42534902278911,1.88768856946869,2.34415768964273,2.91684506961912,1.0737502064184,2.35956242129552,3.78803697979504,1.26585963241812,2.3659827685571,3.78356621649498,2.54018784072497,2.2888229486969,1.20958770850041,0.987928556862263,1.36831438407273,1.96338953667373,2.2773370781641,1.70858952965358,0.288371685975487,1.02276732702888,0.838954193756239,1.69680101829473,4.00864252708128,1.73737465077653,2.82928040758904,1.70979400938914,3.00679030522392,3.28869257624863,0.51304280334704,1.39778441638878,0,1.66587558285072,1.40582765759704,1.77290256132662,1.8543944416766,0.864759028480779,1.75718310400507,2.11719171506641,2.27882107136695,2.43506663575429,2.36992464680421,2.67107942712345,1.97326996826392,1.15817626280338,0.949776006854944,1.70736595051121,1.94035010359332,2.93191110158418,0,0.293493157688673,1.79437132412668,0.911203286451967,2.33394484357984,1.98270660620147,0,0.614661647666931,1.65781492834604,1.86190635125411,1.03150992352542,1.84575780695413,1.4043073198573,2.30611606943705,2.5799283760732,2.18004743334548,0.31159264436625,1.28035116926607,0,1.20035366113759,0.90761714864755,0.704218086131024,0.894432015608434,0.31130550685862,0.998113656243834,0.311154186168853,0.727276219092488,1.57822565039283,0.963635952805051,1.40038204930938,1.75256616412897,2.20398967121865,2.50382322841712,2.30834615993282,0.320454239641416,0.288524870254456,0,0.888999716759909,1.68320050121808,1.27518518735707,1.53351946001953,1.38724013743305,1.27395919217144,0.734479139255552,2.09348667057537,0.752729663975575
"CELseq2_H18",3.39410372404121,4.8998499177892,2.43880570328417,4.23512042599903,4.55218844867272,3.35737171200577,3.56308091026444,2.9806662972906,3.53977635697053,3.65439714466536,3.40221622402692,2.17815600482631,4.55832774245576,2.96768307394962,2.82989144337585,3.28430395442334,3.54958878495776,3.93739423090873,1.6728592067392,3.79976751255009,4.46163667567228,0.589607804120579,3.06819373223462,2.16984402273158,1.1104867980937,2.88476431723488,0,2.20674439811447,3.04508203671857,3.05190212701144,3.72296897710577,3.89342741179226,3.11095691944811,3.48839013002797,0,2.46037916956614,0.89432494176069,3.13204494933983,2.71769490115909,3.68349286481244,2.82594268340136,2.01814542252471,3.69788406027478,1.08887070775443,2.22891672619033,3.27083235690351,2.46607290894422,0.88937248828947,0,1.53507993283213,3.30193255250012,2.87679194409952,3.4845188730023,3.59271303367311,0.968087650067235,1.13549989814631,3.5535447611035,1.7421867063704,3.53150933821978,2.69216200081228,1.64317218837649,1.12163351352756,2.39050684347754,2.91706508208747,2.620962730676,3.53822099696607,1.99157232103251,3.71603042662353,1.81648712232664,3.44784616691672,1.60986251192183,1.16931008087027,0,1.94899182880164,2.50051672857489,0.592001351508146,0.48417135156445,1.14677783964555,2.2194803867212,0.840162329690864,1.53364431298748,2.89938263602444,1.88544455855721,2.15162299262407,2.43094852671706,2.28178096265649,3.90431542636344,1.52772149016571,1.54720072362818,2.45707144964018,0,1.98418648115328,2.72229543894656,2.1410720150591,1.91872405433497,0.51184396376254,3.10887771575363,1.91807995764379,1.97671268857136,2.51566017776491
"CELseq2_H19",2.35751024077461,5.66768423068716,1.16114331202519,3.30358861811351,3.44790291340218,3.68156746445316,1.99847561376811,2.30164551467131,2.55736027056588,2.9548212788698,2.70123395892153,1.63565547533585,4.65700164771754,3.02370218280726,2.19381129005312,3.58175147191164,3.48395919146421,2.8286761882957,1.32672369689052,2.52413244268394,2.23914492968017,0.340827482550768,2.08070370814176,2.17776985108223,0.745535320627081,2.01555149317577,1.36169166888231,1.18638535481426,4.01269916673399,2.22810229193725,2.29777915464093,3.41017200914412,4.30648033604551,4.30965070593086,0.496371191091184,1.14381931376784,2.48408263215515,2.76426237465646,2.19914893320457,2.00815586123157,2.47617789099049,1.71375812243389,1.74122443981413,2.36672837727628,1.67981327274376,2.28899640625905,1.41502572998007,0,0.500224164643837,1.61067771977058,2.08307716962487,2.90670840855235,2.50416388705504,2.2145489368423,1.34392684552628,1.23527173082786,2.57747714094411,2.24738850665641,2.46806179134721,1.76174169308624,0.918784461344005,1.43463059058647,1.69881324569313,1.95978889538685,1.16135985224109,1.54855741668669,1.86109107261429,3.03462734235205,1.60401405121902,1.95050021630869,1.44438320528722,2.51382833794035,0.352283384039074,1.41243480093199,1.05731130557422,0.498870081740612,0,2.54924459877671,2.01885438690288,1.96876531542952,0.698872658247023,2.00416898288184,1.38330764537766,0.755060708299285,2.6971917212202,2.09658585884945,3.0602512409128,1.99761728686742,0.569777260023214,0.353982299905759,0.911561309848436,1.31698327637356,1.7927981635905,1.49155366015459,2.5576989781392,1.55691880341793,2.31581112742882,1.76235306941147,1.83396888213619,2.00253884002402
"CELseq2_H2",3.09694273472708,5.69488521520638,2.15391236543061,1.09668891546849,2.75441972708172,4.33482960060588,2.62278207583717,2.00723541352007,2.35258961875026,2.57180307320294,0.819198625443261,2.64607348971968,3.69774931492148,1.11499189332733,2.73326371701105,3.56228906328939,2.90735968982385,2.64124998832638,0.953138854219713,1.27801527197992,1.72441212536191,2.58162393799938,2.43751000144872,1.48997564147505,1.16794626813501,2.18470188276093,1.42702243032421,1.00922189510459,3.55413718682304,2.33136236837275,2.78360401155057,1.36366058595349,3.17792630524874,3.22473599553,0.949001174615791,1.89993026941013,2.01597014814364,1.68213460641454,2.38312641875816,1.95255572148302,2.17289966605195,1.23208868881282,1.90580956383061,2.32619702857139,1.64048204240335,1.70458884222079,1.71288527154416,0.243032015200464,1.56091774602478,1.59641023952235,1.09391272084537,1.94885753911864,1.6957380403052,2.92773861193976,0.984953192628101,0.41787020961161,1.48210443801364,1.61801578292451,2.19113955201839,1.41526968558938,0.260640802492842,1.17163050629811,1.49159207478461,3.02292954372833,1.55875498153122,1.5817800141151,1.6067511035933,2.14511608777498,1.78253840133762,1.98323579545047,0.712547417416112,2.41386673645257,0,1.43661214575386,0.623975547338388,0.409976982094766,0.712226432085158,1.96140627225966,1.42029983506463,2.62003856047161,1.53418013167181,1.26977952983899,1.01901063259269,0.901259853378894,1.74543490507478,1.32761027980185,2.03543435106159,1.49298806229572,1.12105947103801,0.612329151320561,1.07789213985004,1.02236442049821,1.57245360599091,0.833875242658918,2.77727145229788,0.767517534943628,2.45484218967598,1.88216553996405,1.93386893248628,1.11940302377139
"CELseq2_H20",3.15262118370129,5.17043058091585,1.37980638100987,3.78812887291297,3.66984650644398,2.97171006211141,1.95244514916451,3.91271511610338,4.42479879396902,3.58928498354252,3.16356851380465,2.48340589399952,3.97916253216181,3.16954345187022,2.92389562142163,3.55745530534378,2.72380370438148,3.61596146648208,3.46408866012549,2.54671770774961,3.41875989742887,0.597549591570206,2.66525757650047,3.87160129269018,3.3436594743284,2.30987711728261,1.87995297020341,1.58281306598053,3.31763535848518,2.57667197924152,3.18463062125548,3.10662250099772,2.96145843515482,3.20885326218858,1.2585150717581,2.38393881900245,2.58232681082633,2.88249488321639,2.83367281123566,2.48158565618819,2.98439016572647,2.55729684366061,3.2487652470032,2.53286429739328,2.59654417645672,2.46929020990619,3.06867131230852,0.761580331638824,0.547787311217064,1.58546098670389,2.12621200147026,2.1086379192111,2.85656522839889,2.09124671072251,2.29932213263303,2.38475077359457,2.58595829958456,2.44414691322551,2.90635278990247,2.20201755888657,1.73422486612209,3.67884901459901,1.75756882076192,2.80516886622918,2.45840897221146,2.8469818691159,2.38298215981758,2.38450497111366,1.52914152096759,2.90021273862049,2.34135825250504,1.63747551702875,0.629678721967901,1.53589383442435,1.77127480669097,2.6040391416548,0.841606859058936,2.92858478529811,2.3096514879452,1.56681798406312,3.00661674295968,2.63669386932534,1.94760372624053,1.9233961368632,1.93444689399474,2.24572493242399,3.17122121947658,1.39720673584099,1.57589398269041,0.923926049151029,1.49490255236902,2.2687568802517,2.60789158016978,0.897774489699093,3.7613199055452,1.87621138214546,2.61575982362271,1.98239292593257,1.21505332504713,2.55622453080768
"CELseq2_H21",3.26818591995611,4.92396340578318,0.611988172897985,3.88902609829934,3.53211957050753,2.59138657407407,2.36393350544457,3.76692629832717,3.73483121672965,4.15173675166864,3.27248217063363,2.2903953122684,3.77603700629477,3.0306107664219,2.78577399340591,2.82584764688469,1.93232293295108,3.82410957251978,3.62073482779608,2.89282458071035,3.66698986494006,0.848257901366221,1.99817617243112,3.94310494795988,2.97660299047487,1.58330531920055,3.06739002171646,1.85218330833424,2.75926699619733,2.940274673526,3.02301065526484,3.30108012291545,2.17314634155013,2.52138859209244,3.44892126027053,2.36177067775744,3.05350081048597,2.86855595611242,2.54901977614934,3.1581864615275,3.74454110412114,2.35799779941777,2.89744644332196,2.86806862442501,2.57446711466945,2.65933855438297,2.65122753578422,0.839371879082401,1.61293139173684,2.4360967702465,2.22069246711634,2.25634235682186,3.22392700410742,3.95809186674423,0.423895628546403,3.11402920534536,3.06345111627932,2.34920514902605,2.8059762622185,2.4876246896182,1.65973821107351,2.84554592317052,3.30978130473276,3.04711058463935,1.99397260086337,2.86418626432006,2.10367861072082,3.02828214188872,1.31326472484899,3.43012648648083,2.41762929277295,2.26714544914683,1.58189536067076,1.88471730845323,2.30284271943253,2.10958035877235,0.432481276712933,0.487896007281,3.20354134132519,0.956330215074705,3.14284832558555,2.96188401123699,1.1548872117678,1.7326432467374,1.59245649340113,1.76717549980906,3.77808186480355,1.49949403830958,1.30213133552693,0.948280934793144,0,1.93930610471827,3.38491955660284,1.20828521156179,3.23892997224979,1.86316720390848,2.68888553057011,2.28630407219524,1.51885301789827,2.57131089667379
"CELseq2_H22",3.95827283435467,5.57226132499446,1.84100477129939,3.50131166986439,3.50738634716242,3.85850374712846,2.89509101259697,2.51732781414687,2.81906468167506,3.20974372837868,2.39569236929156,0.813660908184104,4.74350430700519,1.98527767875321,2.20054398952212,3.75610641880355,3.42381102445024,2.57560409780042,0.602595047043224,3.08231078694153,2.6701298372581,0.497554870134155,2.65261677790137,1.69179037428536,0.883378646426758,2.53256004768487,0.50280260720052,1.5032599628748,4.42199483313784,2.34282845975916,3.25261576447912,2.31988795362466,3.65175989060703,3.94824912533877,0.832241673348162,0.916575619717013,1.96384157060219,2.17575468404637,2.13434072628255,2.99585246767009,2.65045867725675,1.29598653478964,2.15366479787391,1.05577948715536,1.7254988447804,2.08968035884501,1.55094050882185,0,0.270812691949969,1.32159934698553,1.49698706087193,1.82602666408173,2.30680616993433,3.48219078257855,0.606464674510101,1.7921587505754,2.1365272964151,1.25472992670908,2.7665034876829,2.12717011573522,0.809453558848547,0.766632620310277,1.66454850666612,1.72528347123188,1.67163676565235,2.35341496614229,1.56711392840864,2.81481557628873,1.4557883581338,2.85055768189662,0.847949203295621,1.28648380482419,0.506020444157508,1.83951668009837,1.89610782781368,0.672948384013495,0,0.29648029397458,1.90699475765116,0.275135047469104,0.923259807420999,2.2135301721864,1.52728479139608,0.830660164328772,2.70701608396297,2.14910275342437,3.37421566218615,1.66519981023158,0.654346407884556,1.60188449179498,0,0.958499645549543,1.75488735438841,1.67440567717549,1.53804328739843,1.45336789012857,2.94308132340124,2.70218504241144,1.43870949027323,2.00242992479968
"CELseq2_H23",2.25961828337538,5.32700396782628,1.61310042899404,3.44256868579563,3.21208902462969,3.98283429117671,2.27692743104224,2.57065646828656,3.14729977879343,2.30677740036784,2.56180327837958,0.944686649336286,4.80326590280772,2.02661393425725,2.80813171488972,4.83454806317195,3.67566144289828,2.96366444191972,1.10752544885588,3.71335533134172,2.75465921562558,0.418494127840841,1.58134633364983,2.32499639001563,0.678141540823261,0.989490077032242,0.784619874980692,1.56599104957555,4.47960526572706,2.10436030420652,2.4141181200668,2.04274415180949,4.55938591950961,4.92164587131526,1.23482487451786,1.86828445662135,2.22143612171989,2.96491395643624,2.77469270579703,2.52335358025718,2.40262814336828,1.00313791421204,1.76802649205076,1.39873663806203,1.12751614284389,2.6068569626376,0.782128471214638,0.336427200641955,0,1.3241603524968,1.67818097581554,2.90308204716137,3.30352541417908,1.16728351346707,0,1.60601712884662,2.44705604868451,1.48606214729863,2.73590778004354,2.11203342665438,0.350564606506714,0.33667171898319,1.55452370515947,1.96963163970013,2.68767203354388,1.91203985712222,2.02376076259657,3.09166563128223,0.805615655621949,2.74212786013961,1.37177781965851,1.33880167174722,0.581709858391054,0.810354600407344,1.39072042673263,0,0,1.16340309547807,1.69996123854894,0.624774718800922,1.13064729853676,2.28121847991575,1.9829424360979,1.56612167226185,2.81692450876367,2.07724623808361,3.57285441094452,0.362109919808636,1.28775294888793,1.61959480304946,0,0.922802351386304,2.01524220757851,2.26071660488036,1.79694068020394,0.886459442506914,0.80332915293138,3.1443541258271,1.3558170522491,2.28168776695544
"CELseq2_H3",4.00533419026353,5.49175943334939,3.17343662069418,2.43903859094838,3.03475420780919,3.78085002301781,3.08140311698984,2.35655503013287,3.37609400482356,3.06468543498027,1.63658505391008,2.88474986130143,3.76484493423922,1.75212223538367,3.02123605371394,3.82027167770155,2.79358687191241,2.99982180543567,1.49558845309057,1.4211542623889,1.70990681816429,1.96520849809124,3.56954389505917,1.94747399512183,1.51024403181114,1.35901333446197,1.66726567793582,1.53949485653199,3.93969326591344,2.79317597653741,3.56656919682446,1.91981424034909,2.77422606547297,3.48919087675727,2.81423210236819,2.11106198721849,2.16625591609539,2.23250648375767,1.9450314987402,2.31944423002292,2.31945291776682,1.3033840872673,2.18720248536038,3.01295524823871,2.06346504513323,3.0013465537438,2.62248076406065,1.80097971008155,1.50419273486833,1.86874163803907,1.25856712869815,2.17155261889344,2.46965364493567,2.83254923640209,2.49581069988605,0.481867795177119,2.15593206421753,2.22398389952696,2.73020121119016,1.9753987261713,0.692434421241902,0.990784787617407,1.81220197871541,3.09505918617084,1.61201198951158,1.61719675808039,2.3622657302247,3.16624191202798,1.68152389928277,2.6710463084813,0.245718762296436,2.52788120196877,0,1.44156445577438,1.90927845998596,0.585747889850661,2.1303981201081,1.89023553932038,1.42410541321612,2.03060273124734,1.03599811485223,2.22088585585034,0.724193340167927,1.06738915447939,2.20343324492762,2.05696560858398,2.49776581884849,1.88290209761488,1.37155556101855,0.768807940554151,1.63470201997527,0.896455481102885,1.63226569875325,0.872452871631509,2.94954036668198,1.45972861765621,2.63466273244168,1.8299946221316,1.71170398596329,0.577461745541706
"CELseq2_H4",3.25009365092387,5.44367812590502,1.48000324055168,2.79642496687174,2.62911884299308,4.24370342890007,3.25702927900282,3.06759939054833,2.54224052734637,3.54418126119261,2.09809538920598,1.36134761002385,4.77353285803414,2.03642409304564,2.36872306411389,4.11928381588396,3.37086965932715,2.54761771239421,0.786178431378954,2.12934456988439,4.01331469122958,0.619721011268268,2.32141361411001,1.8212167767403,0.777220349831631,1.01687187396886,0.275585854495828,0.861949439837984,4.19954735694664,2.1736539514834,2.49128312727936,2.23188034000892,3.3066332310425,3.74151415415415,0.966583001324254,1.09901353626807,2.07039212360443,2.29284675168222,2.54845809000812,2.14417249056447,2.01460527896352,2.05036020021876,2.29739705094177,2.08862579698882,2.00200716197344,1.61412473244805,1.48706898548855,0.262951311911573,0.591455737188609,0.871820357220098,2.19344903310856,1.59050135083539,1.65743489007446,2.82488709153932,1.12443795149384,0.766723792643171,2.05322935034335,1.38416497085467,2.33495703600662,1.8579252540387,0.252458494757943,1.22152787319221,1.97223088058114,2.47471595483823,1.5137229441485,1.9626573591621,1.68375481741996,2.4149572270907,1.6024022646796,2.30112994584796,1.63280798711593,1.23921371866016,0,1.74637758281316,1.69407536101811,0.44012789368697,0,1.02279273849827,1.99908259538041,1.11304452326718,1.84585221467099,2.07984519284238,1.69481296112777,1.56483476749766,3.01939536600284,1.94309622387002,3.08132362668055,1.28477083760867,0.966030221835011,0.623579436990047,0.253000768957413,0.887624433052029,2.14752272759959,1.53308396949685,2.29333800114271,2.1201979830395,2.05625255765917,1.27690929190193,1.85385832265574,1.4288127517517
"CELseq2_H5",3.51721589852275,5.08579168741883,2.17612251886046,3.01146979402098,3.66139696916095,3.95888267511188,3.6754145517498,3.13527711812632,2.69748153335848,2.94596493659716,2.20187884823145,3.28792543178709,4.62424088113234,2.63616630181333,2.31793253380894,3.94615260602643,3.60653906692139,3.04863408726343,2.60952237251306,1.15603052568862,3.47986622627566,2.98212293232559,2.96814781090376,2.76066661887311,2.04953629671288,2.6703091086955,2.10422041774609,1.34313044061818,4.18085061502032,2.93163670551735,3.22248238188592,2.85118447119633,3.8118737882554,3.75138419292314,1.69934890650489,1.3597052598841,2.7351701870977,2.50776442744601,2.15695919508136,2.91985476954775,2.83571225106012,2.13431800374248,2.82034658421793,2.38616576258405,2.59739871945381,2.14559654481687,2.95164096520042,0.352604387008572,2.50285655621397,2.13599606500132,1.23459424261965,2.12074498322719,2.75272508939797,3.46039887450139,1.90224434799624,2.33567933981948,2.22596002548152,2.04962557932326,2.60937253284553,1.51089530014896,0.339520282738419,1.24415119900005,2.68565794485728,3.20146846026005,1.91111367484797,1.99431277752595,1.83610421389018,2.91547783498894,1.79932171012738,3.12075644299305,1.89126773382366,2.46496730332318,0.965475172283864,1.96309483468829,1.47910527629825,0.874634519698065,0.847770100881307,2.65213189036215,2.51755528119042,2.33646812234707,1.92241823629743,2.43941797702141,1.22959618949611,1.39091486266944,2.29322316177392,1.96380233879268,3.06069991545975,2.01331969229207,0.61773903177178,0.35263859567344,1.23963911609454,0.619550017443079,2.14050953959027,0.819937268333466,3.33288852672132,2.25059093950884,2.91068079657341,2.6752805929859,2.96082842187336,1.93900751552349
"CELseq2_H6",2.56410894518594,5.4085599925652,0.667441280464005,3.52340518475164,3.33670371434749,3.93108164990648,2.25249527529778,2.98230880597143,2.85877270393894,3.09149506411605,2.43188515409206,2.39702433165571,5.02075754522443,2.28796929202201,2.37568179800281,3.94745621502008,3.58456741842012,2.69385276240154,1.00957389061758,2.76262762944448,2.79875084065163,0,2.53346132837534,1.68074379432795,0.236054545641011,0.411348841653839,0.879453415450289,1.08784351383457,4.26799327144855,2.2217328353297,2.97348174267752,2.78728369090859,3.96195618855704,4.03297786196206,1.85809992923366,0.897215570487198,1.59830999272007,2.52822460159214,2.23867575166256,3.09135069030024,2.29887255936528,1.3785096740249,2.59658026782338,1.86131988524751,0.689524205701642,2.35093960638662,1.83294912598371,0.22371644944296,0,1.16353019224182,1.66298703528459,2.09605877366884,2.33568883621014,1.85895870692179,1.54657297546742,0.568456353343026,2.16097983024472,1.58993936867031,1.98517047514184,2.03939856895903,0.6976134031738,0.817824491769811,1.65811172757744,2.0673687614399,1.8615108240456,2.2265078688614,1.55516819010008,2.63956825089239,1.80281532547239,2.42524389299049,1.78158424810658,1.03914121704583,1.65754649818806,1.61839373880258,1.25844269009393,0,0,1.28578959570231,1.20983928735985,0.986868549852544,1.26975074388576,2.15395687535705,1.50116169211647,1.25070661648018,3.25799510289119,1.4400207016114,3.30414911540349,1.32291808133194,0.542340423902094,0.600115873858577,0.62989020664996,0.421087091805799,2.4547014808758,1.54744140202718,2.48945488674125,1.13827903233815,2.72214488995515,2.1618086115494,1.81447716607105,1.75755957400673
"CELseq2_H7",2.79888027789454,4.84535971578726,1.42489994466746,4.10522834425687,3.42682455243955,2.91929178771302,1.41227631708087,4.07568584275366,3.72862576209677,3.39635904443114,3.27862942039652,2.53238429403731,4.59707140889637,3.56268975912128,3.33300653009069,3.66796680775728,2.9903803474158,3.78226008111321,3.28520005720478,2.59842394753033,2.70388276079135,1.46882572536547,3.59353843401374,3.61997299051344,3.24096886358021,2.36081719268232,3.36005526414894,1.76600031862445,3.41035703222812,3.7247436167241,2.87468881678801,3.69257357301388,3.04672415666163,3.96993621900837,3.08486121043957,2.40477984238503,3.57426623649701,3.42703165884793,2.65138481994256,2.79678090390235,4.04007325037884,2.75424367473612,3.21473743110131,2.74626170422649,2.18796938293824,2.80819650332874,2.94284927307308,0.262718302894101,0.978205684812126,2.13318245102287,2.63437687573275,3.14398279654564,3.0657271549265,3.15084066291953,1.57496725662835,3.15560754027098,2.72198390170464,2.42769080475,3.34017670123505,2.88754355297832,1.6786574413397,2.53960816007671,2.54432908102234,3.04282563740751,2.45500579191776,3.17724266743373,2.12903482530665,2.77535664160526,0.947369615064137,3.60476133538829,1.45451714058829,2.77723405990421,1.21926695857435,1.55732476961272,2.93663153251149,2.04838024488382,0.27261203187782,0.352668756342328,2.86004270534863,1.34922910320605,3.14422516071918,2.86263063497632,1.96248479683409,1.67793192331382,2.09528214225656,2.44711563747885,3.70331960400075,1.47988665340205,1.56215025726337,2.08747784910368,1.2647915551311,2.55544980433929,3.11452257917419,1.3271959160631,2.10738342206292,1.89454590370605,3.15511756081208,1.81123756929694,1.87601468823095,3.11177282800523
"CELseq2_H8",3.91434181814048,5.21857226749726,1.67682182202164,3.1830894823344,3.96520961597867,3.58968248998969,3.53308032559468,3.34416130915958,3.00858754492705,3.80699911810823,2.32057153165731,3.91133402839469,4.43980180188813,2.56502414311686,3.65474754903529,3.46082665494971,3.0891212544685,3.42576315931333,1.40464914741778,1.42594991966216,2.15917491132303,2.60494907830987,3.39294850007991,2.52070251073988,2.15352368662507,2.23589721481027,1.75434676099509,2.87745399848729,3.58156824135979,3.34072917970543,3.35735583099299,2.37456188222355,3.24211179856548,3.0957764364506,1.13444203262813,1.89153336436159,2.8694156199848,2.2912275267231,2.60736669320344,1.99051750886189,3.43143932608818,1.6564939927742,3.26497090825936,3.14412416900416,3.24908647661588,3.13468530526396,2.9760270900914,1.38204028862374,2.05216055442989,2.38888239060214,1.51447035501395,2.80904221325667,3.26203732215662,3.51484354623978,1.64050091210899,1.28123655000041,1.91797627249328,2.65625913911308,2.44791129973294,2.0130193172442,0,1.70750063977686,2.23107303022769,3.84034575205021,0.807151717157002,2.18368018406349,2.73983833565033,3.06704672849011,1.62969711050805,2.87383881465295,1.0727749543799,2.0481161763584,0,2.39482969098564,1.81087670185164,0.720740217174159,1.42359248704713,0.943072071821728,2.77155062978114,1.19265723842397,1.62963361237813,2.31744586407325,2.23572881292019,1.92503668571203,2.27260830648324,1.99125354690284,2.6178711808821,2.22941361169338,1.86993530655802,1.36571925458233,0.661647243014874,0.707579966426252,1.89212682918388,2.05646311259343,3.1737294117925,1.53802120563149,3.28913798339047,2.43319194829893,2.47467938313149,2.08144001337579
"CELseq2_H9",2.94313800009066,5.41329945174928,1.26071463664854,3.21136787597814,4.04511341092648,3.68590202414181,3.2041518044589,3.47998475110481,4.24861020935674,3.16876948405105,2.55335003054572,1.69008236234611,4.17748160787185,2.52824486837651,2.76787935280872,4.0200923552222,3.00226504569399,3.02977142683581,1.78753820387988,3.28249658302933,2.99298098477669,0.785624887796459,3.23735810138463,2.00248441827508,1.07753758292453,1.82458633514542,0.73684500222929,1.40801751390278,3.6769677982121,2.8432518987046,3.01084256069429,3.65855068647425,3.63580340790476,3.57206537524898,0,1.78068015519797,2.64718840561108,3.15006808922862,3.767509957943,2.86686180170086,2.9841517245682,2.78634749297049,2.72957688321398,1.53330050761396,2.32066751299818,2.46716596323318,1.40095574290656,0,0.735756439376678,0.775027780676392,1.62545608797684,2.46697955083533,2.68126161277918,3.16592796966945,1.09326343691148,1.91945894461374,2.65901869783562,2.10910469629469,2.44667992281408,1.45873949322691,0.699104987853048,1.76530294296371,1.81814143567914,2.51434253048831,1.51289582867116,1.83938350774309,2.3048638896217,3.18202744329517,1.17577821176229,2.6704659657341,1.68493308570725,1.98277650036675,0,2.49912921071126,1.45497829756307,0.768683400622641,0,1.91073857936136,1.95533459604034,0.75656861018958,1.7578755612026,2.87451121385575,2.27363184469474,1.13023888040033,2.78133088449928,2.40489260120687,3.70528972335459,1.84011147557508,0.760736955849485,0.731454491733063,0.706851458888039,1.12573270757892,2.29481049160423,1.17036923101393,1.78862520755761,2.05895770736243,2.5385251419517,1.6200292856393,0.721112498722281,2.13814940767397
"CELseq2_I10",2.26266855530841,5.19312709220422,2.68297764248127,4.19443321950768,3.40547041885039,3.73394309426679,1.78873543755283,3.35572952496814,3.11291855475659,3.20026393831337,3.07185893210632,1.49937159452172,4.53181817224751,2.71764411686163,2.75769711631253,3.45635596187499,3.31915490200694,3.19706734942374,1.35375243124502,3.51371844058605,3.92991218378577,0.42227952508149,2.80007286359535,1.99633912777267,0.923886116038483,1.01642861117404,1.50461128837558,1.12857836380291,3.79450390125358,2.47807304647252,2.85642684789722,3.04974497086953,3.29519831574778,3.57084403013402,2.69760216868206,2.10852201011653,2.0509215877041,2.94435783073004,3.26316645529751,3.43585008967954,2.81250240342122,1.63071697992124,2.98599245507915,1.36147749019021,0.366377291586508,3.23489402639623,2.33282747594581,0.561524198106299,0.465214228411946,2.08455899140786,2.84729694920038,2.76983249035481,3.00696407231057,2.19885252500695,0.65638118537345,0.892531275339008,2.73818990996945,1.56840497538397,2.76073804411183,2.68212909117543,0.877959899635639,0.655974676252151,0.799408788194847,2.67919904651311,2.14546717103213,2.34632025801384,2.3165017352813,3.3975604433907,0.688048094671571,3.07032937516735,0.878292961250614,1.18530090992451,1.4981832527378,2.24497328977398,1.88076440461665,0,0,1.02896326362649,1.8886491236351,0.699464621118848,1.94300092608309,2.58372742644363,2.19352976558336,2.48830398164239,2.68906906134567,2.00802681414421,3.98132833590124,1.50111719474791,1.07418767059772,1.06430743599989,0,1.25088988419157,2.51985339182991,2.32773677736045,2.31989043790734,0.899779161944323,1.5389430472049,2.14201342821523,0.683575436719771,1.97556420580126
