orig.ident,nCount_RNA,nFeature_RNA,pop,depth,cell.type,cell.type.idx,batch,nCount_SCT,nFeature_SCT
IntegTest,177085,70,4_5,0.791457286432161,4_5,1,3,139779,70
IntegTest,161837,56,4_5,0.776381909547739,4_5,1,3,144712,56
IntegTest,323629,71,4_5,0.771356783919598,4_5,1,3,111890,71
IntegTest,160000,62,4_5,0.768844221105528,4_5,1,3,145890,62
IntegTest,92872,68,4_1,0.760351317440401,4_1_1,4,3,178580,106
IntegTest,189671,63,4_5,0.758793969849246,4_5,1,3,136233,63
IntegTest,121388,72,4_5,0.756281407035176,4_5,1,3,163122,75
IntegTest,129113,62,4_5,0.753768844221106,4_5,1,3,158777,65
IntegTest,136456,62,4_5,0.736180904522613,4_5,1,3,155306,62
IntegTest,117871,67,4_5,0.726130653266332,4_5,1,3,164249,72
IntegTest,184834,73,4_5,0.723618090452261,4_5,1,3,136978,73
IntegTest,117770,62,4_5,0.721105527638191,4_5,1,3,164405,69
IntegTest,160860,73,4_1,0.715181932245922,4_1_1,4,3,145317,73
IntegTest,152950,63,4_5,0.71356783919598,4_5,1,3,148383,63
IntegTest,132494,82,4_5,0.698492462311558,4_5,1,3,157843,82
IntegTest,149750,77,4_5,0.693467336683417,4_5,1,3,149768,77
IntegTest,163643,71,4_5,0.690954773869347,4_5,1,3,144168,71
IntegTest,155476,66,4_5,0.680904522613065,4_5,1,3,147413,66
IntegTest,116148,64,4_1,0.664993726474278,4_1_1,4,3,164675,71
IntegTest,179209,69,4_5,0.658291457286432,4_5,1,3,138987,69
IntegTest,167557,61,4_1,0.649937264742785,4_1_1,4,3,142803,61
IntegTest,159743,73,4_5,0.648241206030151,4_5,1,3,145728,73
IntegTest,158408,72,4_5,0.64321608040201,4_5,1,3,146327,72
IntegTest,149886,69,4_5,0.635678391959799,4_5,1,3,149717,69
IntegTest,167841,77,4_5,0.628140703517588,4_5,1,3,143107,77
IntegTest,137831,65,4_1,0.624843161856964,4_1_1,4,3,154858,67
IntegTest,139141,74,4_5,0.620603015075377,4_5,1,3,154443,74
IntegTest,215206,77,4_5,0.618090452261307,4_5,1,3,128981,77
IntegTest,161603,79,4_5,0.613065326633166,4_5,1,3,144793,79
IntegTest,212908,58,4_1,0.60978670012547,4_1_1,4,3,129538,58
IntegTest,190586,65,4_1,0.589711417816813,4_1_1,4,3,135695,65
IntegTest,136861,67,4_1,0.587202007528231,4_1_1,4,3,155128,67
IntegTest,157592,77,4_5,0.57286432160804,4_5,1,3,146470,77
IntegTest,181221,71,4_5,0.5678391959799,4_5,1,3,137617,71
IntegTest,152237,71,4_5,0.565326633165829,4_5,1,3,148688,71
IntegTest,108818,68,4_1,0.562107904642409,4_1_1,4,3,168795,77
IntegTest,200270,72,4_1,0.55207026348808,4_1_1,4,3,133006,72
IntegTest,143460,83,4_5,0.540201005025126,4_5,1,3,152562,83
IntegTest,156648,70,4_5,0.530150753768844,4_5,1,3,146839,70
IntegTest,170051,77,4_5,0.517587939698492,4_5,1,3,141417,77
IntegTest,137699,65,4_5,0.515075376884422,4_5,1,3,155539,65
IntegTest,107559,79,4_1,0.506900878293601,4_1_1,4,3,169707,83
IntegTest,136443,74,4_5,0.505025125628141,4_5,1,3,155890,74
IntegTest,142127,75,4_5,0.5,4_5,1,3,153312,75
IntegTest,165779,69,4_5,0.469849246231156,4_5,1,3,143222,69
IntegTest,95973,72,4_1,0.466750313676286,4_1_1,4,3,176945,106
IntegTest,126455,66,4_1,0.461731493099122,4_1_1,4,3,160377,68
IntegTest,119995,67,4_1,0.456712672521957,4_1_1,4,3,163336,70
IntegTest,128925,67,4_5,0.447236180904523,4_5,1,3,159572,69
IntegTest,174077,71,4_5,0.437185929648241,4_5,1,3,140083,71
IntegTest,143173,60,4_5,0.422110552763819,4_5,1,3,152625,60
IntegTest,155238,74,4_5,0.417085427135678,4_5,1,3,147399,74
IntegTest,165548,72,4_5,0.412060301507538,4_5,1,3,143321,72
IntegTest,189911,84,4_1,0.401505646173149,4_1_1,4,3,135465,84
IntegTest,178455,72,4_5,0.399497487437186,4_5,1,3,138613,72
IntegTest,110778,71,4_1,0.391468005018821,4_1_1,4,3,167798,75
IntegTest,146407,76,4_1,0.381430363864492,4_1_1,4,3,151151,76
IntegTest,142101,72,4_1,0.371392722710163,4_1_1,4,3,152840,71
IntegTest,132838,76,4_1,0.368883312421581,4_1_1,4,3,156976,76
IntegTest,158327,72,4_5,0.366834170854271,4_5,1,3,146065,72
IntegTest,140026,75,4_5,0.364321608040201,4_5,1,3,154224,75
IntegTest,97504,64,4_1,0.336260978670013,4_1_1,4,3,176347,105
IntegTest,174046,85,4_5,0.331658291457286,4_5,1,3,140006,84
IntegTest,134716,70,4_1,0.328732747804266,4_1_1,4,3,156451,72
IntegTest,178426,63,4_1,0.323713927227102,4_1_1,4,3,139245,63
IntegTest,133769,72,4_5,0.311557788944724,4_5,1,3,156951,73
IntegTest,112275,68,4_1,0.308657465495609,4_1_1,4,3,167870,76
IntegTest,151413,89,4_5,0.304020100502513,4_5,1,3,149034,89
IntegTest,140421,55,4_1,0.301129234629862,4_1_1,4,3,154129,56
IntegTest,126867,66,4_1,0.296110414052698,4_1_1,4,3,160051,70
IntegTest,98907,64,4_1,0.293601003764115,4_1_1,4,3,174311,88
IntegTest,127330,76,4_5,0.291457286432161,4_5,1,3,160280,77
IntegTest,120210,71,4_5,0.28643216080402,4_5,1,3,164328,74
IntegTest,165350,75,4_5,0.281407035175879,4_5,1,3,143355,75
IntegTest,113965,60,4_1,0.271016311166876,4_1_1,4,3,165975,70
IntegTest,158511,81,4_5,0.268844221105528,4_5,1,3,145931,81
IntegTest,150500,79,4_5,0.266331658291457,4_5,1,3,149443,79
IntegTest,170451,73,4_5,0.261306532663317,4_5,1,3,141635,73
IntegTest,144179,73,4_5,0.251256281407035,4_5,1,3,152386,73
IntegTest,151397,69,4_5,0.243718592964824,4_5,1,3,149013,69
IntegTest,141599,72,4_5,0.223618090452261,4_5,1,3,153496,72
IntegTest,154055,71,4_5,0.21356783919598,4_5,1,3,147961,71
IntegTest,177997,76,4_5,0.21105527638191,4_5,1,3,138691,76
IntegTest,131103,70,4_5,0.198492462311558,4_5,1,3,159220,71
IntegTest,149779,73,4_1,0.183186951066499,4_1_1,4,3,149762,73
IntegTest,133944,72,4_5,0.170854271356784,4_5,1,3,156802,73
IntegTest,153578,78,4_5,0.165829145728643,4_5,1,3,148022,77
IntegTest,112529,76,4_1,0.155583437892095,4_1_1,4,3,168111,80
IntegTest,172626,72,4_5,0.153266331658291,4_5,1,3,141345,72
IntegTest,167313,74,4_1,0.13801756587202,4_1_1,4,3,142434,74
IntegTest,116422,67,4_1,0.132998745294856,4_1_1,4,3,165320,72
IntegTest,166425,62,4_5,0.108040201005025,4_5,1,3,143084,62
IntegTest,146333,74,4_5,0.103015075376884,4_5,1,3,151231,74
IntegTest,160978,72,4_1,0.100376411543287,4_1_1,4,3,145031,72
IntegTest,152272,63,4_5,0.0979899497487437,4_5,1,3,148700,63
IntegTest,200908,71,4_5,0.092964824120603,4_5,1,3,132303,71
IntegTest,103426,61,4_5,0.0904522613065327,4_5,1,3,173631,77
IntegTest,158139,76,4_5,0.0678391959798995,4_5,1,3,146348,76
IntegTest,180215,68,4_5,0.0653266331658292,4_5,1,3,138141,68
IntegTest,153171,69,4_5,0.050251256281407,4_5,1,3,148220,69
IntegTest,143435,66,4_5,0.0477386934673367,4_5,1,3,152707,67
IntegTest,127884,67,4_1,0.0451693851944793,4_1_1,4,3,160368,71
IntegTest,140606,74,4_5,0.0351758793969849,4_5,1,3,153794,75
IntegTest,140875,72,4_1,0.027603513174404,4_1_1,4,3,153845,72
IntegTest,171480,71,4_1,0.0175658720200753,4_1_1,4,3,140995,71
IntegTest,174484,80,4_5,0,4_5,1,3,139871,80
