pop,depth,cell.type,cell.type.idx,batch
5_3,1.4070351758794,5_3,3,3
5_2,1.40452261306533,5_2,2,3
4_1,1.40025094102886,4_1_2,5,3
5_2,1.39447236180905,5_2,2,3
4_1,1.39523212045169,4_1_2,5,3
5_3,1.38693467336683,5_3,3,3
5_3,1.38190954773869,5_3,3,3
5_3,1.35175879396985,5_3,3,3
4_1,1.3525721455458,4_1_2,5,3
5_2,1.34170854271357,5_2,2,3
5_2,1.33668341708543,5_2,2,3
4_1,1.3375156838143,4_1_2,5,3
5_3,1.30904522613065,5_3,3,3
4_1,1.30489335006274,4_1_2,5,3
5_3,1.28894472361809,5_3,3,3
5_3,1.28391959798995,5_3,3,3
5_3,1.28140703517588,5_3,3,3
5_3,1.27386934673367,5_3,3,3
4_1,1.267252195734,4_1_2,5,3
5_3,1.25376884422111,5_3,3,3
5_3,1.25125628140704,5_3,3,3
5_2,1.24874371859296,5_2,2,3
5_3,1.23366834170854,5_3,3,3
5_3,1.2286432160804,5_3,3,3
5_3,1.22613065326633,5_3,3,3
5_2,1.22110552763819,5_2,2,3
4_1,1.21706398996236,4_1_2,5,3
5_3,1.2035175879397,5_3,3,3
5_3,1.20100502512563,5_3,3,3
5_2,1.19849246231156,5_2,2,3
5_2,1.19346733668342,5_2,2,3
5_2,1.18341708542714,5_2,2,3
5_2,1.18090452261307,5_2,2,3
5_3,1.17587939698492,5_3,3,3
4_1,1.1693851944793,4_1_2,5,3
5_2,1.15829145728643,5_2,2,3
4_1,1.15934755332497,4_1_2,5,3
4_1,1.15181932245922,4_1_2,5,3
4_1,1.13927227101631,4_1_2,5,3
4_1,1.11417816813049,4_1_2,5,3
4_1,1.10664993726474,4_1_2,5,3
5_2,1.10050251256281,5_2,2,3
5_3,1.09547738693467,5_3,3,3
5_3,1.0929648241206,5_3,3,3
5_2,1.08542713567839,5_2,2,3
5_2,1.08040201005025,5_2,2,3
4_1,1.08155583437892,4_1_2,5,3
5_2,1.07286432160804,5_2,2,3
5_2,1.07035175879397,5_2,2,3
5_3,1.0678391959799,5_3,3,3
4_1,1.06649937264743,4_1_2,5,3
4_1,1.06398996235885,4_1_2,5,3
5_2,1.05527638190955,5_2,2,3
4_1,1.0564617314931,4_1_2,5,3
5_3,1.05025125628141,5_3,3,3
4_1,1.05144291091593,4_1_2,5,3
5_2,1.0427135678392,5_2,2,3
5_3,1.03266331658291,5_3,3,3
5_2,1.0251256281407,5_2,2,3
4_1,1.01129234629862,4_1_2,5,3
5_2,1.00251256281407,5_2,2,3
4_5,1,4_5,1,3
4_5,0.994974874371859,4_5,1,3
4_5,0.989949748743719,4_5,1,3
4_1,0.983688833124216,4_1_1,4,3
4_1,0.976160602258469,4_1_1,4,3
4_1,0.95357590966123,4_1_1,4,3
4_5,0.944723618090452,4_5,1,3
4_5,0.939698492462312,4_5,1,3
4_5,0.92713567839196,4_5,1,3
4_5,0.924623115577889,4_5,1,3
4_5,0.919597989949749,4_5,1,3
4_1,0.915934755332497,4_1_1,4,3
4_5,0.896984924623116,4_5,1,3
4_1,0.883312421580928,4_1_1,4,3
4_1,0.878293601003764,4_1_1,4,3
4_1,0.868255959849435,4_1_1,4,3
4_5,0.866834170854271,4_5,1,3
4_5,0.85427135678392,4_5,1,3
4_5,0.851758793969849,4_5,1,3
4_1,0.848180677540778,4_1_1,4,3
4_1,0.843161856963613,4_1_1,4,3
4_5,0.841708542713568,4_5,1,3
4_5,0.834170854271357,4_5,1,3
4_1,0.82810539523212,4_1_1,4,3
4_5,0.819095477386935,4_5,1,3
4_5,0.809045226130653,4_5,1,3
4_1,0.805520702634881,4_1_1,4,3
4_1,0.803011292346299,4_1_1,4,3
4_5,0.801507537688442,4_5,1,3
4_1,0.797992471769134,4_1_1,4,3
4_5,0.796482412060302,4_5,1,3
4_1,0.79297365119197,4_1_1,4,3
4_5,0.78643216080402,4_5,1,3
4_5,0.776381909547739,4_5,1,3
4_5,0.773869346733668,4_5,1,3
4_1,0.767879548306148,4_1_1,4,3
4_5,0.766331658291457,4_5,1,3
4_5,0.763819095477387,4_5,1,3
4_1,0.740276035131744,4_1_1,4,3
4_5,0.736180904522613,4_5,1,3
4_1,0.71267252195734,4_1_1,4,3
4_5,0.71105527638191,4_5,1,3
4_5,0.708542713567839,4_5,1,3
4_1,0.695106649937265,4_1_1,4,3
4_5,0.693467336683417,4_5,1,3
4_5,0.675879396984925,4_5,1,3
4_5,0.670854271356784,4_5,1,3
4_5,0.660804020100503,4_5,1,3
4_5,0.653266331658292,4_5,1,3
4_5,0.650753768844221,4_5,1,3
4_5,0.648241206030151,4_5,1,3
4_1,0.637390213299874,4_1_1,4,3
4_1,0.627352572145546,4_1_1,4,3
4_1,0.619824341279799,4_1_1,4,3
4_5,0.605527638190955,4_5,1,3
4_5,0.600502512562814,4_5,1,3
4_5,0.592964824120603,4_5,1,3
4_5,0.590452261306533,4_5,1,3
4_5,0.580402010050251,4_5,1,3
4_5,0.57035175879397,4_5,1,3
4_5,0.565326633165829,4_5,1,3
4_5,0.555276381909548,4_5,1,3
4_1,0.55207026348808,4_1_1,4,3
4_5,0.532663316582915,4_5,1,3
4_5,0.522613065326633,4_5,1,3
4_5,0.517587939698492,4_5,1,3
4_1,0.514429109159347,4_1_1,4,3
4_1,0.501882057716437,4_1_1,4,3
4_5,0.5,4_5,1,3
4_5,0.487437185929648,4_5,1,3
4_5,0.484924623115578,4_5,1,3
4_5,0.449748743718593,4_5,1,3
4_5,0.42964824120603,4_5,1,3
4_1,0.426599749058971,4_1_1,4,3
4_1,0.424090338770389,4_1_1,4,3
4_5,0.422110552763819,4_5,1,3
4_5,0.419597989949749,4_5,1,3
4_5,0.417085427135678,4_5,1,3
4_5,0.414572864321608,4_5,1,3
4_5,0.412060301507538,4_5,1,3
4_5,0.402010050251256,4_5,1,3
4_5,0.399497487437186,4_5,1,3
4_5,0.394472361809045,4_5,1,3
4_5,0.386934673366834,4_5,1,3
4_5,0.381909547738693,4_5,1,3
4_5,0.364321608040201,4_5,1,3
4_5,0.361809045226131,4_5,1,3
4_5,0.35427135678392,4_5,1,3
4_5,0.346733668341709,4_5,1,3
4_5,0.344221105527638,4_5,1,3
4_5,0.339195979899498,4_5,1,3
4_5,0.336683417085427,4_5,1,3
4_1,0.33375156838143,4_1_1,4,3
4_5,0.331658291457286,4_5,1,3
4_5,0.329145728643216,4_5,1,3
4_5,0.309045226130653,4_5,1,3
4_1,0.296110414052698,4_1_1,4,3
4_1,0.291091593475533,4_1_1,4,3
4_5,0.28643216080402,4_5,1,3
4_5,0.28391959798995,4_5,1,3
4_5,0.276381909547739,4_5,1,3
4_1,0.273525721455458,4_1_1,4,3
4_1,0.265997490589711,4_1_1,4,3
4_5,0.258793969849246,4_5,1,3
4_5,0.256281407035176,4_5,1,3
4_5,0.246231155778894,4_5,1,3
4_1,0.243412797992472,4_1_1,4,3
4_5,0.238693467336683,4_5,1,3
4_5,0.236180904522613,4_5,1,3
4_1,0.220828105395232,4_1_1,4,3
4_1,0.213299874529486,4_1_1,4,3
4_1,0.208281053952321,4_1_1,4,3
4_5,0.203517587939698,4_5,1,3
4_5,0.178391959798995,4_5,1,3
4_5,0.173366834170854,4_5,1,3
4_5,0.170854271356784,4_5,1,3
4_5,0.165829145728643,4_5,1,3
4_1,0.163111668757842,4_1_1,4,3
4_1,0.16060225846926,4_1_1,4,3
4_5,0.155778894472362,4_5,1,3
4_5,0.153266331658291,4_5,1,3
4_1,0.135508155583438,4_1_1,4,3
4_5,0.123115577889447,4_5,1,3
4_1,0.117942283563363,4_1_1,4,3
4_1,0.110414052697616,4_1_1,4,3
4_5,0.105527638190955,4_5,1,3
4_5,0.103015075376884,4_5,1,3
4_5,0.0979899497487437,4_5,1,3
4_5,0.0954773869346734,4_5,1,3
4_5,0.085427135678392,4_5,1,3
4_5,0.0804020100502513,4_5,1,3
4_5,0.0778894472361809,4_5,1,3
4_5,0.0653266331658292,4_5,1,3
4_5,0.0628140703517588,4_5,1,3
4_5,0.0577889447236181,4_5,1,3
4_5,0.0527638190954774,4_5,1,3
4_5,0.0452261306532663,4_5,1,3
4_5,0.0376884422110553,4_5,1,3
4_1,0.0326223337515684,4_1_1,4,3
4_5,0.0226130653266332,4_5,1,3
4_1,0.0200752823086575,4_1_1,4,3
4_1,0.0150564617314931,4_1_1,4,3
4_5,0.00753768844221105,4_5,1,3
