orig.ident,nCount_RNA,nFeature_RNA,pop,depth,cell.type,cell.type.idx,batch,nCount_SCT,nFeature_SCT
IntegTest,351305,69,4_5,0.391959798994975,4_5,1,3,310300,69
IntegTest,224504,73,4_1,0.376411543287327,4_1_1,4,3,224171,73
IntegTest,295114,75,4_5,0.369346733668342,4_5,1,3,293168,75
IntegTest,232529,72,4_1,0.361355081555834,4_1_1,4,3,232747,72
IntegTest,250025,55,4_5,0.346733668341709,4_5,1,3,247042,55
IntegTest,315011,72,4_5,0.334170854271357,4_5,1,3,298932,72
IntegTest,258236,68,4_5,0.324120603015075,4_5,1,3,251507,68
IntegTest,203105,67,4_1,0.316185696361355,4_1_1,4,3,206618,67
IntegTest,326370,75,4_5,0.28894472361809,4_5,1,3,303099,75
IntegTest,240980,82,4_5,0.28391959798995,4_5,1,3,241883,82
IntegTest,209223,63,4_1,0.281053952321205,4_1_1,4,3,207324,63
IntegTest,252438,71,4_5,0.278894472361809,4_5,1,3,248999,71
IntegTest,263112,68,4_5,0.273869346733668,4_5,1,3,261553,68
IntegTest,281621,68,4_5,0.266331658291457,4_5,1,3,263505,68
IntegTest,276778,77,4_5,0.261306532663317,4_5,1,3,270168,77
IntegTest,222666,65,4_1,0.235884567126725,4_1_1,4,3,222426,65
IntegTest,237428,70,4_5,0.231155778894472,4_5,1,3,236013,70
IntegTest,213664,74,4_1,0.228356336260979,4_1_1,4,3,212410,74
IntegTest,198131,65,4_1,0.223337515683814,4_1_1,4,3,195199,65
IntegTest,273589,71,4_5,0.206030150753769,4_5,1,3,270904,71
IntegTest,216566,76,4_5,0.203517587939698,4_5,1,3,218479,76
IntegTest,265178,80,4_5,0.201005025125628,4_5,1,3,261662,80
IntegTest,246347,76,4_5,0.193467336683417,4_5,1,3,246245,76
IntegTest,236986,78,4_5,0.190954773869347,4_5,1,3,236823,78
IntegTest,254325,68,4_5,0.180904522613065,4_5,1,3,251903,68
IntegTest,230841,80,4_1,0.168130489335006,4_1_1,4,3,230948,80
IntegTest,258405,66,4_1,0.16060225846926,4_1_1,4,3,260779,66
IntegTest,207537,67,4_5,0.155778894472362,4_5,1,3,210834,67
IntegTest,203078,77,4_1,0.150564617314931,4_1_1,4,3,200624,77
IntegTest,215142,73,4_1,0.13801756587202,4_1_1,4,3,213644,73
IntegTest,259425,70,4_5,0.133165829145729,4_5,1,3,258533,70
IntegTest,272372,72,4_5,0.130653266331658,4_5,1,3,261199,71
IntegTest,227233,78,4_1,0.117942283563363,4_1_1,4,3,227032,78
IntegTest,237342,72,4_5,0.115577889447236,4_5,1,3,237613,72
IntegTest,235095,69,4_5,0.103015075376884,4_5,1,3,235135,69
IntegTest,241591,76,4_5,0.092964824120603,4_5,1,3,241778,76
IntegTest,244506,75,4_1,0.0677540777917189,4_1_1,4,3,245652,75
IntegTest,182632,77,4_1,0.0652446675031368,4_1_1,4,3,183796,79
IntegTest,225251,74,4_5,0.0603015075376884,4_5,1,3,224788,74
IntegTest,174044,74,4_1,0.0577164366373902,4_1_1,4,3,171270,76
IntegTest,166989,72,4_1,0.055207026348808,4_1_1,4,3,161659,74
IntegTest,174589,73,4_1,0.0476787954830615,4_1_1,4,3,167985,74
IntegTest,236624,73,4_5,0.042713567839196,4_5,1,3,236957,73
IntegTest,256658,69,4_1,0.0401505646173149,4_1_1,4,3,258955,69
IntegTest,203943,73,4_5,0.0376884422110553,4_5,1,3,201670,73
IntegTest,229202,70,4_5,0.0150753768844221,4_5,1,3,229187,70
IntegTest,206560,70,4_5,0.00753768844221105,4_5,1,3,203540,70
IntegTest,253228,69,4_5,0.0050251256281407,4_5,1,3,254992,69
