,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
11,190,126,13354,61,0,0,885,1076,45,1014,0,112,3184,0,3701,74,4046,3767,471,19,0,3007,64,88,0,194,0,10,767,2994,13,0,0,0,175,0,0,893,0,43,131,26,0,0,2325,0,0,341,2161,7854,102,0,0,1172,53,211,375,0,41,0,189,0,0,661,625,40,10225,7383,0,708,1127,221,0,481,0,2253,345,472,394,433,83,11299,0,838,570,205,416,40968,129,701,0,0,790,12205,1568,0,10359,99,0,1066,36,159,793,0,3331,182,0,0,147,14594
12,1530,49,1973,100,30,0,613,916,0,1683,0,123,2113,360,714,102,183,22839,0,490,72,1744,0,0,0,0,0,39,132,1326,0,0,118,0,1316,0,230,662,0,14,0,19,299,0,285,0,0,852,91,13271,327,0,152,8482,73,3854,5342,0,103,268,0,0,0,1237,1262,1200,498,1034,0,4,1319,276,0,28,19,1080,245,2219,1069,975,421,6403,0,11253,161,2262,212,20299,15178,746,0,0,3821,74473,2729,0,5429,63,0,165,75,112,367,0,6061,28,657,137,110,16827
13,0,150,11935,0,5718,4165,5208,0,155,307,62,41,1113,0,7668,59,3836,9934,0,236,0,857,0,72,198,1141,2692,0,672,0,292,12,1913,983,0,0,223,2428,10327,0,0,0,88,96,3303,2501,0,887,1657,4829,0,0,210,96,89,280,26,0,262,0,504,0,0,0,27,16,12753,14714,0,354,716,372,0,462,7,411,0,305,1052,0,0,11294,0,443,639,6,0,2970,741,0,0,1132,0,7679,0,0,3603,140,3087,0,218,7570,0,0,0,0,8015,91,818,289
14,2354,139,13482,0,0,0,3098,710,0,553,101,209,6141,0,4194,225,4032,10204,0,0,0,2915,0,0,496,53,0,40,1884,3645,3,0,340,414,120,27782,279,885,0,90,339,3,0,0,2750,0,0,569,0,5871,39,0,86,1614,14,223,570,0,245,59,0,0,0,167,794,98,2982,1708,55,0,1403,242,0,137,0,3699,473,231,610,411,163,18989,25,582,698,72,262,39088,398,598,0,0,2513,9343,826,102,9717,57,6471,603,30,282,2,0,1244,316,233,0,106,23619
15,0,638,7669,0,3807,0,0,0,206,276,0,137,1833,68,7094,162,735,25127,0,0,4705,1789,0,0,1581,0,0,0,2072,188,0,0,2723,693,0,13177,522,1292,0,66,267,0,28,0,836,958,473,228,1010,4557,0,0,366,925,90,135,0,0,16,101,856,0,0,466,0,59,8109,4695,80,1510,2764,160,0,1965,155,0,0,135,0,401,237,25830,0,65,241,71,0,5721,0,0,0,0,0,7709,0,0,11117,98,8232,0,345,10828,0,0,866,0,2773,19,307,4999
16,3659,769,16469,0,572,0,845,4574,29,2183,0,1839,1813,366,10034,83,231,967,0,2479,3796,664,0,326,1022,2807,0,0,504,206,0,0,468,897,1033,0,1106,5758,1346,85,0,20,0,244,274,0,410,162,190,2032,0,0,3798,1603,40,184,296,0,833,0,293,0,0,81,124,532,8261,3168,78,135,951,4332,0,1203,141,624,215,1395,471,0,168,282,119,560,296,3547,104,11207,0,0,0,0,0,3091,61,0,2354,6,1585,0,106,4794,0,0,14,652,73784,76,6323,0
17,371,47,17508,0,82,0,530,985,13,1310,163,4078,3977,1540,10309,35,1930,515,26,1479,1189,572,0,35,0,0,0,11,313,156,0,3,36,0,2397,3860,25,2088,0,18,0,1,129,148,446,0,0,349,89,1048,6136,86,0,735,0,160,602,0,171,0,0,0,0,81,244,1317,6890,971,0,77,667,2445,1765,748,34,1199,2535,243,331,306,1502,385,0,4243,198,16548,7542,84067,1546,106,0,0,7751,4943,135,33,165,3,130,119,30,372,1674,0,461,734,1874,0,332,3983
18,3910,131,14394,151,0,251,155,293,0,4726,731,3429,1921,279,15792,75,1169,385,0,0,236,481,0,59,0,0,0,0,587,59,0,0,40,0,2996,2070,455,2340,705,62,0,16,163,117,583,0,0,163,0,1170,0,0,1251,602,110,126,597,0,1188,524,0,0,0,100,139,669,4085,2109,0,46,1385,1344,881,436,0,3987,5098,428,96,220,1287,512,129,3414,199,8978,11391,104596,393,66,0,0,5843,5398,116,22,685,0,0,274,0,409,2329,0,696,1338,0,0,1604,4403
19,261,41,1796,0,83,0,20,313,0,1626,0,118,1211,1286,552,286,143,7858,0,0,944,1198,0,0,0,157,0,0,2340,1829,0,0,0,0,3744,0,310,403,247,85,0,0,1595,789,451,0,175,3703,0,18776,0,0,256,10578,13,3629,6414,0,156,73,0,0,0,885,503,953,396,1662,0,0,1549,844,0,13,0,105,287,1547,395,1478,253,9698,0,1717,85,2300,351,30286,4489,431,0,0,2598,71975,2139,0,4855,1,0,101,307,242,415,0,8735,31,0,262,0,28676
20,0,1712,36406,0,2978,0,1616,9448,0,0,0,0,0,47,3476,55,0,0,55,7455,3467,107,0,0,0,5035,578,0,0,540,251,0,4146,10082,0,3132,943,0,2612,436,0,0,296,0,247,0,1189,746,0,240,0,0,0,2133,0,146,655,0,0,0,348,0,0,113,294,0,1540,6415,0,744,0,0,343,950,1374,1239,8364,1589,0,0,0,193,0,8100,97,12552,2350,0,0,61,0,0,2222,567,0,31,0,0,3160,0,0,5609,790,0,19,0,84387,0,11376,167
21,0,204,24618,0,0,0,660,1925,0,4418,1159,8601,2719,219,18453,48,497,1014,0,0,219,410,0,33,20,216,0,8,737,166,0,0,125,0,0,0,480,5738,611,26,0,11,221,262,421,0,623,344,0,1903,361,0,0,876,203,143,638,0,1586,554,0,0,0,219,258,1233,6657,1782,5,0,1305,2329,0,878,30,591,4011,1187,48,633,235,765,0,4157,347,8657,2361,79746,246,0,0,178,3680,5722,698,1,572,87,0,276,61,507,0,0,227,2130,2175,0,95,2745
22,0,766,15333,0,1445,994,0,0,74,0,1160,2471,240,109,15031,23,361,1376,0,631,0,460,0,0,1317,0,33,0,355,46,380,0,270,2311,0,0,586,9355,2679,23,52,55,111,154,201,0,0,0,388,1355,0,0,2482,939,0,200,310,0,741,664,164,0,0,25,3,1278,5354,1141,0,165,846,4234,0,0,16,0,391,168,218,40,251,225,0,0,185,4987,300,9264,331,16,0,0,0,5012,351,0,76,174,169,0,531,10842,69,0,0,719,29946,64,506,729
23,79,91,16486,0,273,0,2358,365,0,436,0,87,4258,18,8273,65,3403,17830,0,21,947,1687,0,511,0,34,0,0,1323,0,37,0,366,0,442,65745,457,1311,612,12,78,53,11,51,5962,0,0,716,233,6271,228,515,11,537,0,96,124,0,127,452,0,0,0,970,587,156,8422,7718,31,216,773,136,2902,138,2,3571,584,724,376,480,347,19795,0,274,270,305,346,23058,75,5,0,890,1058,12708,1145,118,9946,0,1215,782,43,554,120,0,2401,452,360,0,49,27399
24,570,204,23282,0,0,0,716,1836,0,4722,330,5468,1283,311,7525,46,1372,862,0,0,544,393,0,0,255,849,0,9,469,178,0,0,12,175,0,5541,766,4197,0,39,25,4,180,35,308,0,0,80,98,814,0,0,874,1179,124,132,771,0,354,0,0,0,0,78,148,1928,6111,714,0,379,685,3796,1000,679,125,657,1919,1698,358,775,255,321,0,2801,169,10354,3273,47099,1192,26,0,0,3528,7308,414,9,1503,15,0,123,38,457,328,0,52,809,798,0,0,4883
25,2054,36,11914,1037,0,0,913,189,0,475,2,56,7786,115,6164,10,6477,18762,0,0,0,2300,0,0,0,179,0,8,767,1040,0,0,171,122,103,0,82,954,430,53,641,17,36,104,3712,334,0,899,0,7466,205,0,55,891,16,149,341,0,175,0,0,0,0,1039,717,187,6634,3088,3,0,874,137,0,260,14,3542,729,29,244,1622,270,7943,0,1175,425,207,330,60546,215,102,0,0,4177,13463,3860,0,799,93,0,344,32,101,247,0,3315,319,58,0,6,18003
26,2259,37,19760,0,687,0,269,0,0,1404,0,6119,801,102,10451,46,2458,427,0,0,0,321,12,0,296,260,0,0,366,113,141,3,49,956,0,0,575,4560,0,90,7,0,375,164,600,49,1232,561,0,1030,1467,0,582,1213,291,124,408,0,1373,0,325,72,0,22,77,1543,5264,2765,0,173,909,291,0,2817,0,1358,489,1313,920,1099,273,566,0,3583,370,6347,2072,65475,12,111,349,0,0,6914,194,11,2338,14,0,321,61,241,1932,0,216,3408,2146,21,0,2909
27,1316,185,2672,0,550,0,980,4034,0,393,0,72,0,434,205,146,0,29721,0,3307,1628,833,0,0,4733,338,614,0,607,0,288,0,982,270,0,634,0,526,39,103,0,6,0,0,215,0,0,3706,0,1983,0,0,0,40883,0,0,1448,0,92,0,817,0,42,0,3792,0,555,695,0,0,0,1830,0,0,1155,374,338,2790,285,0,0,5210,0,3515,0,2837,45,11850,24040,0,0,0,9236,29330,4300,0,3262,8,0,64,190,2757,0,0,0,58,927,1147,0,1075
28,2744,719,2608,102,469,0,2655,3359,0,347,0,198,0,0,26,120,0,0,0,7577,1003,352,0,0,0,958,0,0,0,3466,372,0,686,645,0,0,119,217,0,98,0,0,921,0,246,0,0,6098,0,4542,0,0,0,38230,0,872,22722,0,27,0,4411,0,0,400,967,0,0,1725,93,17,156,766,0,30,161,0,0,3639,0,0,0,5987,276,0,67,781,191,0,16614,1058,0,28,1274,32876,0,0,2673,0,2907,253,284,2284,0,0,0,0,3467,0,405,5054
29,126,64,9567,0,0,195,461,3181,0,891,32,140,3354,102,9067,37,1348,11883,0,0,329,1866,0,0,531,241,0,0,1195,269,33,0,768,0,234,0,393,1055,1718,16,0,0,130,0,5748,0,0,271,0,6041,90,0,0,830,99,151,285,0,130,78,0,0,0,975,476,63,4192,9625,0,83,1394,164,1393,343,25,1904,175,474,1083,972,65,21240,0,53,632,584,217,33038,679,73,0,0,241,12511,1857,0,3137,38,0,338,20,147,195,0,2305,37,70,0,0,20201
30,0,427,373,0,271,19,344,461,28,258,0,53,748,439,583,163,11,18978,0,1933,325,1443,0,218,277,0,0,0,1150,602,22,18,118,642,8603,0,102,709,14,20,1,11,1214,6341,165,0,0,1316,43,10536,2928,0,0,5147,0,3341,562,0,58,0,1294,0,0,517,71,489,481,130,38,25,442,1871,354,69,156,148,0,1024,250,78,0,2959,0,3649,90,186,0,4336,2561,0,0,0,0,49042,0,0,1409,16,4315,304,1512,9426,0,0,691,0,4790,936,809,0
31,397,51,16237,58,951,3002,609,248,14,422,26,160,9447,126,5853,136,3536,8857,0,8,1052,1554,0,139,0,0,868,0,1404,1811,0,15,141,140,69,0,584,179,219,4,0,10,77,522,3122,0,0,1260,948,16479,10,0,0,540,158,66,523,0,258,179,0,216,0,157,490,315,7878,5239,23,0,1906,234,1052,598,0,5063,455,804,289,906,209,19325,0,401,451,346,215,38923,182,296,92,0,615,11476,3648,17,3455,225,2521,140,0,41,924,0,2897,785,157,0,3,18804
32,0,866,61383,308,1544,0,1302,1435,0,1433,0,0,0,209,5911,0,212,281,0,7291,1608,56,0,0,4797,0,0,0,0,38,107,0,1294,4799,2153,701,2351,1145,2517,0,0,22,789,0,74,66,2708,348,1852,824,6675,0,0,1018,175,246,856,0,394,0,446,0,0,183,361,2983,0,1374,0,75,136,0,0,836,147,0,0,684,80,0,0,379,0,0,93,38009,1903,17226,1731,20,0,0,0,2272,102,0,1385,0,406,372,136,7506,0,0,76,0,62222,0,9466,0
33,0,2709,28923,454,7886,0,1872,2489,0,625,0,127,0,79,1332,28,0,5462,0,123,6890,1757,0,0,1999,2220,3096,0,0,0,198,16,15095,3387,0,0,427,728,0,72,518,0,27,0,5055,0,0,162,0,3748,0,0,0,1936,0,0,543,0,0,98,578,0,83,858,1395,18,3002,9670,0,0,0,120,0,0,248,2464,124,1807,0,0,126,17068,0,740,0,314,57,4860,2813,0,0,0,0,2600,0,0,2530,41,18950,379,623,2614,216,0,0,261,654,0,48,1554
34,129,55,14096,416,1179,0,1154,0,0,533,0,176,953,221,6003,200,1690,14854,0,0,0,3839,0,117,0,0,0,0,1837,497,0,0,273,0,257,25248,185,467,1816,14,823,13,15,218,5005,240,0,986,0,4918,38,0,267,818,0,0,303,0,0,291,228,0,0,876,585,46,4814,5538,0,0,907,232,343,218,7,1242,139,192,794,1424,289,20550,16,96,426,180,422,55451,121,579,0,0,3310,10294,627,159,2002,112,0,215,0,106,353,0,765,135,231,0,3,45000
35,6710,449,52245,13,3864,0,0,0,126,0,0,1890,0,665,9769,15,0,619,0,11120,538,0,17,309,1591,6304,530,0,162,0,978,0,3358,465,1171,0,0,1009,962,0,24,0,1080,0,170,0,0,1689,620,570,0,0,0,2997,0,60,167,0,0,565,287,0,0,89,208,739,2054,0,0,370,158,0,0,0,1380,1208,4467,5542,0,331,50,129,0,560,0,19486,1175,7648,160,0,0,0,4623,920,0,0,0,0,0,152,524,4328,0,20,0,1539,27025,0,830,165
36,456,16,838,0,43,33,321,248,0,2085,0,208,936,134,296,104,345,9051,0,0,221,743,0,70,0,40,0,0,759,138,12,0,0,27,165,883,17,763,125,6,0,1,282,3749,422,0,0,0,0,12936,0,0,214,7788,85,4134,6077,0,69,0,184,0,0,530,808,467,506,142,46,0,789,1247,0,185,12,459,152,1461,149,309,377,5654,0,9618,191,242,293,44669,14251,1331,0,0,3325,98016,2730,0,2415,43,1180,374,0,25,1074,0,1719,0,138,0,76,12893
37,291,1409,10477,84,444,3877,299,0,8,339,577,2278,0,0,6497,37,0,500,0,0,0,397,0,126,204,475,0,0,387,157,39,52,201,0,1643,0,30,2471,0,30,5,0,188,46,102,14,0,44,236,1353,0,0,0,1664,139,254,0,0,1250,562,0,0,0,0,23,1079,7316,1977,0,0,287,5059,0,1881,0,1189,0,0,221,338,73,346,0,1544,77,2777,0,24460,527,10,0,0,0,2190,101,0,268,0,0,0,348,14847,79,0,0,0,141425,0,2718,64
38,320,548,990,75,558,108,824,123,0,444,0,95,1258,626,346,15,35,4938,0,0,146,1147,126,0,233,0,0,25,807,211,0,163,349,244,0,0,262,596,52,68,7,6,0,0,256,0,324,0,0,10723,1903,0,171,13798,144,1470,1834,0,168,98,0,0,0,447,418,660,388,1522,143,3,722,1501,0,16,0,56,0,2272,0,0,40,6465,229,469,114,259,21,13021,0,0,0,0,0,53478,998,0,4184,3,0,126,1678,7092,0,0,286,0,3599,0,97,1035
39,612,49,1034,26,0,0,438,432,0,2341,0,219,1606,602,120,88,338,8578,0,0,0,828,0,0,81,0,0,29,1821,2297,26,0,75,30,0,1716,34,764,616,8,0,6,381,261,495,0,0,3083,14,18676,908,0,134,7538,45,2943,2958,0,54,105,1514,0,0,831,643,1329,724,3286,0,5,831,1728,341,109,64,456,55,1839,28,178,833,6776,162,8235,233,2028,112,27770,2105,881,0,0,3185,86173,5674,0,6464,61,0,256,135,131,0,0,4200,98,0,0,49,33396
40,0,120,815,0,130,0,556,0,0,311,0,51,0,449,343,61,32,19217,0,0,0,190,125,108,0,178,0,0,0,309,12,0,296,110,0,1169,109,291,54,19,0,27,0,1567,169,0,192,0,40,11420,0,0,0,2935,0,1521,173,0,61,153,1860,0,0,0,1287,595,359,0,74,0,361,2360,0,0,78,438,20,632,242,214,63,5771,0,1403,90,225,0,3028,4437,963,0,0,0,39325,421,0,1177,3,0,123,1645,9385,0,0,1234,0,11819,46,30,1974
41,547,460,48344,1100,2893,406,3820,206,50,0,0,39,0,0,340,144,0,3217,0,640,5703,1529,0,0,16733,1019,10998,51,1335,0,314,0,11957,8664,689,9679,684,186,0,158,0,0,61,0,2689,0,0,110,410,3713,689,0,0,2763,0,77,676,0,150,224,967,0,0,309,1821,9,4212,4986,0,0,283,120,0,1834,117,2083,0,94,242,25,0,1746,0,480,21,979,252,9311,3267,0,0,0,0,1619,1116,0,6079,0,0,736,453,1279,377,0,548,0,2388,0,257,1070
42,1064,2826,7273,0,7757,31522,3020,2501,227,64,21,88,2517,0,3910,26,1590,17282,85,30,0,1448,0,0,1572,0,0,0,1550,0,0,0,609,127,0,3360,103,643,1192,13,0,7,0,174,2571,289,0,0,0,2077,0,0,240,1975,14,34,15,0,104,0,0,0,0,0,169,97,6686,8186,128,924,258,462,256,311,0,1491,0,48,579,174,0,10947,0,20,193,156,0,31069,321,0,0,0,273,6014,0,0,5099,137,0,0,66,5653,0,0,0,0,4637,0,65,497
43,1251,82,16545,0,8,0,301,376,68,3429,475,7252,6744,755,10909,8,2523,315,0,153,1589,578,0,187,0,308,0,5,155,28,99,0,5,1022,1547,0,397,6959,261,14,13,0,0,495,516,0,0,287,0,1273,1005,0,259,807,0,95,501,0,2535,197,0,119,0,103,124,1574,5829,1625,0,168,672,1551,0,2521,89,1137,2942,1498,415,56,99,333,0,2381,326,8122,908,83060,191,18,0,0,2450,7668,620,0,394,10,323,23,42,348,1085,17,245,1800,686,7,848,5189
44,5516,921,28671,0,8738,3276,3348,1256,0,135,0,56,0,114,1919,54,0,1895,0,825,8844,629,0,147,0,537,7167,0,605,0,285,0,13905,4282,0,0,1463,206,2159,118,534,3,489,213,5492,0,0,144,0,7524,56,0,150,3384,0,134,591,0,0,204,1117,0,0,198,1166,48,4664,2934,0,2880,110,84,0,0,201,3016,463,1151,0,482,83,16467,0,488,94,266,42,5262,2126,0,0,0,472,1911,800,0,0,0,2227,1146,80,857,0,0,241,721,2968,0,53,6256
45,0,658,333,0,663,0,374,1746,56,220,0,86,505,614,241,262,0,14911,11,0,0,802,0,203,0,146,0,0,442,209,80,139,206,200,0,87,149,418,217,19,12,11,0,505,628,0,0,2267,0,11125,0,0,98,12106,0,2095,868,0,20,258,550,0,0,0,91,191,345,3143,27,11,95,1388,0,54,0,351,0,918,122,249,0,5716,0,0,58,497,9,21516,1775,0,0,0,0,51350,253,0,1457,0,0,0,425,7275,0,0,799,0,8966,28,85,740
46,400,258,1691,0,150,156,86,0,0,0,0,92,1462,1146,303,254,110,10702,0,1606,0,455,0,252,0,0,0,0,696,506,0,0,271,0,2652,0,184,43,948,87,0,9,405,2191,307,1220,0,0,0,10442,3287,0,115,13705,49,4960,1816,0,119,200,0,0,0,328,0,604,724,501,0,11,1040,1344,0,0,483,201,0,745,16,0,0,8492,0,992,246,764,16,4695,18521,0,0,0,0,53948,0,0,689,0,0,59,3149,9273,0,0,807,0,1405,421,410,6348
47,724,84,1327,0,0,64,883,1140,45,1622,86,149,1300,0,512,46,346,13391,0,0,0,1629,0,191,0,0,0,107,205,1831,0,0,92,20,0,491,43,1339,130,47,0,5,0,5082,260,0,0,1495,0,32138,0,0,402,6051,67,5126,3697,0,201,0,0,0,0,1217,843,2268,566,914,14,8,901,1720,0,40,18,494,139,4009,463,363,77,5234,0,6678,126,1917,142,15475,2459,1365,0,0,973,86816,4611,1,3065,10,0,417,0,36,126,0,7431,85,24,0,27,10015
48,612,64,10186,0,91,0,2574,221,0,620,0,182,4583,197,13339,123,6148,22641,0,8,145,3775,0,280,227,79,0,9,665,582,8,0,59,105,159,0,115,1879,344,29,158,27,41,1922,2747,0,0,282,0,12131,97,0,494,843,0,130,250,0,24,17,75,0,0,870,418,117,8621,4131,0,0,1490,112,0,216,0,2225,300,16,1199,879,534,17534,0,471,442,320,212,40178,0,0,0,2358,2717,10246,2489,76,5871,130,0,1257,10,203,368,0,905,256,14,114,11,12275
49,2361,17,9906,52,0,0,329,2038,11,2542,394,9021,3292,228,7636,13,679,637,0,0,554,657,0,154,0,0,0,0,145,24,0,3,24,0,0,12529,690,3010,150,60,16,7,180,0,576,0,0,144,58,1412,0,0,1234,194,24,98,99,0,1513,0,59,0,0,41,35,1124,11467,2488,0,0,1794,4901,481,744,41,392,1065,346,201,367,425,516,0,671,363,10139,2284,53468,603,35,0,0,2354,7545,193,0,93,12,0,28,13,69,760,0,219,265,1009,0,606,2609
50,659,54,1092,0,0,0,292,306,0,2559,146,217,1122,35,1014,124,214,19086,5,661,0,1003,0,0,0,0,0,0,1805,1978,0,0,49,50,2636,0,0,552,105,0,0,9,0,1017,172,0,0,2605,92,22556,198,0,141,9259,32,2801,1827,0,39,14,0,0,0,1168,176,936,750,742,8,0,2296,2115,0,95,49,85,15,2787,1233,383,230,8819,0,5667,495,802,131,24588,1948,2183,0,41,4902,98830,1095,0,4687,6,0,104,296,226,723,172,3028,37,17,0,25,19408
51,13089,2511,13129,0,873,352,1766,1348,13,269,1254,10680,0,0,7082,23,0,687,0,276,206,689,0,21,69,316,0,8,427,219,206,0,102,167,0,0,481,3244,1822,29,0,0,0,39,398,0,0,250,227,1546,201,0,0,1772,290,192,157,0,1631,0,203,0,0,11,49,1160,5445,1596,0,0,738,868,0,1211,0,352,185,429,333,0,0,487,24,0,45,3245,0,40168,734,0,0,0,510,6048,0,11,1289,10,156,0,299,10803,270,0,30,0,16343,49,2050,215
52,0,1114,48454,0,8622,0,7318,770,94,0,0,125,3676,118,3129,58,0,0,0,796,6504,1819,0,0,4457,1758,0,0,0,0,187,0,18203,1936,0,0,237,654,0,177,0,0,168,0,4877,0,2910,984,0,5068,210,0,0,1988,0,0,742,0,29,201,943,0,0,1767,1522,0,3969,7715,0,379,334,0,0,279,233,1321,0,1697,45,74,0,10338,368,0,109,662,107,6874,1076,0,0,0,3217,1225,0,0,5166,117,0,222,312,1833,1004,0,495,539,4597,0,188,1832
53,0,243,15097,0,196,0,107,974,15,3162,297,6357,1766,848,10238,49,1901,634,36,296,0,366,0,94,39,421,0,0,160,118,221,0,70,219,2170,321,376,5761,320,71,1,0,167,248,183,51,0,223,210,2033,870,0,2434,904,256,98,334,0,2041,26,26,0,0,78,55,1973,9661,1436,42,0,1765,3018,246,962,58,1351,2337,103,475,240,66,397,22,1741,428,10139,1075,62332,0,19,0,0,1028,9087,103,0,237,42,107,162,0,299,430,0,171,1032,0,0,343,2485
