pop,depth,cell.type,cell.type.idx,batch
5_3,1.48492462311558,5_3,3,3
5_2,1.48241206030151,5_2,2,3
5_2,1.47989949748744,5_2,2,3
4_1,1.48055207026349,4_1_2,5,3
4_1,1.47553324968632,4_1_2,5,3
5_2,1.45979899497487,5_2,2,3
5_2,1.45477386934673,5_2,2,3
5_3,1.44974874371859,5_3,3,3
5_3,1.44723618090452,5_3,3,3
5_3,1.43718592964824,5_3,3,3
5_3,1.43467336683417,5_3,3,3
5_3,1.4321608040201,5_3,3,3
5_3,1.41457286432161,5_3,3,3
4_1,1.41279799247177,4_1_2,5,3
4_1,1.39774153074028,4_1_2,5,3
4_1,1.39272271016311,4_1_2,5,3
4_1,1.38770388958595,4_1_2,5,3
5_2,1.38190954773869,5_2,2,3
4_1,1.38268506900878,4_1_2,5,3
4_1,1.3801756587202,4_1_2,5,3
5_2,1.37185929648241,5_2,2,3
5_2,1.36180904522613,5_2,2,3
5_3,1.32412060301508,5_3,3,3
4_1,1.31242158092848,4_1_2,5,3
5_2,1.30653266331658,5_2,2,3
5_2,1.30402010050251,5_2,2,3
4_1,1.29485570890841,4_1_2,5,3
4_1,1.28983688833124,4_1_2,5,3
5_2,1.27386934673367,5_2,2,3
5_2,1.26130653266332,5_2,2,3
5_3,1.24623115577889,5_3,3,3
5_2,1.23618090452261,5_2,2,3
5_3,1.23115577889447,5_3,3,3
4_1,1.23212045169385,4_1_2,5,3
5_2,1.21608040201005,5_2,2,3
5_3,1.21105527638191,5_3,3,3
4_1,1.20702634880803,4_1_2,5,3
5_2,1.20100502512563,5_2,2,3
5_2,1.19597989949749,5_2,2,3
5_2,1.19095477386935,5_2,2,3
5_3,1.18844221105528,5_3,3,3
5_3,1.18341708542714,5_3,3,3
5_2,1.18090452261307,5_2,2,3
5_3,1.17085427135678,5_3,3,3
5_3,1.16331658291457,5_3,3,3
4_1,1.15683814303639,4_1_2,5,3
5_2,1.14070351758794,5_2,2,3
4_1,1.12421580928482,4_1_2,5,3
4_1,1.11919698870765,4_1_2,5,3
4_1,1.10664993726474,4_1_2,5,3
4_1,1.09410288582183,4_1_2,5,3
5_2,1.08793969849246,5_2,2,3
5_3,1.08291457286432,5_3,3,3
5_2,1.07537688442211,5_2,2,3
5_3,1.07286432160804,5_3,3,3
5_2,1.06532663316583,5_2,2,3
5_3,1.05778894472362,5_3,3,3
5_3,1.05527638190955,5_3,3,3
4_1,1.0564617314931,4_1_2,5,3
5_3,1.04522613065327,5_3,3,3
5_3,1.02763819095477,5_3,3,3
5_3,1.02261306532663,5_3,3,3
5_2,1.01507537688442,5_2,2,3
4_1,1.01129234629862,4_1_2,5,3
5_3,1.00502512562814,5_3,3,3
4_5,1,4_5,1,3
4_1,0.98870765370138,4_1_1,4,3
4_1,0.986198243412798,4_1_1,4,3
4_5,0.984924623115578,4_5,1,3
4_5,0.982412060301508,4_5,1,3
4_1,0.978670012547051,4_1_1,4,3
4_1,0.973651191969887,4_1_1,4,3
4_5,0.969849246231156,4_5,1,3
4_5,0.967336683417085,4_5,1,3
4_5,0.959798994974874,4_5,1,3
4_5,0.957286432160804,4_5,1,3
4_1,0.95357590966123,4_1_1,4,3
4_5,0.934673366834171,4_5,1,3
4_5,0.9321608040201,4_5,1,3
4_1,0.910915934755332,4_1_1,4,3
4_5,0.899497487437186,4_5,1,3
4_5,0.869346733668342,4_5,1,3
4_5,0.85678391959799,4_5,1,3
4_5,0.846733668341709,4_5,1,3
4_5,0.844221105527638,4_5,1,3
4_5,0.841708542713568,4_5,1,3
4_5,0.836683417085427,4_5,1,3
4_5,0.819095477386935,4_5,1,3
4_5,0.816582914572864,4_5,1,3
4_1,0.813048933500627,4_1_1,4,3
4_1,0.810539523212045,4_1_1,4,3
4_5,0.798994974874372,4_5,1,3
4_5,0.796482412060302,4_5,1,3
4_1,0.79297365119197,4_1_1,4,3
4_5,0.791457286432161,4_5,1,3
4_5,0.78391959798995,4_5,1,3
4_5,0.763819095477387,4_5,1,3
4_5,0.761306532663317,4_5,1,3
4_1,0.757841907151819,4_1_1,4,3
4_5,0.756281407035176,4_5,1,3
4_5,0.748743718592965,4_5,1,3
4_5,0.731155778894472,4_5,1,3
4_5,0.721105527638191,4_5,1,3
4_5,0.703517587939699,4_5,1,3
4_1,0.695106649937265,4_1_1,4,3
4_5,0.678391959798995,4_5,1,3
4_5,0.675879396984925,4_5,1,3
4_5,0.673366834170854,4_5,1,3
4_1,0.667503136762861,4_1_1,4,3
4_1,0.662484316185696,4_1_1,4,3
4_5,0.658291457286432,4_5,1,3
4_5,0.648241206030151,4_5,1,3
4_5,0.638190954773869,4_5,1,3
4_5,0.635678391959799,4_5,1,3
4_5,0.633165829145729,4_5,1,3
4_1,0.622333751568381,4_1_1,4,3
4_5,0.620603015075377,4_5,1,3
4_5,0.605527638190955,4_5,1,3
4_1,0.59723964868256,4_1_1,4,3
4_5,0.585427135678392,4_5,1,3
4_5,0.577889447236181,4_5,1,3
4_1,0.572145545796738,4_1_1,4,3
4_1,0.569636135508156,4_1_1,4,3
4_5,0.5678391959799,4_5,1,3
4_5,0.555276381909548,4_5,1,3
4_5,0.552763819095477,4_5,1,3
4_5,0.545226130653266,4_5,1,3
4_1,0.542032622333751,4_1_1,4,3
4_1,0.531994981179423,4_1_1,4,3
4_5,0.525125628140704,4_5,1,3
4_5,0.520100502512563,4_5,1,3
4_1,0.51693851944793,4_1_1,4,3
4_1,0.49435382685069,4_1_1,4,3
4_5,0.484924623115578,4_5,1,3
4_5,0.482412060301508,4_5,1,3
4_1,0.479297365119197,4_1_1,4,3
4_1,0.47176913425345,4_1_1,4,3
4_5,0.454773869346734,4_5,1,3
4_1,0.451693851944793,4_1_1,4,3
4_5,0.449748743718593,4_5,1,3
4_1,0.446675031367629,4_1_1,4,3
4_5,0.442211055276382,4_5,1,3
4_1,0.421580928481807,4_1_1,4,3
4_1,0.41405269761606,4_1_1,4,3
4_5,0.409547738693467,4_5,1,3
4_5,0.399497487437186,4_5,1,3
4_5,0.391959798994975,4_5,1,3
4_1,0.376411543287327,4_1_1,4,3
4_5,0.369346733668342,4_5,1,3
4_1,0.361355081555834,4_1_1,4,3
4_5,0.346733668341709,4_5,1,3
4_5,0.334170854271357,4_5,1,3
4_5,0.324120603015075,4_5,1,3
4_1,0.316185696361355,4_1_1,4,3
4_5,0.28894472361809,4_5,1,3
4_5,0.28391959798995,4_5,1,3
4_1,0.281053952321205,4_1_1,4,3
4_5,0.278894472361809,4_5,1,3
4_5,0.273869346733668,4_5,1,3
4_5,0.266331658291457,4_5,1,3
4_5,0.261306532663317,4_5,1,3
4_1,0.235884567126725,4_1_1,4,3
4_5,0.231155778894472,4_5,1,3
4_1,0.228356336260979,4_1_1,4,3
4_1,0.223337515683814,4_1_1,4,3
4_5,0.206030150753769,4_5,1,3
4_5,0.203517587939698,4_5,1,3
4_5,0.201005025125628,4_5,1,3
4_5,0.193467336683417,4_5,1,3
4_5,0.190954773869347,4_5,1,3
4_5,0.180904522613065,4_5,1,3
4_1,0.168130489335006,4_1_1,4,3
4_1,0.16060225846926,4_1_1,4,3
4_5,0.155778894472362,4_5,1,3
4_1,0.150564617314931,4_1_1,4,3
4_1,0.13801756587202,4_1_1,4,3
4_5,0.133165829145729,4_5,1,3
4_5,0.130653266331658,4_5,1,3
4_1,0.117942283563363,4_1_1,4,3
4_5,0.115577889447236,4_5,1,3
4_5,0.103015075376884,4_5,1,3
4_5,0.092964824120603,4_5,1,3
4_1,0.0677540777917189,4_1_1,4,3
4_1,0.0652446675031368,4_1_1,4,3
4_5,0.0603015075376884,4_5,1,3
4_1,0.0577164366373902,4_1_1,4,3
4_1,0.055207026348808,4_1_1,4,3
4_1,0.0476787954830615,4_1_1,4,3
4_5,0.042713567839196,4_5,1,3
4_1,0.0401505646173149,4_1_1,4,3
4_5,0.0376884422110553,4_5,1,3
4_5,0.0150753768844221,4_5,1,3
4_5,0.00753768844221105,4_5,1,3
4_5,0.0050251256281407,4_5,1,3
