,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
11,207,2360,644,1418,9837,0,131,1902,237,0,250,3823,9626,0,1009,1769,557,72,2678,9237,0,1982,0,68,0,476,541,2052,345,0,0,4935,94,1600,45,130,34,3091,0,292,31183,56,297,6925,0,34,0,322,134,8754,0,0,277,0,3760,44,0,155,740,0,152,2723,283,123,89,7374,0,0,2154,0,1393,10198,125,0,35,0,1043,124,4210,176,0,2226,1095,70,803,253,42,409,0,0,166,15220,96,2587,0,24,231,11306,9,19,629,56,281,1135,116,0,172,0,8,1204
12,6006,39,0,140,10384,10,12,112,2661,9,703,8643,13483,0,227,0,19197,0,572,8420,0,9003,0,528,546,11,633,1361,21,0,0,3906,593,47,0,0,1246,3499,0,0,10138,1078,558,2283,510,0,4678,1349,3515,4147,0,40,0,1725,2079,3421,0,13,762,0,0,7704,45,712,1427,6255,0,0,405,0,1732,4405,31,0,298,0,1805,1616,258,0,0,2097,62,134,2273,270,38,303,17,0,842,2546,70,79539,0,538,2617,27784,0,77,559,515,182,186,0,0,3448,0,0,690
13,512,672,216,0,8515,46,146,1321,155,0,0,4713,5738,0,0,1149,0,0,876,10681,0,3900,0,0,57,218,460,4598,0,0,589,4694,50,5297,0,4548,0,0,0,0,2192,17,50,404,3930,0,0,0,24,0,6,0,0,595,0,35,3306,0,0,114,708,0,0,714,3352,0,0,0,0,0,0,500,2510,0,22,0,15236,203,0,3812,744,3234,0,1349,0,1150,876,7673,93,5451,778,0,5232,2090,42,943,0,757,209,0,121,2282,0,0,501,0,343,0,103,1309
14,1735,0,882,34,336,3196,1288,1095,19,0,0,122,0,0,281,0,0,0,5585,4857,119,1177,6551,0,1670,1541,34,3635,303,27,1843,1883,996,0,27,24406,213,0,0,108,0,0,390,0,9225,0,0,1587,0,0,0,0,0,409,33,412,1402,3908,0,0,4706,0,15,1523,2644,0,0,158,1315,0,0,179,2198,0,5329,0,71641,6908,0,447,15410,396,0,1613,0,3344,0,9444,0,248,4279,0,426,11074,0,8081,57,35,43,222,60,4675,0,0,332,0,1667,0,165,0
15,8401,793,63,586,37087,236,0,676,1583,0,0,28435,12952,0,0,675,0,49,0,879,0,3720,0,818,1341,55,287,3578,140,0,0,1066,1346,136,0,83644,4956,0,2267,100,0,0,1053,0,5467,0,1668,1535,839,0,0,57,7771,4497,0,0,0,146,0,414,1475,0,12,3468,15017,624,0,0,886,0,0,527,769,96,0,0,25547,6913,0,2382,439,5093,0,4321,0,3795,0,8385,0,501,0,377,669,67765,580,8078,0,5409,0,0,0,8167,0,0,65,0,1699,0,0,0
16,3275,267,246,187,38525,209,66,1169,1472,34,0,15129,0,0,0,41,1114,0,0,893,31,8652,11,86,291,0,880,2614,37,94,0,749,2318,0,0,82436,5653,0,0,0,11817,310,104,275,2717,0,0,774,0,0,0,46,553,0,0,350,73,184,0,162,2346,161,0,2833,44377,194,129,0,43,0,0,804,674,19,0,224,27993,3396,0,997,86,4370,40,5298,0,8907,0,9768,13,505,639,0,585,43338,0,16656,2791,993,977,0,0,6883,472,0,36,520,2457,0,320,574
17,269,0,470,0,11741,281,0,7603,89,21,104,5746,0,0,13,822,0,0,2558,8723,0,5734,0,28,128,510,825,8748,0,0,0,4714,230,5627,0,830,0,2150,0,0,4214,0,199,240,4379,0,0,572,6,0,0,10,0,0,0,0,10639,996,0,0,853,29,137,459,1909,0,0,0,1343,0,0,139,3741,115,212,0,15475,108,84,3050,422,1254,0,1305,0,1689,0,9363,0,5127,23,0,5158,2903,53,1486,0,243,0,1,76,2331,97,531,395,0,535,0,210,0
18,281,36,76,436,6141,103,0,7897,100,0,0,1882,0,0,0,0,0,0,3353,5028,0,4668,29,29,156,56,634,4318,0,1594,761,7362,531,10544,0,1405,1990,1511,0,514,2382,0,286,0,4666,0,13434,1397,0,0,0,0,0,41,116,15,2314,510,0,579,2708,290,319,1332,3074,14,2762,0,139,12,0,411,1167,18,8,0,26865,81,46,2528,1360,0,1261,170,0,0,0,3607,32,4776,164,7966,1073,1606,0,809,0,758,171,0,52,1829,109,1121,1537,0,924,0,141,769
19,7127,0,168,0,9010,19,223,275,635,64,0,9139,4251,0,0,0,3122,0,1399,6581,0,5972,0,0,2185,73,1716,11098,0,0,0,1837,11961,0,0,30512,0,0,253,0,4178,0,517,149,756,0,0,5010,654,0,0,0,0,867,0,730,236,79,0,0,2044,0,0,7919,55293,127,0,0,0,0,0,0,1043,0,0,0,33316,1745,0,1204,448,4808,0,7354,0,0,0,1834,0,1985,563,0,372,47003,127,14065,0,0,1736,257,0,4425,0,0,5,296,2760,510,1270,250
20,1774,221,0,114,25841,215,102,252,554,0,0,15579,0,0,0,292,0,0,1148,6261,0,7101,0,59,5973,38,910,0,0,0,0,1784,441,221,0,34089,471,9,0,0,17027,0,294,220,2509,0,418,6400,0,0,0,0,1497,0,279,68,294,15,0,0,2268,426,28,7490,73308,0,0,0,108,328,0,240,484,0,0,0,22055,3209,0,2312,602,2468,0,6434,0,2460,0,4095,23,405,5877,0,172,38478,0,17018,0,1231,439,0,0,9141,0,323,17,0,20015,36,1647,483
21,359,2369,737,40,8159,0,136,3814,335,0,106,3327,553,0,0,434,0,0,3322,11589,0,3479,274,13,149,449,652,4027,0,748,0,6131,412,4687,0,0,998,0,0,129,3565,0,114,0,4296,0,0,434,30,0,0,0,0,826,171,24,17735,675,0,0,2448,58,17,1128,4015,161,0,0,1528,14,0,214,5062,26,157,0,22577,56,19,903,576,3149,919,894,0,501,0,2639,0,3468,783,12002,1100,723,21,398,0,0,87,3,80,3876,329,0,654,0,446,0,160,118
22,2483,2198,188,7,324,401,11036,174,53,17,557,335,1402,0,1469,170,13221,38,3670,8562,0,1134,3861,608,597,765,31,0,66,31,0,3218,2232,500,419,781,2543,139232,0,15,13873,130,1166,1219,603,0,10813,102,1174,832,190,0,0,734,465,815,0,0,94,0,289,31893,31,149,108,95295,0,0,261,0,3284,3752,123,0,3605,0,2341,8575,3552,0,0,910,1058,22,526,20,0,159,0,0,251,174,14,32410,0,0,156,388,105,112,139,61,0,797,0,0,361,0,24,86
23,4975,32,139,0,17205,95,70,254,673,0,0,13288,0,0,42,83,0,0,534,6520,0,3496,0,500,4564,21,1163,722,10,165,0,1885,26112,0,0,20397,884,137,0,75,3063,0,1476,0,763,0,0,64,0,0,0,0,0,2599,0,199,341,26,0,0,1541,533,0,12087,71272,449,0,2,344,0,0,96,847,0,0,0,34353,1147,0,567,413,4538,24,4566,0,2794,0,2494,0,390,1004,0,267,31742,44,6198,0,3461,932,295,1118,7016,0,0,28,488,1021,0,1063,1520
24,1162,2888,4655,67,664,1953,10632,2267,39,0,0,224,0,0,0,0,3332,0,2495,871,0,1561,0,749,59,193,7,5048,0,151,0,1167,130,346,197,91582,1929,0,0,0,5426,0,0,339,22020,104,0,2075,0,0,0,0,0,473,159,654,0,3214,24,0,0,3851,0,1362,1548,13107,0,0,512,0,0,0,8871,134,0,0,40581,11016,147,380,2201,1484,3173,2153,0,10174,0,25038,0,1059,207,814,296,14942,0,3359,0,0,0,1180,0,3080,0,1798,3069,2338,268,0,486,869
25,428,4818,0,375,15875,346,413,9050,174,0,0,17553,0,94,39,0,0,0,353,633,0,5274,0,15,0,102,302,4170,0,1485,0,713,104,4169,0,6857,2462,0,1750,700,4031,0,142,153,7617,0,0,561,0,0,0,11,0,0,0,8,2463,1189,0,0,360,13,0,1520,1289,16,0,0,580,0,0,1687,4587,86,305,0,22546,531,94,4568,215,1473,0,482,37,2398,0,12241,84,8021,346,20759,11207,2928,16,1230,45,708,28,9,100,1773,0,379,2697,0,104,0,10,723
26,2136,560,965,130,191,0,2205,477,49,16,221,502,0,0,1447,317,5353,0,1809,11668,181,1002,0,0,365,809,45,1368,769,2,0,3132,721,762,57,1132,511,90944,0,27,7425,46,1116,762,465,0,34062,74,2073,0,0,98,0,0,349,589,0,183,204,0,1120,43978,34,18,126,66463,0,0,137,2,2594,5104,226,0,439,0,1304,7842,10597,0,311,1525,0,170,1626,191,1121,0,0,0,164,679,0,35846,0,258,98,450,0,245,506,0,0,0,96,0,432,0,128,936
27,6682,801,0,0,13301,94,78,202,451,0,0,237,0,39,39,13,0,0,657,7285,0,8050,0,665,9147,68,2049,0,0,659,0,2280,22838,414,0,36971,1286,155,889,0,2118,0,1167,204,1131,0,2779,1451,436,0,107,23,0,0,591,0,632,0,0,0,3436,368,0,4405,63891,218,0,0,60,0,0,83,728,0,0,0,16373,376,0,1818,448,425,0,2390,197,0,0,3736,0,124,2356,0,539,30176,62,3706,0,0,666,0,1672,6879,0,0,14,0,27457,0,1560,1011
28,212,2684,1820,374,3491,0,0,48,350,0,2460,4860,6430,0,113,2228,600,0,568,16485,1613,3359,0,62,141,286,509,123,0,0,0,7912,218,2908,27,0,204,120413,222,71,10821,0,181,5924,325,0,0,154,40,14,0,0,0,131,1948,59,0,276,3928,0,753,862,159,223,454,6057,0,0,1681,0,3738,9051,105,0,0,0,2629,112,1348,349,0,3415,2760,65,594,1395,7,0,0,0,296,12832,0,2496,0,32,58,6190,63,20,268,154,573,770,128,29,119,0,8,104
29,194,6268,1588,117,9557,486,1699,8487,83,79,0,3501,0,0,95,666,0,0,572,1235,0,2807,0,0,11,221,210,11193,0,686,0,1492,54,1870,0,4589,0,4947,0,0,7129,0,0,177,4647,0,0,1009,0,0,39,0,2570,561,0,36,5573,855,0,0,277,0,0,617,1895,0,0,0,0,0,0,0,6918,0,0,0,22741,603,199,20299,935,3930,0,1195,178,3176,0,17799,0,1783,0,18299,6274,1630,0,1637,0,0,45,16,0,4681,0,0,4138,0,6,0,0,1078
30,3755,139,167,0,22910,248,0,634,1287,0,0,11228,5694,0,0,0,123,0,318,535,0,8498,0,0,0,0,221,14132,0,1654,6,797,1425,144,0,68751,2696,162,0,0,19230,0,49,159,6696,0,0,2455,0,0,0,0,0,8307,947,0,39,0,0,0,441,51,0,6601,24211,102,0,0,1134,0,0,668,1665,0,0,0,20822,7500,0,4544,408,3056,130,4028,0,0,0,11097,25,371,0,0,1060,42709,1878,8694,0,2351,911,0,0,9330,0,221,45,0,2247,0,135,777
31,3291,55,30,32,21065,114,62,417,835,0,0,995,0,0,26,347,0,0,804,3620,0,2112,0,312,3487,85,753,550,0,508,94,1811,16960,149,0,19599,372,70,0,516,11285,0,558,0,1126,0,10958,415,0,0,37,16,755,0,0,0,128,153,0,351,560,423,0,11922,70836,149,0,39,59,0,0,180,661,0,0,0,52508,0,0,1718,540,0,7,6511,0,2886,0,2036,0,880,2566,356,144,20346,1155,12244,164,1191,1720,53,214,3430,0,0,3,0,1942,241,233,303
32,2961,693,220,213,11853,0,156,61,1808,50,84,13820,0,0,65,311,22281,0,707,14207,0,5375,0,1113,392,28,1365,0,193,0,10,4103,218,36,0,1462,1728,2232,1586,0,22144,175,664,1172,441,0,0,222,3937,12196,3,29,0,525,3725,994,0,52,548,0,1960,5160,37,1045,2750,3912,0,0,87,440,1442,3847,37,4,87,0,2851,2141,9,0,0,3870,0,657,1956,1388,0,0,0,0,3491,3688,14,51702,0,0,6465,26989,137,16,511,340,0,0,0,0,4277,0,320,2422
33,5845,302,58,29,13103,6,0,45,1230,62,182,1107,1068,0,8,322,13550,0,1007,11948,94,2694,0,299,2729,17,1291,0,16,79,0,3338,8758,194,1587,2118,1187,3702,310,103,16528,707,1069,2061,237,0,19147,1267,2827,726,0,14,323,0,3872,781,0,68,702,0,548,3118,17,695,2063,3416,46,0,362,67,665,2145,93,6,1364,0,4474,1091,199,83,23,3760,23,71,695,1237,26,99,62,0,524,519,0,52950,36,0,5443,10058,106,299,243,0,487,161,4,140,3872,0,20,66
34,123,729,737,722,9731,134,0,3544,31,0,1739,9742,0,0,0,2276,0,0,2329,9943,0,5900,94,27,52,485,922,773,0,1019,0,4184,165,2750,0,2015,458,0,523,51,0,0,177,0,2712,0,0,454,0,0,0,0,0,0,0,0,34774,847,0,0,482,144,0,1667,3900,0,0,0,588,0,0,965,822,67,211,0,14096,23,0,2957,1294,1704,0,668,167,1638,0,6466,0,5194,55,2646,771,1637,0,618,0,1165,9,0,0,2277,250,0,574,0,471,52,105,1846
35,353,2735,145,0,6896,29,125,4487,195,311,525,2278,5976,0,349,1615,353,0,801,18073,0,2746,0,72,40,378,720,2318,64,1075,0,7177,599,1723,47,0,497,66133,0,82,7111,29,368,3256,1201,86,0,229,64,3000,0,17,0,340,720,0,0,194,1899,0,549,931,115,119,163,3109,2237,0,1521,0,2104,8721,0,0,0,0,2156,156,52,0,0,4805,0,117,629,0,3,63,48,0,0,2853,0,4744,0,0,0,7537,35,7,1213,0,559,493,0,0,208,0,0,990
36,4153,777,82,272,12680,0,283,86,1824,54,39,4703,6348,44,0,1121,25056,4,63,10701,0,3896,0,334,0,19,1329,0,23,0,4,3200,1608,140,0,0,100,1382,0,0,19683,824,1457,2893,374,0,0,1062,2205,0,151,112,0,860,1176,1985,0,42,585,0,1531,4861,24,923,5331,2294,0,0,317,567,904,3114,14,0,0,0,2201,1023,711,174,35,4509,20,332,2471,1765,40,0,28,0,5882,2280,16,68872,0,772,9046,22039,0,136,2389,287,632,0,10,89,13498,0,233,1654
37,1738,516,318,126,292,2556,0,216,26,0,40,515,0,0,0,16,0,0,1593,9278,0,668,0,423,3208,262,26,947,0,26,0,1509,1040,1437,0,3484,2258,1523,0,12,1543,0,1985,0,5469,0,30411,3731,0,0,0,0,0,0,0,280,4232,972,0,0,8623,0,22,1445,2303,4943,0,0,210,0,0,0,5698,3344,0,0,73472,2950,0,664,1892,420,0,1698,0,2572,0,10212,0,1139,922,120,450,12933,317,3184,0,26,0,314,0,4521,151,0,417,0,3739,30,786,70
38,4240,427,24,0,14857,1801,130,74,134,56,0,13755,700,0,0,0,0,29,1795,2213,0,7198,0,444,2977,4,723,4463,0,0,0,959,1116,126,0,30721,185,40,0,0,2199,0,707,225,2167,0,9933,1207,728,0,0,0,0,0,0,0,383,21,0,0,84,119,13,4045,48256,0,0,0,148,0,0,346,685,17,516,0,20346,0,0,21081,690,5890,0,2109,0,351,0,3929,9,466,2343,0,540,39369,288,21485,193,1672,381,88,237,4319,0,91,4,0,8964,652,489,0
39,4533,746,253,121,62172,424,213,736,710,0,0,20415,4879,18,0,494,1033,0,57,1051,0,6805,0,489,3515,17,435,3676,0,2143,0,759,2092,185,0,153724,2176,89,0,255,7476,0,1058,205,590,0,0,9419,217,0,0,23,0,2107,274,0,0,74,0,113,1794,0,25,5541,23951,461,0,0,266,454,0,0,520,30,0,0,27133,4114,0,3390,175,1679,97,2444,452,2383,0,9620,178,734,817,178,531,39710,93,3903,1753,3139,2021,0,386,4156,0,0,38,0,1295,0,499,748
40,5058,877,478,0,190,0,3470,860,44,0,150,915,783,0,0,57,355,0,0,7862,0,794,0,0,2075,320,13,0,0,185,0,1168,0,1058,0,53908,1085,902,0,66,1432,0,1676,337,2093,0,0,1692,0,0,0,250,0,610,21,92,9835,0,0,0,1367,0,0,1208,1884,954,0,87,0,0,0,443,9421,3204,0,0,60882,3259,0,2207,1812,473,0,1546,0,4077,0,16996,0,698,1031,0,446,24331,0,9613,0,0,283,0,0,3007,0,0,94,859,2831,48,437,30
41,223,1024,1618,0,20759,160,96,11960,160,0,255,12722,15098,0,0,1973,43,0,2461,1205,0,8188,0,29,18,326,239,452,196,347,0,1560,20,0,0,6029,67,4160,0,0,7120,0,177,790,3598,0,0,1344,0,0,0,19,0,2198,0,9,9044,335,0,0,203,81,0,549,1973,191,0,0,2523,0,257,1165,6067,166,0,0,17422,595,197,2593,790,2152,0,505,14,2442,0,5822,0,809,188,0,6057,6659,0,1551,0,694,31,10,81,2818,0,914,2543,467,7,175,137,1266
42,5805,94,81,26,1344,0,41,81,1977,0,64,3545,7891,0,69,94,11818,0,647,19115,0,5519,0,362,1115,47,1341,47,243,546,0,4793,1446,142,0,314,146,3189,0,163,11600,118,883,1149,109,0,0,436,3679,0,0,0,0,0,1724,2190,51,10,223,0,4196,3655,5,551,5123,2074,0,0,465,0,434,2411,0,0,0,0,1055,2517,16,0,37,4471,25,0,166,1636,0,0,0,0,406,5075,0,40205,16,225,593,14917,760,12,2069,463,1672,0,4,0,12303,0,41,302
43,4031,391,64,37,9577,6,17,134,1146,9,302,1692,7047,17,143,209,9676,0,1044,17909,0,2628,0,280,1209,43,1178,879,0,0,6,4554,11398,1139,296,2375,999,3014,0,0,8449,141,601,1143,126,39,695,989,1839,1290,0,0,233,0,1737,1837,0,52,84,0,1361,2645,27,547,1459,2208,0,0,205,0,896,2081,14,0,0,0,2353,249,284,0,12,2704,0,38,1816,136,0,26,0,0,1115,6327,0,92048,0,847,1846,15629,131,309,463,0,987,0,0,0,11105,0,0,695
44,351,3648,6215,279,23371,209,11,7693,220,0,130,6861,5476,0,0,0,31,0,1391,1223,0,2286,0,32,69,169,254,7441,0,1241,0,1439,8,531,0,3485,680,1104,0,0,2651,0,128,298,5664,0,3668,2927,4,0,0,0,0,519,0,0,2734,0,723,801,274,125,181,749,2708,464,0,0,0,0,0,67,2264,17,59,0,23118,590,0,2107,905,1938,936,1122,14,2825,0,6063,136,4197,767,0,7542,3996,41,181,84,0,40,0,132,3291,0,0,936,847,0,0,0,308
45,8081,200,373,41,27068,9,0,388,2310,0,0,14006,1486,0,0,255,1154,0,627,655,0,6146,0,313,3921,30,961,16019,0,616,0,338,256,0,0,61033,3822,74,0,0,5882,0,470,216,1494,0,0,11966,449,0,0,0,0,603,0,0,21,0,0,0,0,165,0,5383,24447,223,0,0,459,722,0,128,1459,54,0,0,18791,4823,0,2150,762,1540,25,6151,186,4277,91,6876,85,1428,658,714,581,63585,189,16891,7746,3428,0,301,456,10203,0,0,64,164,2652,142,1840,702
46,6806,554,121,37,46562,349,33,1103,149,0,84,8787,2332,0,0,33,0,56,2295,528,0,6105,0,0,6156,3,291,3688,0,5115,0,569,0,10,0,79184,844,173,0,326,3143,210,342,268,2670,0,1194,3833,753,0,0,22,0,5216,661,0,110,18,0,217,837,42,0,3816,29497,502,0,0,155,1130,0,91,884,4,0,0,24321,6391,0,1319,1215,1304,0,4727,0,6074,0,5979,0,385,6869,0,449,72209,0,18108,0,1406,606,0,0,10200,0,0,69,44,0,694,101,310
47,398,2532,323,73,4031,0,0,1517,348,80,582,3350,33120,0,78,91,200,0,861,16053,0,4037,0,32,47,117,897,208,78,0,0,9296,488,0,0,115,448,18144,0,290,5606,6,564,2770,1274,0,16360,77,48,5635,0,0,2710,0,1059,7,1357,0,1775,0,58,1614,233,34,163,1818,0,0,2993,24,1684,5152,0,0,56,0,305,94,539,342,15,3470,1199,28,353,0,8,132,34,0,99,12306,82,4795,0,4,110,4491,9,17,500,342,875,113,463,0,1709,0,0,267
48,4142,1538,72,109,323,0,0,270,50,8,79,472,225,0,1308,251,7426,0,545,17215,72,1663,1725,0,1246,538,34,1347,500,0,5477,3804,116,6689,334,904,1086,11981,0,0,5159,438,1038,751,18,43,2087,0,998,0,0,24,19,586,321,1830,1041,358,94,0,1993,28471,5,51,76,77759,0,0,535,0,2274,3329,567,1514,674,0,1766,5614,10301,0,108,2046,0,0,540,0,81,604,18,0,402,460,0,31898,0,570,188,314,84,211,579,0,324,1146,171,102,3071,0,180,11
49,2679,2958,5810,26,871,706,2190,2154,37,20,77,359,0,0,0,14,0,0,0,463,0,2841,388,0,0,105,1,4225,1806,101,0,680,212,104,0,58570,1869,4926,0,191,0,0,0,0,9222,0,0,1194,31,0,0,0,0,0,77,385,10220,1080,0,4298,1036,2273,0,685,463,11165,0,0,0,0,0,0,6220,0,0,0,26572,18171,2142,1105,6223,221,0,784,0,12725,0,27835,0,2985,268,0,338,58345,0,10038,77,4,0,352,27,1919,0,713,1320,0,0,123,679,143
50,3912,3116,2200,103,222,0,407,636,63,14,712,99,0,0,128,95,782,0,5577,18724,0,851,0,243,2126,899,25,81,0,16,0,3356,969,4232,31,797,41,22337,0,0,4319,145,1348,672,0,0,145,190,854,10613,0,0,67,1009,327,698,2966,163,180,0,4777,23204,13,96,183,56201,0,0,571,0,318,1830,204,242,227,0,4481,1763,6699,447,0,1114,851,106,85,1097,0,0,0,0,236,476,17,82653,0,0,576,302,416,385,360,0,14,215,0,0,4306,0,0,0
51,1559,780,2815,49,1302,4974,1835,1711,108,0,0,937,282,28,0,0,0,0,0,613,0,2783,0,0,187,189,7,1832,0,0,0,1068,126,2290,44,80741,6472,2681,0,0,8512,0,0,122,22443,0,987,728,0,0,0,0,54,535,0,0,1431,2281,0,282,7332,5003,4,787,566,4222,0,272,460,0,0,892,5246,1209,0,0,46541,26724,0,1617,3118,600,2386,1764,0,11418,0,19587,70,362,790,126,443,28971,0,7161,0,26,0,0,0,3099,0,841,479,4187,141,0,1699,93
52,532,4962,3099,0,30885,629,0,9845,228,0,0,8474,3740,0,68,438,0,0,2844,1383,0,8396,0,29,32,295,0,0,0,921,0,919,16,0,0,4282,0,10279,0,0,3380,0,204,193,6266,0,0,1392,6,0,0,0,0,2018,396,160,0,4102,0,957,312,291,0,781,1424,0,0,0,920,0,0,766,3860,0,58,0,26864,833,27,5117,1119,1028,0,406,0,0,0,18105,0,5513,538,0,0,4658,0,2154,44,1077,0,15,0,2209,251,0,3637,0,37,0,127,578
